"MR1";"MR2";"MR3";"MR4"
"accustomed";0.652795046704077;0.153530483896755;0.40486919481319;0.299891380507028
"afraid";0.497614280296724;0.539838798370764;0.464902440441142;0.228757659561911
"beautiful";0.444489685434899;0.413283336272214;0.334253670527726;0.193412432200846
"best";0.078755270301495;0.886987011259403;-0.0671410001049203;0.0440839653131381
"cheerful";0.260510899652837;0.485135489222762;0.294719105652924;0.682704728240286
"comfortable";0.300107112867637;0.550720444837546;0.0454702900736963;0.213139599230227
"extraordinary";0.658431149820569;-0.0116885122973626;0.232274024435325;0.372423166705898
"fair";0.429277028762299;0.234526432828506;0.130553565120419;0.667350483732637
"gentle";0.314098839428099;0.365211774334297;0.231846165921216;0.591283944708582
"happy";0.304585694154519;-0.171759753841156;0.177519531087474;0.431750986187853
"honest";0.559066842515093;0.300937811838305;0.535882152981736;0.238433314709624
"married";0.646657228487106;0.125891820688095;0.40526616714568;0.471532356875161
"mysterious";0.237058776784087;0.47917788010272;0.524453532916777;0.449108962398328
"natural";0.541320310350134;0.281430079063436;0.408073919529028;0.531166695617094
"original";0.712113301282088;0.311457494741262;-0.00694480545264639;0.314283022799118
"pleasant";0.194910627588215;0.679082737188523;0.597663143274631;0.0287087495004422
"proud";0.766118478144014;0.455341576829564;0.0262513996638749;0.0976841635676405
"quiet";0.712131078627354;0.188282182612896;0.279980041632779;0.145358484765547
"rich";0.483909153104369;0.171155767450362;0.204785637858851;0.254915007277178
"strong";0.0375563565676598;0.0464414542853675;0.714801519068897;0.544899915328645
"weak";0.481803129779303;0.444924149389946;0.335538348620279;0.365384326414198
"worth";0.370099613500771;-0.0573032775576721;0.777425547763147;0.187559843012741
