"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"1","abusive",0,0,0,0,0,0,0
"2","accomplished",2,1,0,0,0,1,0
"3","active",5,1,1,0,1,1,1
"4","admirable",3,1,0,0,0,1,1
"5","adorable",0,0,0,0,0,0,0
"6","adventurous",0,0,0,0,0,0,0
"7","affectionate",6,1,1,1,1,1,1
"8","afraid",6,1,1,1,1,1,1
"9","aggravating",0,0,0,0,0,0,0
"10","aggressive",0,0,0,0,0,0,0
"11","agreeable",6,1,1,1,1,1,1
"12","alcoholic",0,0,0,0,0,0,0
"13","alert",1,1,0,0,0,0,0
"14","alone",0,0,0,0,0,0,0
"15","amazing",4,1,1,1,0,1,0
"16","ambitious",1,0,1,0,0,0,0
"17","amusing",6,1,1,1,1,1,1
"18","angry",6,1,1,1,1,1,1
"19","annoyed",0,0,0,0,0,0,0
"20","annoying",0,0,0,0,0,0,0
"21","anxious",6,1,1,1,1,1,1
"22","appealing",0,0,0,0,0,0,0
"23","appreciated",0,0,0,0,0,0,0
"24","appreciative",0,0,0,0,0,0,0
"25","argumentative",0,0,0,0,0,0,0
"26","arrogant",0,0,0,0,0,0,0
"27","artificial",3,0,1,0,1,0,1
"28","artistic",0,0,0,0,0,0,0
"29","ashamed",6,1,1,1,1,1,1
"30","assertive",0,0,0,0,0,0,0
"31","athletic",0,0,0,0,0,0,0
"32","attentive",5,1,1,0,1,1,1
"33","attractive",4,1,1,0,1,0,1
"34","average",0,0,0,0,0,0,0
"35","awake",1,1,0,0,0,0,0
"36","awesome",0,0,0,0,0,0,0
"37","awful",5,0,1,1,1,1,1
"38","awkward",4,1,1,0,0,1,1
"39","bad",6,1,1,1,1,1,1
"40","bashful",1,0,0,0,0,0,1
"41","beautiful",6,1,1,1,1,1,1
"42","believable",0,0,0,0,0,0,0
"43","big",0,0,0,0,0,0,0
"44","bitter",5,1,1,1,0,1,1
"45","blind",4,1,1,0,0,1,1
"46","bold",4,0,1,1,1,0,1
"47","bored",0,0,0,0,0,0,0
"48","boring",0,0,0,0,0,0,0
"49","bossy",0,0,0,0,0,0,0
"50","brave",0,0,0,0,0,0,0
"51","bright",4,1,1,1,1,0,0
"52","brilliant",4,1,1,0,1,0,1
"53","businesslike",0,0,0,0,0,0,0
"54","busy",6,1,1,1,1,1,1
"55","calm",6,1,1,1,1,1,1
"56","capable",5,1,1,0,1,1,1
"57","carefree",0,0,0,0,0,0,0
"58","careful",3,1,0,0,0,1,1
"59","careless",4,1,1,0,0,1,1
"60","caring",0,0,0,0,0,0,0
"61","casual",0,0,0,0,0,0,0
"62","cautious",4,1,0,0,1,1,1
"63","certain",6,1,1,1,1,1,1
"64","charming",6,1,1,1,1,1,1
"65","cheap",5,1,0,1,1,1,1
"66","cheerful",6,1,1,1,1,1,1
"67","childish",0,0,0,0,0,0,0
"68","chubby",0,0,0,0,0,0,0
"69","clean",2,1,0,1,0,0,0
"70","clever",6,1,1,1,1,1,1
"71","closed-minded",0,0,0,0,0,0,0
"72","clumsy",0,0,0,0,0,0,0
"73","cocky",0,0,0,0,0,0,0
"74","cold",6,1,1,1,1,1,1
"75","colorful",0,0,0,0,0,0,0
