"terms";"clusters"
"#-alone";92
"#-bad";106
"#-beautiful";29
"#-cold";106
"#-good";137
"#-interested";58
"#-little";9
"#-old";55
"#-pleasant";109
"#-unreasonable";55
"#-wise";41
"active";53
"admirable";91
"adventurous";22
"affectionate";135
"afraid";71
"aggravating";97
"agreeable";81
"alone";47
"amazing";126
"amusing";18
"angry";110
"anxious";86
"appealing";8
"argumentative";146
"artificial";76
"ashamed";143
"athletic";3
"attractive";88
"average";145
"awake";34
"awful";51
"awkward";11
"bad";48
"bashful";63
"beautiful";59
"big";35
"bitter";119
"blind";2
"bold";28
"brave";43
"bright";33
"brilliant";131
"businesslike";29
"busy";125
"calm";52
"capable";39
"careful";125
"careless";138
"casual";14
"cautious";23
"certain";112
"charming";24
"cheap";141
"cheerful";75
"childish";27
"chubby";94
"clean";114
"clever";12
"cold";40
"comfortable";71
"comical";11
"compassionate";38
"competent";70
"complicated";29
"concerned";91
"confident";109
"confused";130
"confusing";35
"considerate";76
"consistent";123
"cool";44
"cranky";96
"crazy";140
"critical";132
"cruel";131
"curious";1
"dangerous";9
"daring";55
"decent";12
"delighted";85
"delightful";83
"dependent";103
"depressed";72
"desirable";50
"devoted";70
"difficult";67
"direct";22
"disappointed";77
"dishonest";56
"disrespectful";97
"distinguished";51
"dumb";34
"eager";10
"elderly";60
"embarrassed";117
"embarrassing";70
"encouraging";72
"energetic";68
"entertaining";21
"evil";80
"excellent";50
"excited";111
"exciting";96
"exhausted";101
"experienced";106
"expressive";56
"extraordinary";49
"fair";49
"faithful";16
"familiar";125
"famous";45
"fascinating";132
"fat";136
"feminine";88
"fine";52
"firm";57
"flexible";35
"foolish";16
"forgetful";146
"fortunate";15
"friendly";81
"frightening";3
"funny";129
"furious";45
"generous";31
"gentle";71
"genuine";36
"glad";33
"gorgeous";118
"graceful";114
"gracious";15
"grateful";67
"greedy";5
"handsome";2
"happy";6
"hard";32
"harmless";76
"healthy";131
"helpless";62
"hilarious";93
"honest";81
"hopeful";41
"humorous";73
"ignorant";68
"impatient";133
"important";25
"impressive";63
"inconsiderate";22
"independent";92
"inexperienced";8
"innocent";135
"intelligent";26
"interested";37
"interesting";56
"irresponsible";5
"irritable";78
"irritated";58
"irritating";106
"jealous";89
"joyful";42
"kind";59
"lazy";87
"liberal";95
"lively";19
"lonely";110
"lonesome";43
"loud";116
"lovely";28
"loving";57
"lucky";84
"mature";68
"mean";111
"modest";7
"moody";102
"muscular";70
"natural";13
"neat";141
"needy";46
"negative";139
"nervous";58
"nice";74
"noisy";125
"obnoxious";118
"observant";29
"offensive";142
"open";6
"opinionated";109
"ordinary";128
"original";13
"outstanding";65
"passionate";3
"pathetic";124
"patient";54
"peaceful";64
"persuasive";97
"plain";79
"playful";107
"pleasant";134
"pleased";16
"pleasing";65
"polite";20
"poor";90
"popular";69
"positive";18
"powerful";20
"practical";121
"pretty";116
"private";61
"productive";4
"professional";126
"prominent";145
"proper";24
"prosperous";8
"proud";98
"punctual";146
"quiet";66
"radical";35
"reasonable";18
"rebellious";14
"relaxed";3
"remarkable";100
"respectable";99
"respected";78
"respectful";82
"responsible";122
"retarded";8
"rich";81
"ridiculous";43
"rough";135
"rude";64
"sad";113
"sarcastic";132
"satisfied";7
"secure";73
"selfish";19
"sensible";9
"sensitive";127
"sentimental";104
"serious";62
"shallow";144
"short";90
"shy";82
"sincere";17
"sleepy";127
"slender";115
"smart";74
"snobbish";97
"social";80
"spontaneous";65
"stable";138
"strange";33
"strict";9
"strong";40
"stupid";132
"successful";19
"surprised";108
"suspicious";30
"sweet";67
"sympathetic";144
"talkative";144
"tall";1
"terrible";116
"thankful";16
"thin";141
"thoughtful";67
"thoughtless";121
"tiny";127
"tired";113
"troubled";139
"trustworthy";103
"truthful";57
"uncomfortable";105
"unhappy";17
"unlucky";137
"unreasonable";78
"unusual";105
"useful";89
"violent";74
"warm";48
"weak";113
"wealthy";21
"well";16
"wise";101
"wonderful";46
"worthy";24
"young";90
"wasteful";42
"youthful";99
"sloppy";120
"religious";29
"tough";142
"unemployed";106
"reckless";29
