"terms";"clusters"
"#-little";5
"admirable";1
"afraid";12
"alone";4
"ashamed";13
"bad";12
"big";1
"bitter";2
"blind";10
"bold";4
"bright";11
"capable";9
"childish";5
"cold";11
"conceited";5
"concerned";8
"corrupt";4
"curious";3
"dedicated";2
"delighted";8
"determined";8
"direct";2
"dishonest";3
"distinguished";10
"eager";1
"excellent";8
"familiar";3
"famous";7
"fat";4
"fine";11
"friendly";11
"gentle";12
"glad";9
"gorgeous";9
"gracious";8
"happy";1
"hard";6
"honest";6
"ignorant";9
"important";10
"innocent";1
"insulting";4
"modest";13
"natural";2
"nice";8
"old";2
"open";7
"ordinary";1
"passionate";3
"patient";13
"plain";8
"pleasant";8
"pleased";7
"pleasing";4
"proper";9
"proud";5
"quiet";12
"reasonable";12
"rebellious";5
"rich";7
"rough";9
"sad";13
"serious";5
"short";3
"sincere";11
"slender";10
"strange";12
"strong";13
"sweet";9
"tall";11
"terrible";10
"thorough";10
"violent";10
"well";9
"wise";7
"ridiculous";5
"young";6
"troubled";13
"impatient";4
"thin";5
"superstitious";4
"wonderful";2
"tough";4
