"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"50","brave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","bright",419,15,36,42,2,34,50,2,0,6,19,7,42,2,34,15,14,6,11,33,3,23,0,0,22,1
"52","brilliant",66,0,3,3,0,1,7,4,3,1,2,0,8,1,5,1,8,0,5,3,1,5,0,2,3,0
"53","businesslike",3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"54","busy",135,7,8,13,1,8,12,5,2,5,5,3,9,5,12,2,9,1,2,7,1,8,1,2,7,0
"55","calm",81,3,2,2,3,13,6,2,0,2,3,1,6,5,6,0,0,1,4,2,2,7,1,3,7,0
"56","capable",133,4,0,11,0,9,7,3,6,11,2,1,6,13,5,2,4,0,2,9,5,1,14,14,3,1
"57","carefree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","careful",69,2,4,11,1,5,4,1,1,0,3,0,6,0,3,2,7,0,0,3,0,8,1,1,6,0
"59","careless",49,3,3,4,0,1,0,2,3,1,1,2,4,3,8,0,2,0,2,5,0,1,1,3,0,0
"60","caring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","casual",22,1,1,2,2,2,1,0,0,0,0,0,3,0,1,0,2,0,0,5,0,1,0,0,1,0
"62","cautious",25,1,2,0,1,0,4,2,0,0,0,1,1,0,2,0,1,0,0,2,2,1,2,1,2,0
"63","certain",428,10,21,28,9,41,32,11,8,2,23,10,26,9,44,9,16,2,10,54,2,15,23,8,15,0
"64","charming",207,4,6,11,1,6,17,22,8,1,2,3,17,4,9,6,12,16,1,16,3,2,12,15,13,0
"65","cheap",69,0,1,3,0,4,4,2,2,0,0,3,3,0,12,0,10,1,5,6,1,6,1,1,4,0
"66","cheerful",137,2,12,13,1,10,10,8,3,6,1,3,3,2,13,3,6,4,5,4,2,6,2,6,12,0
"67","childish",41,0,3,4,0,9,8,0,1,1,2,0,2,0,1,3,1,0,2,1,0,1,0,0,2,0
"68","chubby",13,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0
"69","clean",117,4,6,10,1,4,10,1,1,2,8,2,9,0,6,6,10,1,5,11,0,16,0,0,4,0
"70","clever",128,0,4,4,0,8,3,21,0,0,1,1,28,7,6,0,12,2,12,4,1,5,5,3,1,0
"71","closed-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","clumsy",15,2,2,0,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,4,0,0,0,0,0,0
"73","cocky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","cold",625,16,37,41,7,27,64,27,7,21,27,12,26,9,37,14,50,7,48,31,7,46,10,11,40,3
"75","colorful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","comfortable",177,0,7,14,3,18,8,10,2,0,6,5,7,14,16,0,7,2,4,14,4,11,7,13,5,0
"77","comical",10,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,1,0,0,1,0
"78","compassionate",35,4,1,2,0,5,2,3,2,0,1,2,0,0,2,0,0,0,0,2,0,3,1,4,1,0
"79","compatible",8,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0
"80","competent",14,0,0,0,2,1,1,2,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
"81","competitive",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","complaining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","complicated",22,1,2,2,0,2,1,0,0,0,1,0,2,0,2,1,2,0,1,0,0,5,0,0,0,0
"84","compulsive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","conceited",13,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,1,3,0,0,1
"86","concerned",22,0,0,3,0,0,1,2,2,0,0,0,2,1,0,1,1,1,0,1,1,0,2,4,0,0
"87","confident",51,4,3,2,0,6,4,0,1,1,1,0,4,1,2,2,5,1,1,2,1,3,2,3,2,0
"88","confused",42,5,1,2,1,3,5,0,0,0,3,1,4,1,3,1,2,0,2,2,0,3,1,0,2,0
"89","confusing",4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","conscientious",21,0,2,0,0,7,1,0,0,0,1,0,0,1,1,3,0,1,0,1,0,2,0,1,0,0
"91","conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","considerate",56,1,1,8,0,3,4,3,1,0,1,2,4,1,7,1,7,0,1,4,0,3,0,3,1,0
"93","consistent",30,0,1,2,0,3,1,0,0,1,4,1,1,3,3,1,0,0,0,3,0,1,2,0,3,0
"94","constructive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"95","controlling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","controversial",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","cool",128,3,10,14,1,8,5,1,2,2,4,3,8,3,13,2,11,2,1,15,4,8,1,1,6,0
"98","cooperative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","corrupt",11,0,2,2,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"100","courageous",5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","courteous",22,0,3,1,0,0,1,0,1,0,0,0,2,2,2,0,3,0,0,3,2,2,0,0,0,0
"102","crabby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","cranky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","crazy",34,2,2,3,0,0,2,0,1,0,1,1,3,0,3,1,5,0,3,3,0,1,0,0,3,0
"105","creative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"106","critical",16,0,1,0,0,0,1,2,0,1,2,0,0,1,0,0,1,0,1,1,1,2,0,2,0,0
"107","cruel",216,11,14,9,2,20,17,3,30,3,6,3,17,4,14,6,12,2,4,12,5,6,2,7,7,0
"108","curious",256,9,9,40,2,19,14,3,5,1,18,8,22,2,19,11,10,0,6,19,2,22,3,1,11,0
"109","cute",3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"110","dangerous",122,8,9,12,3,7,5,7,4,4,4,3,5,3,7,5,5,1,6,5,3,9,1,2,4,0
"111","daring",32,1,4,1,1,2,4,1,2,0,0,1,2,3,1,2,0,0,0,2,0,1,1,0,2,1
"112","decent",66,1,2,4,0,7,2,1,0,0,2,2,3,2,7,0,3,5,0,3,4,9,3,3,3,0
"113","dedicated",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","defensive",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","delighted",147,1,8,6,2,17,4,13,7,2,3,0,9,8,16,1,6,5,3,6,5,6,10,6,2,1
"116","delightful",230,1,3,14,1,26,5,31,6,0,4,0,7,13,8,2,22,16,1,11,4,20,16,13,6,0
"117","demanding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","democratic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","dependable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","dependent",39,0,2,5,0,0,3,1,2,2,3,1,7,0,2,0,2,0,0,0,1,3,1,3,1,0
"121","depressed",15,1,1,1,0,0,1,2,0,1,1,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0
"122","desirable",85,1,1,5,1,3,2,11,1,0,3,1,4,9,4,4,5,2,3,3,6,3,6,5,2,0
"123","determined",4,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"124","devoted",97,3,4,9,0,11,6,2,3,5,1,4,8,3,5,4,5,0,0,9,0,10,1,2,2,0
"125","difficult",278,13,15,27,4,18,11,3,12,1,16,7,29,9,17,12,9,4,6,22,4,14,10,3,12,0
"126","direct",43,5,3,3,0,1,3,3,0,0,2,1,5,1,1,1,2,0,0,2,0,1,1,6,2,0
"127","disabled",12,0,1,0,0,1,1,0,0,0,1,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0
"128","disappointed",43,1,2,2,0,2,1,0,0,0,0,1,5,1,1,0,1,2,3,6,1,2,6,3,3,0
"129","disgusting",13,0,0,0,0,1,0,1,0,1,0,2,1,2,0,0,0,1,0,0,1,2,1,0,0,0
"130","dishonest",11,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,2,0
"131","disobedient",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"132","disorganized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","disrespectful",10,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0
"134","distinguished",73,0,2,9,0,6,5,1,1,2,3,0,12,2,7,1,6,2,1,2,0,8,1,1,0,1
"135","disturbed",22,1,3,1,0,2,1,0,1,2,2,0,1,0,2,0,0,1,0,2,0,2,0,1,0,0
"136","dominant",3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","down-to-earth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","dumb",58,2,5,4,0,4,9,0,1,0,3,2,4,0,6,1,2,0,4,2,0,2,0,0,7,0
"139","eager",90,0,4,3,1,3,6,11,8,1,3,1,2,4,4,0,4,3,6,1,5,1,5,6,4,4
"140","easygoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","educated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","effective",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
"143","efficient",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"144","elderly",71,4,2,3,0,5,7,0,1,0,3,2,5,0,3,2,9,0,3,3,0,13,1,1,4,0
"145","embarrassed",29,0,1,3,0,1,3,1,6,0,0,0,3,0,1,1,0,0,0,3,0,1,2,1,2,0
"146","embarrassing",17,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,4,0,3,0,0,0,0
"147","emotional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","encouraged",3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","encouraging",38,3,0,7,1,0,1,2,0,1,2,0,5,1,5,0,0,0,1,0,1,1,1,4,2,0
"151","energetic",10,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0
"152","entertaining",37,0,3,2,0,2,2,3,5,0,1,0,2,1,2,0,2,1,0,6,1,0,0,0,4,0
"153","enthusiastic",16,0,0,1,0,0,1,0,0,3,0,1,0,0,1,0,1,0,1,1,0,5,0,1,0,0
"154","ethical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","evil",123,5,7,3,2,7,8,9,3,8,3,5,5,11,10,1,4,1,3,8,1,5,1,5,8,0
"156","excellent",257,3,1,22,2,19,15,24,12,9,2,1,8,11,17,4,16,13,4,13,13,20,12,8,4,4
"157","exceptional",7,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"158","excited",27,3,2,0,0,3,1,0,1,2,1,0,1,0,1,1,2,0,1,1,1,4,1,0,1,0
"159","exciting",30,0,0,1,0,0,0,4,3,1,0,0,1,2,0,0,3,0,3,2,0,3,1,3,3,0
"160","exhausted",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"161","experienced",21,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,2,0,4,2,1,3,0,1,2,0
"162","expressive",152,3,5,11,0,9,13,1,3,6,9,4,13,3,6,4,8,0,7,23,1,17,2,2,2,0
"163","extraordinary",367,7,7,18,3,23,34,20,12,0,11,6,7,3,24,8,56,6,9,16,9,47,14,7,20,0
"164","fair",354,13,19,21,9,11,29,16,8,7,6,3,30,21,30,6,29,9,5,28,3,14,13,6,18,0
"165","faithful",85,3,1,17,7,5,6,1,4,1,3,2,7,1,2,0,7,4,3,5,0,1,1,1,3,0
"166","familiar",181,6,10,21,2,20,14,2,2,7,5,6,18,4,18,3,9,1,6,10,1,5,2,0,9,0
"167","famous",71,2,4,8,2,10,2,2,2,0,2,2,11,1,5,0,0,7,1,1,0,5,0,0,1,3
"168","fascinating",23,1,1,5,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,6,0,2,0,1,1,0
"169","fat",177,0,4,8,0,5,3,0,1,0,6,1,4,0,6,0,17,0,7,3,0,106,1,0,2,3
"170","feminine",25,2,1,1,0,0,1,1,2,2,1,2,0,2,1,2,1,0,0,4,0,0,0,1,1,0
"171","fine",517,14,25,64,4,32,18,25,21,5,11,12,28,33,22,5,37,15,14,25,21,44,13,17,8,4
"172","firm",34,0,2,4,1,6,1,1,1,1,2,0,0,0,3,2,2,2,1,1,0,0,2,1,1,0
"173","flexible",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"174","foolish",126,3,7,7,4,10,4,7,11,1,3,2,4,6,7,0,16,3,1,3,1,8,5,5,8,0
"175","forgetful",6,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"176","forgiving",11,0,1,0,0,1,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0
"177","fortunate",115,1,5,3,0,8,4,17,7,6,3,1,3,5,8,2,7,1,3,7,1,6,12,3,2,0
"178","forward",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","friendly",231,5,13,19,1,26,13,9,2,0,9,3,14,7,16,9,6,1,4,31,5,13,6,5,13,1
"180","frightening",11,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
"181","frustrated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","frustrating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","funny",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0
"184","furious",28,4,4,0,2,0,2,0,0,1,3,0,2,0,0,1,2,0,1,2,0,4,0,0,0,0
"185","generous",132,3,3,13,2,9,10,3,14,4,1,0,13,4,11,6,5,2,3,13,1,1,5,5,1,0
"186","gentle",283,8,17,12,0,22,25,11,6,21,5,6,13,13,19,3,18,6,16,10,3,18,3,4,20,4
"187","genuine",72,2,2,10,0,2,5,1,1,0,4,2,10,3,6,4,2,3,4,5,0,2,0,1,3,0
"188","gifted",18,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,1,1,2,0,0,2,0
"189","giving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","glad",509,1,23,37,8,53,39,21,24,1,18,15,35,30,48,8,24,11,9,28,6,22,14,12,21,1
"191","glamorous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","good",4821,150,301,420,101,356,273,217,129,28,161,100,335,182,371,78,269,76,143,292,100,244,137,99,203,56
"193","good-for-nothing",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"194","good-humored",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","good-looking",20,0,0,2,0,1,0,1,0,0,2,0,1,0,1,0,4,2,2,1,2,1,0,0,0,0
"196","good-natured",54,2,4,2,0,3,5,3,0,0,1,0,6,1,6,3,4,3,0,2,1,0,2,4,2,0
"197","gorgeous",25,1,0,3,0,0,5,0,0,0,1,0,1,0,5,1,0,0,0,4,0,2,0,0,1,1
"198","graceful",36,0,2,3,0,0,5,2,0,0,2,0,6,0,2,1,5,1,0,2,0,0,1,2,2,0
"199","gracious",172,8,15,10,0,12,15,1,5,0,3,1,15,1,22,3,11,1,5,18,0,7,5,4,7,3
"200","grateful",113,2,3,5,0,5,10,6,7,1,6,1,6,4,13,5,3,0,3,9,2,2,4,6,10,0
"201","great",4278,115,279,313,202,268,298,178,118,41,130,74,272,122,312,48,340,61,141,150,77,306,107,106,196,24
"202","greedy",31,1,2,4,0,1,1,0,0,0,2,2,0,0,4,1,3,2,1,6,0,0,0,0,1,0
"203","grouchy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","grumpy",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","handicapped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","handsome",313,9,14,24,3,22,29,19,2,0,16,2,27,11,12,6,19,14,6,21,11,10,16,13,7,0
"207","happy",544,9,12,42,5,45,32,45,17,12,11,5,35,37,26,5,27,16,12,14,23,26,26,39,23,0
"208","hard",523,27,26,39,18,33,52,3,7,6,25,14,41,7,37,12,40,3,17,47,2,27,6,4,23,7
"209","hard-working",4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"210","harmless",41,2,2,6,0,1,0,1,0,3,0,0,2,0,6,1,4,2,1,7,0,2,0,1,0,0
"211","healthy",19,2,0,1,0,0,1,3,0,0,0,1,0,0,0,3,1,0,0,0,2,0,1,1,3,0
"212","heartbroken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","helpful",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"214","helpless",31,1,1,1,1,2,0,1,4,0,1,0,0,2,1,1,4,0,3,4,1,1,0,1,1,0
"215","hilarious",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"216","homeless",5,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"217","honest",252,16,20,11,9,14,15,4,2,1,4,5,13,5,21,4,21,5,8,43,1,6,1,4,16,3
"218","hopeful",33,0,0,4,0,7,3,0,1,0,3,1,4,0,2,2,1,0,0,3,0,1,0,0,1,0
"219","hostile",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"220","hot-tempered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","humiliated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","humorous",15,0,0,0,0,1,2,0,0,0,0,0,1,0,2,1,0,0,1,0,0,4,0,0,3,0
"223","idealistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","ignorant",107,5,3,2,4,4,3,5,14,6,6,3,6,1,5,1,5,2,2,7,1,2,12,4,0,4
"225","imaginative",7,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"226","immature",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","impatient",64,1,2,2,1,2,2,2,1,1,5,3,4,4,4,1,6,3,2,5,3,0,4,2,4,0
"228","impolite",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"229","important",200,4,8,13,0,15,12,15,18,1,3,1,17,8,6,4,9,4,5,9,3,25,8,8,4,0
