"terms";"clusters"
"#-genteel";72
"#-guarded";43
"#-handsome";56
"#-open";78
"#-quiet";8
"#-watchful";31
"acceptable";97
"active";7
"acute";102
"affable";104
"affectionate";114
"animated";103
"assiduous";118
"assured";95
"awkward";44
"bashful";3
"benignant";124
"bitter";59
"boisterous";68
"bold";10
"boyish";64
"busy";40
"calm";85
"candid";129
"careful";107
"careless";53
"cautious";91
"certain";28
"chatty";1
"cheerful";57
"christian";137
"civil";4
"clamorous";32
"close";81
"cold";22
"communicative";2
"compassionate";62
"compliant";53
"confident";82
"confidential";27
"conscientious";109
"considerate";126
"consistent";26
"constant";100
"contrary";13
"cool";24
"cordial";102
"credulous";12
"critical";130
"cruel";21
"cunning";121
"curious";3
"decided";75
"decisive";37
"delicate";60
"dependent";107
"determined";42
"diffident";110
"dignified";62
"direct";39
"discreet";56
"dissatisfied";87
"domestic";116
"eager";16
"earnest";61
"easy";54
"economical";96
"ecstatic";56
"enthusiastic";70
"exact";6
"excursive";63
"expressive";77
"faithful";67
"familiar";51
"fanciful";37
"fastidious";10
"fearful";45
"feminine";24
"fervent";125
"fickle";73
"firm";20
"formal";68
"frank";138
"free";105
"fresh";25
"fretful";115
"friendly";46
"frivolous";2
"gay";7
"general";128
"generous";15
"genial";73
"genteel";86
"gentle";46
"gentlemanlike";68
"giddy";43
"gloomy";9
"graceful";99
"gracious";75
"grateful";5
"grave";36
"handsome";136
"hasty";107
"hateful";24
"haughty";135
"headstrong";17
"hearty";63
"heavy";33
"helpless";51
"honest";77
"hopeless";52
"hospitable";31
"hostile";26
"humble";43
"hurried";88
"hysterical";20
"immovable";48
"impartial";98
"impatient";116
"impertinent";94
"impetuous";108
"improvident";122
"inarticulate";8
"inconstant";44
"indefatigable";13
"independent";116
"indifferent";133
"indolent";96
"indulgent";113
"inquisitive";37
"insincere";104
"insolent";115
"intimate";49
"invariable";91
"inventive";30
"irrational";11
"irrepressible";98
"irritable";101
"jealous";107
"joyful";64
"judicious";12
"keen";37
"kind";133
"languid";76
"leisurely";30
"lively";60
"loud";79
"maternal";58
"melancholy";114
"merry";18
"mild";93
"mischievous";12
"moderate";120
"modest";132
"musical";138
"natural";28
"neat";10
"negative";104
"negligent";35
"nervous";59
"noisy";86
"nonsensical";26
"obedient";43
"obliging";64
"observant";91
"officious";32
"open";28
"original";24
"partial";74
"particular";128
"passionate";23
"philanthropic";12
"playful";89
"pleasant";36
"polite";75
"political";13
"positive";21
"precise";29
"prejudiced";93
"proud";14
"provident";96
"prudent";134
"punctual";125
"quick";49
"quiet";133
"rapacious";12
"rapid";74
"rapturous";106
"rash";93
"reasonable";117
"resolute";111
"respectful";131
"restless";9
"romantic";39
"rude";15
"sad";86
"sanguine";50
"scrupulous";124
"second";42
"selfish";105
"sensible";4
"sensitive";80
"serious";22
"severe";50
"shrewd";53
"shy";41
"silent";128
"simple";136
"sincere";117
"slow";47
"sober";135
"sociable";69
"soft";127
"solemn";13
"solicitous";31
"sorrowful";104
"speculative";93
"speedy";112
"spirited";83
"spiritless";6
"spontaneous";44
"stable";67
"staid";30
"steadfast";35
"steady";82
"steep";90
"stormy";92
"straight";103
"strict";65
"strong";61
"stubborn";38
"stylish";56
"subservient";35
"sudden";5
"sufficient";106
"sure";34
"suspicious";17
"sweet";36
"tardy";121
"tender";98
"thankful";84
"thorough";14
"thoughtful";31
"thoughtless";96
"tidy";103
"true";71
"ugly";55
"unamiable";19
"unbiased";80
"uncertain";74
"unchanging";56
"uncheerful";132
"uncivil";120
"undiscerning";38
"unequivocal";125
"unfeeling";120
"ungenerous";113
"ungracious";48
"ungrateful";121
"unhappy";54
"unkind";121
"unobtrusive";123
"urgent";129
"vague";24
"vain";112
"verbal";122
"violent";71
"virtuous";73
"uncordial";72
"willing";40
"zealous";31
"undecided";122
"unreserved";109
"weak";48
"worldly";6
"witty";68
"smooth";66
"wise";86
"submissive";119
"tranquil";92
"unsteady";80
"wiser";24
