"terms";"clusters"
"#-close";222
"#-grateful";157
"#-mim";160
"#-silent";176
"#-straight";11
"#-sure";100
"#-weak";30
"abject";81
"abrupt";113
"acceptable";50
"active";215
"acute";12
"adventurous";105
"affable";245
"affectionate";246
"aloof";92
"amorous";177
"awkward";191
"benevolent";140
"benign";170
"benignant";197
"bitter";187
"bland";217
"blithe";231
"bluff";10
"boisterous";17
"bold";97
"boyish";201
"brave";213
"brisk";59
"brutal";172
"brute";13
"buoyant";4
"busy";41
"calm";214
"candid";35
"capricious";106
"careful";125
"careless";96
"casual";127
"catholic";238
"cautious";84
"censorious";174
"certain";254
"changeable";205
"charitable";105
"chaste";197
"cheerful";97
"cheery";225
"choleric";196
"christian";191
"circuitous";194
"civil";200
"clamorous";194
"clean";203
"close";152
"clumsy";237
"coherent";226
"cold";249
"combustible";259
"commanding";166
"communicative";216
"companionable";216
"compassionate";22
"complacent";5
"complimentary";68
"conciliatory";7
"condescending";12
"confident";262
"confidential";65
"congenial";121
"conscientious";228
"conscionable";93
"considerate";53
"consistent";101
"constant";219
"conventional";13
"conversational";78
"convivial";19
"cool";122
"coquettish";144
"cordial";131
"courageous";207
"courteous";74
"cowardly";75
"credulous";55
"crisp";43
"critical";188
"cruel";23
"cunning";6
"curious";122
"dainty";11
"daring";59
"decorous";147
"deferential";195
"definite";172
"delicate";96
"dependent";90
"despotic";176
"destructive";114
"determined";92
"devout";216
"dexterous";133
"dignified";85
"direct";39
"discourteous";138
"discreet";100
"disdainful";242
"disorderly";197
"disrespectful";120
"dissatisfied";107
"distrustful";35
"dogged";175
"doleful";165
"domestic";1
"downright";157
"dreamy";73
"eager";94
"earnest";180
"easy";249
"emphatic";222
"emulous";117
"energetic";198
"enthusiastic";121
"envious";232
"equable";201
"even";232
"exact";4
"excitable";25
"exclusive";218
"explicit";186
"expressive";250
"faithful";24
"faithless";222
"familiar";17
"fanciful";253
"fast";111
"fearful";94
"feminine";32
"ferocious";7
"fervent";217
"festive";198
"fickle";185
"fierce";135
"fiery";209
"firm";111
"fitful";126
"flighty";95
"flippant";205
"forcible";197
"forgetful";49
"forgiving";104
"formal";195
"frank";134
"free";103
"fresh";125
"friendly";145
"frivolous";153
"frugal";235
"gallant";96
"gay";21
"general";97
"generous";158
"genial";64
"genteel";1
"gentle";202
"gentlemanly";164
"giddy";77
"gloomy";190
"graceful";74
"gracious";122
"grateful";182
"grave";20
"greedy";83
"gregarious";217
"gruff";179
"guarded";140
"halting";3
"handsome";202
"handy";53
"hasty";16
"hateful";194
"haughty";113
"headlong";26
"heartless";138
"hearty";208
"heavy";249
"heedless";105
"helpless";166
"heretical";161
"honest";97
"hopeful";58
"hopeless";70
"hospitable";199
"humble";119
"hunted";159
"hurried";210
"hysterical";81
"icy";117
"immovable";192
"impatient";16
"imperative";248
"imperious";183
"impertinent";154
"imperturbable";243
"impetuous";207
"impious";255
"incautious";129
"inconsiderate";140
"inconstant";68
"incorruptible";240
"incredulous";136
"indefinite";130
"independent";53
"indifferent";171
"indolent";164
"indomitable";242
"inflexible";37
"ingenuous";252
"injudicious";75
"inquisitive";197
"intellectual";100
"intemperate";197
"intense";142
"intimate";52
"intrusive";11
"invariable";194
"inviolable";114
"inward";253
"ironical";42
"irreligious";148
"irresolute";44
"irreverent";170
"jaunty";8
"jealous";38
"jolly";189
"jovial";76
"joyous";63
"judicious";176
"just";33
"keen";110
"kind";219
"languid";60
"lavish";68
"lazy";209
"leisurely";205
"licentious";216
"limp";141
"listless";161
"lively";214
"lofty";28
"logical";147
"lonely";211
"lordly";189
"loud";260
"loving";253
"loyal";55
"lucid";151
"lusty";239
"majestic";44
"malicious";55
"martial";72
"mechanical";126
"meek";148
"melancholy";27
"mercenary";95
"merciful";188
"merciless";236
"merry";203
"metaphorical";69
"mettlesome";224
"mild";17
"military";34
"mim";63
"mirthful";86
"moderate";217
"modest";150
"monkish";43
"motherly";57
"mournful";203
"musical";51
"mute";251
"natural";67
"neat";90
"negative";124
"negligent";164
"nervous";246
"nigh";31
"nimble";239
"noiseless";132
"noisy";34
"nonsensical";129
"obdurate";46
"obliging";144
"obsequious";91
"observant";258
"oily";147
"open";254
"oracular";95
"orderly";166
"original";47
"pagan";240
"partial";241
"particular";67
"passionate";160
"passive";85
"patient";54
"patriotic";233
"peaceful";26
"peevish";222
"penitent";123
"peremptory";50
"persuasive";252
