"terms";"clusters"
"#-certain";18
"#-delicate";64
"#-easy";30
"#-handsome";73
"#-honest";64
"#-particular";188
"#-serious";75
"#-sufficient";1
"#-violent";145
"abject";98
"abrupt";195
"acceptable";237
"accessible";97
"accurate";127
"active";153
"acute";32
"adventurous";76
"affable";91
"affectionate";114
"affluent";75
"aloof";157
"amorous";175
"anticipative";117
"arbitrary";117
"argumentative";92
"arrogant";83
"assured";73
"avaricious";102
"awkward";79
"bashful";163
"benevolent";74
"biddable";161
"bitter";148
"bloodthirsty";16
"boastful";126
"boisterous";149
"bold";169
"boyish";192
"brave";91
"brisk";123
"brutal";122
"brutish";126
"buoyant";215
"busy";170
"cabalistic";193
"calculating";206
"calm";138
"candid";93
"careful";82
"careless";238
"casual";217
"cautious";23
"certain";51
"changeable";92
"charitable";183
"chaste";186
"chatty";75
"cheerful";207
"christian";22
"circuitous";212
"circumstantial";185
"civil";134
"classic";189
"clean";57
"cleanly";83
"close";207
"clumsy";112
"coherent";62
"cold";54
"communicative";4
"compassionate";99
"complacent";194
"complimentary";211
"condescending";188
"confident";88
"confidential";13
"congratulatory";36
"conscientious";83
"considerate";128
"constant";148
"conventional";184
"conversational";126
"convivial";108
"cool";104
"cordial";35
"courteous";159
"covetous";64
"cowardly";229
"critical";135
"cruel";44
"cunning";147
"curious";57
"dainty";78
"decisive";220
"decorous";94
"deferential";9
"definite";144
"deliberate";46
"delicate";95
"dependent";29
"destructive";96
"detached";229
"determined";152
"dexterous";31
"dignified";240
"direct";183
"discerning";81
"discreet";235
"discursive";161
"disdainful";171
"disrespectful";140
"dissatisfied";76
"docile";64
"dogged";47
"doleful";117
"dolorous";173
"domestic";33
"dreamy";47
"dutiful";36
"eager";170
"earnest";179
"easy";224
"economical";193
"ecstatic";155
"eloquent";110
"emphatic";61
"energetic";11
"enthusiastic";127
"envious";232
"erudite";121
"evasive";92
"exact";226
"excitable";208
"exclusive";50
"expeditious";161
"explicit";96
"expressive";136
"facetious";175
"faithful";187
"familiar";84
"fast";145
"fastidious";150
"fearful";21
"feminine";48
"ferocious";233
"fervent";128
"fervid";240
"festive";205
"fickle";118
"fierce";130
"fiery";111
"firm";43
"flighty";25
"flippant";20
"formal";53
"forthcoming";232
"forward";86
"fractious";225
"frank";237
"free";114
"fresh";177
"fretful";218
"friendly";14
"frivolous";117
"frugal";98
"furtive";189
"fustian";3
"gallant";24
"gay";197
"general";54
"generous";22
"genial";144
"genteel";187
"gentle";213
"gentlemanly";59
"giddy";61
"girlish";20
"gloomy";114
"graceful";82
"gracious";44
"grateful";15
"grave";24
"greedy";151
"gruff";87
"guarded";92
"guileless";217
"gypsy";163
"halting";155
"handsome";213
"handy";73
"hasty";231
"haughty";186
"headlong";192
"heartless";35
"hearty";234
"heavy";177
"heedless";100
"helpless";33
"histrionic";221
"honest";239
"hopeful";26
"hopeless";66
"hospitable";220
"hostile";68
"humane";67
"humble";79
"hurried";120
"hypocritical";102
"hysterical";55
"imitative";155
"immovable";13
"impartial";214
"impatient";41
"imperial";133
"imperious";110
"impertinent";209
"imperturbable";68
"impetuous";32
"impious";4
"impudent";75
"inconsiderate";58
"indefatigable";211
"indefinite";133
"independent";143
"indifferent";238
"indirect";117
"indolent";27
"industrious";129
"inflexible";189
"ingenuous";2
"injudicious";149
"insolent";171
"intellectual";205
"intense";70
"intimate";210
"intrusive";6
"invariable";165
"inward";172
"irascible";178
"ironical";85
"irrepressible";174
"irreverent";172
"irritable";151
"jaunty";110
"jealous";79
"jocose";197
"jocular";156
"jolly";52
"jovial";31
"joyful";47
"just";182
"keen";160
"kind";239
"kindly";166
"knowing";20
"laborious";1
"lackadaisical";118
"laconic";27
"languid";195
"lazy";71
"lethargic";3
"licentious";86
"limp";201
"listless";201
"literal";168
"literary";210
"lively";153
"lofty";39
"logical";42
"lonely";227
"loquacious";222
"lordly";118
"loud";10
"lucid";205
"magnanimous";83
"majestic";174
"malevolent";212
"malicious";70
"masculine";206
"maternal";107
"mathematical";77
"matronly";181
"mechanical";91
"meek";188
"melancholy";207
"melodramatic";183
"mercenary";3
"merciful";143
"merry";12
"methodical";166
"mild";19
"military";196
"mincing";204
"ministerial";124
"moderate";122
"modest";163
"monosyllabic";129
"moody";129
"motherly";92
"mournful";176
"musical";74
"mute";198
"natural";89
"neat";58
"nervous";80
"nigh";106
"nimble";7
"noiseless";40
"noisy";227
"nonsensical";146
"obdurate";6
"obliging";228
"officious";91
"oily";42
"open";51
"original";63
"orthodox";118
"pacific";162
"partial";156
"particular";69
"passionate";85
"passive";171
"paternal";135
"patient";153
"patriotic";28
"peaceful";101
"peevish";4
"penitent";202
"pensive";60
"peremptory";132
"persevering";100
"persuasive";221
"pettish";72
"petulant";178
"philosophical";192
"pious";216
"placid";49
"plaintive";140
"playful";90
"pleasant";69
"poetic";146
"polite";61
"politic";125
"political";52
"pompous";124
"positive";122
"practical";190
"precise";39
"presumptuous";126
"prompt";113
"prophetic";56
"proud";239
"prudent";90
"pugilistic";162
"pugnacious";28
"punctilious";164
"punctual";8
"quarrelsome";117
"querulous";45
"quick";207
"quiet";89
"quizzical";161
"random";97
"rapid";116
"rapturous";90
"rash";58
"reasonable";152
"rebellious";220
"reckless";215
"refractory";236
"regretful";129
"relentless";124
"religious";233
"resigned";139
"resolute";154
"respectful";115
"responsible";142
"restless";138
"retributive";6
"retrospective";37
"revengeful";37
"rigid";24
"risible";190
"romantic";185
"rough";191
"rude";241
"rueful";216
"runaway";1
"rusty";12
"sad";234
"sagacious";99
"sanguinary";85
"sanguine";22
"sarcastic";120
"scholastic";218
"scientific";225
"scornful";137
"scrupulous";111
"second";10
"sedentary";109
"selfish";33
"sensible";105
"sensitive";46
"sentimental";55
"serious";213
"severe";167
"shrewd";157
"silent";10
"simple";158
"sincere";232
"skittish";212
"slaughterous";110
"slavish";73
"sleek";192
"slipshod";36
"sloppy";217
"slovenly";172
"slow";231
"sluggish";113
"sly";121
"smirk";81
"smooth";94
"sober";226
"social";223
"soft";167
"solemn";191
"solicitous";37
"sorrowful";71
"sour";68
"specific";129
"speculative";157
"speedy";45
"spendthrift";86
"spirited";115
"spiritless";132
"spiteful";157
"sprightly";23
"stable";226
"staid";5
"stately";104
"steadfast";229
"steady";65
"stealthy";182
"steep";97
"stern";41
"stiff";176
"straight";216
"straightforward";26
"strict";227
"strong";203
"studious";209
"stylish";189
"subservient";110
"subtle";199
"sudden";34
"sufficient";79
"sullen";56
"sunny";223
"superstitious";237
"sure";141
"susceptible";66
"suspicious";32
"sweet";179
"sympathetic";108
"tacit";119
"talkative";143
"tart";103
"tasteful";103
"tender";21
"thankful";211
"thorough";184
"thoughtful";169
"thoughtless";66
"tidy";49
"tight";82
"timid";198
"timorous";236
"tough";124
"tractable";4
"tranquil";103
"treacherous";219
"tremulous";73
"true";54
"trusty";212
"tyrannical";56
"ugly";138
"unassuming";108
"uncertain";88
"undecided";186
"undignified";186
"unfeeling";230
"unfriendly";117
"ungallant";200
"ungrateful";101
"unhappy";34
"unkind";131
"unremitting";154
"unsteady";28
"unsuspicious";83
"unvarying";215
"upstart";16
"urgent";180
"vague";66
"vain";167
"veracious";194
"verbal";219
"vicious";238
"vindictive";27
"violent";10
"virtuous";136
"visionary";194
"vivacious";67
"vocal";144
"weak";231
"willing";44
"wily";204
"worldly";101
"witty";49
"unthankful";30
"systematic";193
"tardy";94
"wise";130
"wiser";76
"wrathful";62
"splenetic";64
"regal";105
"volatile";7
"whimsical";162
"unsuspecting";214
"zealous";38
"stormy";100
"unobservant";108
"serene";17
"watchful";125
"unwary";189
"vixenish";105
"underhand";93
"thankless";121
"wistful";38
"windy";126
"vociferous";68
"ticklish";241
"swift";103
"womanly";206
"judicious";64
"supple";156
"wry";3
"untoward";16
"tearful";67
"unerring";64
