"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-free";6;6;0;0;1;"#-free";5,36541207683817;"#-free";0,906901424268372;"#-free";371;"#-free";0,0331942680935969;"#-free";0,341949939727783
"#-lonely";9;9;0;0;1;"#-lonely";5,37362376488598;"#-lonely";0,909956731382386;"#-lonely";367;"#-lonely";0,035385591875595;"#-lonely";0,331431925296783
"#-open";10;10;0;0;1;"#-open";5,29832414844606;"#-open";0,923086290657555;"#-open";311;"#-open";0,0459621993127148;"#-open";0,290361046791077
"#-strong";11;11;1;149;1;"#-strong";3,72256090262434;"#-strong";0,953473377581363;"#-strong";189,5;"#-strong";0,0164876957494407;"#-strong";0,174505531787873
"#-tight";20;20;0;0;1;"#-tight";5,38285788552451;"#-tight";0,901460701263336;"#-tight";392;"#-tight";0,0306681270536692;"#-tight";0,361802041530609
"#-wishful";7;7;0;0;1;"#-wishful";5,41798640628263;"#-wishful";0,894186540097638;"#-wishful";428;"#-wishful";0,0259837718681113;"#-wishful";0,417778789997101
"abject";13;13;1;36;1;"abject";5,05624320504961;"abject";0,934266698034748;"abject";229;"abject";0,0633697513849118;"abject";0,256693378090859
"abrupt";12;12;0;0;1;"abrupt";5,38612471602147;"abrupt";0,899719017419159;"abrupt";398;"abrupt";0,0299621603027176;"abrupt";0,375099658966064
"acceptable";34;32;2;65,5;0,941176470588235;"acceptable";4,98202130162904;"acceptable";0,932375681054932;"acceptable";233;"acceptable";0,0695846091500034;"acceptable";0,287631655732791
"accurate";18;18;1;178;1;"accurate";4,92275147038691;"accurate";0,929775451543305;"accurate";259,5;"accurate";0,0632396649104027;"accurate";0,326625525951385
"active";4;4;0;0;1;"active";5,38589225012965;"active";0,900437933222495;"active";396;"active";0,030439121756487;"active";0,365097552537918
"acute";13;13;0;0;1;"acute";4,21130663111888;"acute";0,981551437295879;"acute";73;"acute";0,133333333333333;"acute";0,246527791023254
"affable";12;12;0;0;1;"affable";5,14337187930809;"affable";0,931523731820502;"affable";250;"affable";0,0590230664857531;"affable";0,248051270842552
"affectionate";40;37;3;31,3333333333333;0,925;"affectionate";5,13092791540947;"affectionate";0,928253839320017;"affectionate";264;"affectionate";0,0584451448596494;"affectionate";0,279286410659552
"affluent";11;11;0;0;1;"affluent";5,32765264338397;"affluent";0,916799755817821;"affluent";334;"affluent";0,0422852376980817;"affluent";0,320790976285934
"arbitrary";10;10;0;0;1;"arbitrary";5,37371410198195;"arbitrary";0,90384086437938;"arbitrary";382;"arbitrary";0,0309748427672956;"arbitrary";0,353227496147156
"argumentative";27;25;2;81,5;0,925925925925926;"argumentative";5,1946644581058;"argumentative";0,919288997883687;"argumentative";304,333333333333;"argumentative";0,0489962807516482;"argumentative";0,325577447811762
"avaricious";17;17;0;0;1;"avaricious";5,20864680212294;"avaricious";0,92976371417003;"avaricious";271;"avaricious";0,0539986329460014;"avaricious";0,248427733778954
"awkward";12;12;0;0;1;"awkward";5,25838213067602;"awkward";0,92686100950804;"awkward";291;"awkward";0,0491118077324974;"awkward";0,285730957984924
"bashful";8;8;0;0;1;"bashful";5,22629304415126;"bashful";0,928686018224816;"bashful";278;"bashful";0,0523938572719061;"bashful";0,293995261192322
"benevolent";18;18;1;164;1;"benevolent";5,16912786193362;"benevolent";0,916710092714382;"benevolent";308,5;"benevolent";0,0495555248844722;"benevolent";0,341228276491165
"bitter";50;45;4;40;0,9;"bitter";5,00175399218446;"bitter";0,930803753853022;"bitter";260,6;"bitter";0,0674902910205447;"bitter";0,312800291180611
"blithe";12;12;0;0;1;"blithe";4,03224321118232;"blithe";0,980872521125918;"blithe";61;"blithe";0,138888888888889;"blithe";0,144999995827675
"bloodthirsty";7;7;0;0;1;"bloodthirsty";4,81968085859945;"bloodthirsty";0,942819321590932;"bloodthirsty";166;"bloodthirsty";0,0832147937411095;"bloodthirsty";0,269486457109451
"blusterous";13;13;1;109;1;"blusterous";5,35291092848319;"blusterous";0,908860704351278;"blusterous";367;"blusterous";0,0360942258803393;"blusterous";0,357929959893227
"bold";35;32;3;44;0,914285714285714;"bold";4,8930027713475;"bold";0,937447734795551;"bold";237;"bold";0,0718289724860662;"bold";0,269187469035387
"bounceable";7;7;0;0;1;"bounceable";5,24862325580941;"bounceable";0,927975752328503;"bounceable";286;"bounceable";0,0504787961696306;"bounceable";0,271399259567261
"boyish";32;31;2;17,5;0,96875;"boyish";5,25492294267079;"boyish";0,924455056965946;"boyish";296,333333333333;"boyish";0,0492825123893718;"boyish";0,289896254738172
"brave";22;21;1;127;0,954545454545455;"brave";5,10822946884988;"brave";0,922396532478849;"brave";280;"brave";0,0551451296536902;"brave";0,315237402915954
"brisk";18;16;1;9;0,888888888888889;"brisk";5,25886327475876;"brisk";0,925694000020602;"brisk";293,5;"brisk";0,0490674306785171;"brisk";0,282255932688713
"brutal";23;20;2;11,5;0,869565217391304;"brutal";5,3779927042543;"brutal";0,900881198728374;"brutal";391,666666666667;"brutal";0,0301448380743756;"brutal";0,376025766134262
"busy";133;102;12;15;0,766917293233083;"busy";5,16924082694997;"busy";0,920185288422998;"busy";308,923076923077;"busy";0,0514596090650539;"busy";0,307205707981036
"callous";12;12;0;0;1;"callous";4,51663821975146;"callous";0,960888647173412;"callous";110;"callous";0,101731601731602;"callous";0,246265277266502
"calm";33;30;3;58,6666666666667;0,909090909090909;"calm";5,09765340476286;"calm";0,926235188386903;"calm";297,75;"calm";0,0564967988716343;"calm";0,320808455348015
"candid";6;6;0;0;1;"candid";4,50405102652165;"candid";0,95636949631761;"candid";111;"candid";0,102766798418972;"candid";0,232063591480255
"capricious";41;37;2;25;0,902439024390244;"capricious";4,95511115996906;"capricious";0,939135450670927;"capricious";205,333333333333;"capricious";0,0751691291164977;"capricious";0,235710278153419
"careful";56;50;7;22,8571428571429;0,892857142857143;"careful";5,2039502779141;"careful";0,918904027823351;"careful";312,875;"careful";0,0460519436587477;"careful";0,32853689044714
"careless";19;16;2;50,5;0,842105263157895;"careless";5,36767591769452;"careless";0,909332846224744;"careless";369;"careless";0,0355768727569203;"careless";0,352805982033412
"cautious";4;4;0;0;1;"cautious";5,38589225012965;"cautious";0,900437933222495;"cautious";396;"cautious";0,030439121756487;"cautious";0,365097552537918
