"terms";"clusters"
"#-easy";44
"#-handsome";110
"#-hopeless";16
"#-inconstant";108
"acceptable";13
"active";52
"acute";121
"affectionate";84
"affluent";43
"animated";43
"assiduous";121
"awkward";105
"benevolent";81
"bold";85
"brave";16
"busy";12
"calm";115
"candid";101
"careful";34
"careless";29
"cautious";62
"ceremonious";40
"certain";2
"charitable";62
"cheerful";46
"christian";92
"civil";73
"close";10
"clumsy";121
"cold";119
"compassionate";9
"confident";55
"confidential";26
"consistent";90
"constant";14
"contrary";24
"cool";56
"cordial";112
"courteous";35
"critical";86
"cruel";77
"curious";97
"decided";23
"decisive";33
"delicate";83
"dependent";55
"determined";18
"dignified";19
"direct";54
"disdainful";106
"disingenuous";95
"disrespectful";32
"domestic";119
"dutiful";41
"eager";4
"earnest";53
"easy";123
"eloquent";46
"exact";73
"explicit";25
"expressive";22
"faithful";108
"familiar";67
"fastidious";7
"fearful";69
"fearless";79
"fervent";102
"firm";68
"forgetful";42
"formal";120
"forward";40
"fraternal";86
"free";34
"fresh";35
"friendly";103
"gallant";71
"gay";8
"general";99
"generous";48
"genteel";106
"gentle";65
"gentlemanlike";69
"giddy";21
"gloomy";106
"graceful";71
"grateful";46
"grave";50
"guarded";82
"handsome";119
"hasty";22
"headstrong";55
"heartless";42
"hearty";111
"heavy";96
"heedless";13
"helpless";27
"honest";93
"hopeless";39
"hospitable";78
"humble";27
"hurried";59
"hysterical";89
"immethodical";75
"impatient";54
"inconstant";92
"incurious";106
"indecisive";68
"independent";73
"indifferent";6
"inexpensive";76
"intimate";100
"irrational";37
"irresolute";67
"irritable";113
"jealous";34
"joyous";31
"just";60
"keen";118
"kind";91
"lavish";55
"literary";61
"lively";78
"lofty";19
"melancholy";53
"merciful";27
"merry";106
"mild";66
"military";37
"mischievous";113
"moderate";101
"modest";19
"musical";43
"natural";47
"neat";60
"negative";55
"nervous";30
"noisy";27
"nonsensical";24
"obliging";74
"observant";15
"officious";48
"open";47
"original";68
"overbearing";20
"partial";76
"particular";72
"paternal";96
"patient";27
"pensive";71
"placid";82
"playful";68
"pleasant";91
"polite";6
"positive";120
"prompt";79
"proud";30
"prudent";38
"quick";62
"quiet";116
"rapid";70
"reasonable";52
"religious";112
"resentful";108
"reserved";9
"resolute";90
"responsible";109
"restless";20
"rigid";93
"romantic";94
"rough";49
"sad";45
"sanguine";98
"scientific";22
"scrupulous";117
"second";72
"sedentary";94
"selfish";98
"sensible";99
"sentimental";61
"serious";18
"severe";5
"shrewd";24
"shy";97
"silent";5
"simple";113
"sincere";80
"slow";64
"smooth";48
"social";36
"soft";92
"solicitous";93
"sorrowful";55
"speedy";8
"spendthrift";58
"spirited";61
"spontaneous";104
"stable";3
"steady";14
"steep";9
"stern";1
"straight";57
"strenuous";95
"strict";51
"strong";99
"submissive";27
"sudden";116
"sufficient";88
"sunny";36
"sure";114
"susceptible";63
"suspicious";88
"sweet";28
"sympathetic";121
"tempered";55
"thankful";101
"thorough";113
"thoughtful";48
"tight";16
"true";17
"ugly";37
"unbending";55
"uncertain";38
"undeviating";67
"unfeeling";107
"ungracious";57
"unkind";87
"unprejudiced";48
"urgent";1
"vain";39
"vehement";106
"violent";101
"wiser";44
"unhappy";23
"weak";105
"wise";111
"zealous";93
"unsolicitous";66
"vague";8
"worldly";14
"thoughtless";11
"willing";38
"steadfast";26
"ungrateful";67
"unsuspicious";104
"unvarying";86
"unobservant";106
"wary";48
"tenacious";122
"tremulous";112
"unforgiving";118
