"terms";"clusters"
"acceptable";39
"amorous";11
"bitter";20
"bold";7
"brute";31
"changeable";13
"close";9
"cold";8
"conceited";37
"constant";2
"cunning";26
"curious";23
"delicate";38
"determined";6
"diligent";24
"direct";41
"dishonest";26
"eager";21
"earnest";18
"eloquent";5
"facile";10
"familiar";24
"fantastical";8
"fast";11
"fiery";15
"forcible";38
"free";17
"fresh";40
"friendly";8
"gallant";25
"general";32
"gentle";19
"gracious";33
"headlong";14
"honest";23
"humane";24
"humble";4
"immaculate";26
"impatient";36
"impudent";10
"indefinite";5
"indifferent";8
"insolent";20
"irreligious";39
"lewd";7
"licentious";28
"malicious";38
"mechanical";29
"melancholic";2
"melancholy";2
"merciful";1
"mild";13
"moderate";4
"modest";24
"mountebank";7
"natural";20
"negligent";3
"nigh";28
"open";34
"particular";7
"passionate";2
"patient";5
"pleasant";21
"precise";36
"proud";37
"quick";6
"quiet";29
"reasonable";29
"rebellious";10
"resolute";36
"rigorous";39
"rough";25
"sad";39
"second";27
"serious";4
"shrewd";7
"simple";22
"sincere";8
"smooth";30
"sober";24
"soft";12
"spirited";4
"staid";38
"straight";25
"strong";35
"sufficient";27
"superingenious";6
"sure";16
"sweet";34
"thorough";1
"trim";3
"true";34
"tyrannous";25
"variable";25
"vehement";32
"willing";21
"wily";3
"wise";40
"zealous";3
"vain";36
"worldly";10
"womanly";13
"sprightly";41
"vicious";2
"violent";1
"tough";15
"superstitious";15
