"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-accessible";2;2;0;0;1;"#-accessible";4,88799548165687;"#-accessible";0,907019933435421;"#-accessible";219;"#-accessible";0,0587172538392051;"#-accessible";0,340680480003357
"#-handsome";11;11;0;0;1;"#-handsome";3,63345092422792;"#-handsome";0,978424777804973;"#-handsome";41;"#-handsome";0,266666666666667;"#-handsome";0
"#-heavy";8;8;0;0;1;"#-heavy";4,52504870435436;"#-heavy";0,93719028019969;"#-heavy";125;"#-heavy";0,0997536945812808;"#-heavy";0,248285323381424
"#-reasonable";11;11;0;0;1;"#-reasonable";3,63345092422792;"#-reasonable";0,978424777804973;"#-reasonable";41;"#-reasonable";0,266666666666667;"#-reasonable";0
"#-sure";11;11;0;0;1;"#-sure";4,20403633342624;"#-sure";0,956669695212257;"#-sure";81;"#-sure";0,141666666666667;"#-sure";0,221453279256821
"#-vain";11;11;0;0;1;"#-vain";4,74268808991128;"#-vain";0,909443243474541;"#-vain";184;"#-vain";0,068452380952381;"#-vain";0,26889705657959
"active";11;11;1;18;1;"active";4,61621564967241;"active";0,924147453152018;"active";148,5;"active";0,0858700123406006;"active";0,246030189096928
"acute";45;40;3;8,66666666666667;0,888888888888889;"acute";4,51265888293485;"acute";0,936825445396736;"acute";126,5;"acute";0,108357048788622;"acute";0,219959750771522
"affectionate";105;76;9;9,55555555555556;0,723809523809524;"affectionate";4,49552627774203;"affectionate";0,930681777687734;"affectionate";153,8;"affectionate";0,101226539490664;"affectionate";0,245512257516384
"assured";14;14;1;36;1;"assured";4,43918105909878;"assured";0,937164354403594;"assured";122;"assured";0,110803167420815;"assured";0,228634484112263
"awkward";9;9;0;0;1;"awkward";2,30258509299405;"awkward";1;"awkward";10;"awkward";0;"awkward";0
"bitter";14;14;1;14;1;"bitter";4,87074946382752;"bitter";0,906645829067082;"bitter";215,5;"bitter";0,0596400920809639;"bitter";0,310672104358673
