"Mystery_of_Edwin_Drood"
"5"
"0"
"12"
"3.34375"
"0.0707106330453183"
"0.360236406326294"
"Mystery_of_Edwin_Drood"
"5"
"0"
"12"
"4.56521739130435"
"0.0625457875457875"
"0.314927011728287"
"Mystery_of_Edwin_Drood"
"5"
"0"
"12"
"3.34375"
"0.0707106330453183"
"0.360236406326294"
