"Mansfield_Park"
"5"
"0"
"16"
"5.51515151515152"
"0.0430149960536701"
"0.485877454280853"
"Mansfield_Park"
"5"
"0"
"19"
"5.48484848484848"
"0.0444444444444444"
"0.498602330684662"
"Mansfield_Park"
"5"
"0"
"16"
"5.51515151515152"
"0.0430149960536701"
"0.485877454280853"
