"","x"
"1","abusive"
"2","accomplished"
"3","active"
"4","adorable"
"5","afraid"
"6","aggravating"
"7","aggressive"
"8","alcoholic"
"9","alert"
"10","alone"
"11","amazing"
"12","ambitious"
"13","amusing"
"14","annoyed"
"15","anxious"
"16","appealing"
"17","appreciated"
"18","appreciative"
"19","argumentative"
"20","arrogant"
"21","artificial"
"22","artistic"
"23","assertive"
"24","athletic"
"25","attentive"
"26","average"
"27","awake"
"28","awesome"
"29","awkward"
"30","bashful"
"31","believable"
"32","big"
"33","bored"
"34","boring"
"35","bossy"
"36","brave"
"37","businesslike"
"38","carefree"
"39","careful"
"40","caring"
"41","casual"
"42","cautious"
"43","cheap"
"44","chubby"
"45","clever"
"46","closed-minded"
"47","clumsy"
"48","cocky"
"49","colorful"
"50","comfortable"
"51","comical"
"52","compassionate"
"53","compatible"
"54","competitive"
"55","complaining"
"56","complicated"
"57","compulsive"
"58","concerned"
"59","confused"
"60","confusing"
"61","conscientious"
"62","conservative"
"63","considerate"
"64","constructive"
"65","controlling"
"66","controversial"
"67","cooperative"
"68","corrupt"
"69","courageous"
"70","courteous"
"71","crabby"
"72","cranky"
"73","crazy"
"74","creative"
"75","cute"
"76","daring"
"77","decent"
"78","dedicated"
"79","defensive"
"80","delightful"
"81","demanding"
"82","democratic"
"83","dependable"
"84","desirable"
"85","determined"
"86","direct"
"87","disabled"
"88","disappointed"
"89","dishonest"
"90","disobedient"
"91","disorganized"
"92","disrespectful"
"93","dominant"
"94","down-to-earth"
"95","dumb"
"96","easygoing"
"97","educated"
"98","effective"
"99","efficient"
"100","elderly"
"101","embarrassed"
"102","embarrassing"
"103","emotional"
"104","employed"
"105","encouraged"
"106","energetic"
"107","entertaining"
"108","ethical"
"109","exceptional"
"110","exhausted"
"111","extraordinary"
"112","famous"
"113","fascinating"
"114","fat"
"115","flexible"
"116","forgetful"
"117","forgiving"
"118","forward"
"119","friendly"
"120","frightening"
"121","frustrated"
"122","frustrating"
"123","funny"
"124","genuine"
"125","gifted"
"126","giving"
"127","glamorous"
"128","good-natured"
"129","good-humored"
"130","good-for-nothing"
"131","good-looking"
"132","gorgeous"
"133","graceful"
"134","gracious"
"135","greedy"
"136","grouchy"
"137","grumpy"
"138","handicapped"
"139","handsome"
"140","hard-working"
"141","healthy"
"142","heartbroken"
"143","helpful"
"144","helpless"
"145","hilarious"
"146","homeless"
"147","hopeful"
"148","hostile"
"149","hot-tempered"
"150","humiliated"
"151","humorous"
"152","idealistic"
"153","imaginative"
"154","immature"
"155","impolite"
"156","impressive"
"157","impulsive"
"158","incompetent"
"159","indecisive"
"160","independent"
"161","inexperienced"
"162","influential"
"163","informal"
"164","insane"
"165","insecure"
"166","insensitive"
"167","insulting"
"168","intelligent"
"169","interested"
"170","intimidating"
"171","involved"
"172","irrational"
"173","irresponsible"
"174","irritable"
"175","irritated"
"176","irritating"
"177","jealous"
"178","joyful"
"179","kind-hearted"
"180","knowledgeable"
