"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"194","good-for-nothing",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"195","good-looking",9,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0
"196","good",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"197","gorgeous",10,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1
"198","graceful",10,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
"199","gracious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"200","grateful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201","great",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"202","greedy",13,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"203","grouchy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","grumpy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"205","handicapped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","handsome",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"207","happy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"208","hard-working",4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"209","hard",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"210","harmless",11,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"211","healthy",7,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
"212","heartbroken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","helpful",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"214","helpless",12,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"215","hilarious",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"216","homeless",4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"217","honest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"218","hopeful",12,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"219","hostile",4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"220","hot-tempered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","humiliated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","humorous",8,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
"223","idealistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","ignorant",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"225","imaginative",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"226","immature",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","impatient",14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"228","impolite",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"229","important",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"230","impressive",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"231","impulsive",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"232","incompetent",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"233","inconsiderate",4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"234","indecisive",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"235","independent",14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"236","inexperienced",9,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1
"237","influential",5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
"238","informal",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"239","innocent",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"240","insane",7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
"241","insecure",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","insensitive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","insulting",8,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
"244","intellectual",11,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"245","intelligent",8,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0
"246","interested",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"247","interesting",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"248","intimidating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","involved",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"250","irrational",3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"251","irresponsible",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"252","irritable",6,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
"253","irritated",5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
"254","irritating",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"255","jealous",9,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1
"256","joyful",8,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"257","kind",13,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"258","kind-hearted",6,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
"259","knowledgeable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","laid-back",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","laughing",4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"262","lazy",9,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
"263","level-headed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","liberal",12,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
"265","likeable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","little",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"267","lively",10,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
"268","logical",6,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
"269","lonely",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"270","lonesome",5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
"271","loud",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"272","lovable",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"273","lovely",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"274","loving",14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"275","loyal",6,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"276","lucky",13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"277","masculine",4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"278","materialistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","mature",5,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
"280","mean",9,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
"281","messy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","middle-class",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","middle-aged",7,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
"284","modest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"285","moody",4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"286","motherly",8,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0
"287","muscular",7,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
"288","naive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","narrow-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","natural",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"291","neat",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"292","needy",7,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
"293","negative",12,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
"294","neglected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","neighborly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","nervous",13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"297","nice",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"298","noisy",9,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
"299","normal",3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"300","nosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","obnoxious",10,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
"302","observant",13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"303","obsessive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","offensive",13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"305","old-fashioned",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"306","old",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307","open",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"308","open-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","opinionated",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"310","optimistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","ordinary",13,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"312","organized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","original",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"314","outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","outspoken",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"316","outstanding",3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"317","overrated",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"318","overworked",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"319","passionate",12,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
"320","pathetic",12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"321","patient",9,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
"322","peaceful",12,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"323","perceptive",2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"324","persistent",5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"325","persuasive",10,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1
"326","phony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","plain",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"328","playful",8,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"329","pleasant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330","pleased",13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"331","pleasing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","polite",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"333","poor",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"334","popular",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"335","positive",10,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
"336","possessive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","powerful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"338","practical",13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"339","predictable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","prejudiced",3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"341","preoccupied",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","presentable",5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"343","pretty",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"344","private",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"345","procrastinating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","productive",5,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
"347","professional",14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"348","prominent",9,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"349","prompt",6,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
"350","proper",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
