"","x"
"1","abusive"
"2","accomplished"
"3","active"
"4","admirable"
"5","adorable"
"6","adventurous"
"7","aggravating"
"8","aggressive"
"9","alcoholic"
"10","alert"
"11","alone"
"12","ambitious"
"13","annoyed"
"14","annoying"
"15","appealing"
"16","appreciated"
"17","appreciative"
"18","argumentative"
"19","arrogant"
"20","artificial"
"21","artistic"
"22","assertive"
"23","athletic"
"24","attentive"
"25","attractive"
"26","average"
"27","awake"
"28","awesome"
"29","awkward"
"30","bashful"
"31","believable"
"32","big"
"33","blind"
"34","bored"
"35","boring"
"36","bossy"
"37","brave"
"38","brilliant"
"39","businesslike"
"40","capable"
"41","carefree"
"42","careful"
"43","careless"
"44","caring"
"45","casual"
"46","cautious"
"47","childish"
"48","chubby"
"49","closed-minded"
"50","clumsy"
"51","cocky"
"52","colorful"
"53","comical"
"54","compassionate"
"55","compatible"
"56","competent"
"57","competitive"
"58","complaining"
"59","complicated"
"60","compulsive"
"61","confused"
"62","confusing"
"63","conservative"
"64","considerate"
"65","consistent"
"66","constructive"
"67","controlling"
"68","controversial"
"69","cooperative"
"70","corrupt"
"71","courageous"
"72","courteous"
"73","crabby"
"74","cranky"
"75","crazy"
"76","creative"
"77","critical"
"78","curious"
"79","cute"
"80","daring"
"81","dedicated"
"82","defensive"
"83","demanding"
"84","democratic"
"85","dependable"
"86","dependent"
"87","depressed"
"88","determined"
"89","devoted"
"90","direct"
"91","disabled"
"92","dishonest"
"93","disobedient"
"94","disorganized"
"95","dominant"
"96","down-to-earth"
"97","dumb"
"98","easygoing"
"99","educated"
"100","effective"
"101","efficient"
"102","elderly"
"103","embarrassed"
"104","embarrassing"
"105","emotional"
"106","employed"
"107","encouraged"
"108","encouraging"
"109","energetic"
"110","enthusiastic"
"111","ethical"
"112","exceptional"
"113","excited"
"114","exciting"
"115","exhausted"
"116","experienced"
"117","expressive"
"118","fascinating"
"119","fat"
"120","feminine"
"121","flexible"
"122","forgetful"
"123","forgiving"
"124","forward"
"125","frightening"
"126","frustrated"
"127","frustrating"
"128","funny"
"129","furious"
"130","gifted"
"131","giving"
"132","glamorous"
"133","good-humored"
"134","good-for-nothing"
"135","gorgeous"
"136","grateful"
"137","grouchy"
"138","grumpy"
"139","handicapped"
"140","hard-working"
"141","healthy"
"142","heartbroken"
"143","helpful"
"144","helpless"
"145","hilarious"
"146","homeless"
"147","hopeful"
"148","hostile"
"149","hot-tempered"
"150","humiliated"
"151","humorous"
"152","idealistic"
"153","imaginative"
"154","immature"
"155","impolite"
"156","impressive"
"157","impulsive"
"158","incompetent"
"159","inconsiderate"
"160","indecisive"
"161","inexperienced"
"162","influential"
"163","informal"
"164","insane"
"165","insecure"
"166","insensitive"
"167","insulting"
"168","intelligent"
"169","intimidating"
"170","involved"
"171","irrational"
"172","irresponsible"
"173","irritable"
"174","irritating"
"175","kind-hearted"
"176","knowledgeable"
"177","laid-back"
"178","laughing"
"179","lazy"
"180","level-headed"
