"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"31","extraordinary",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32","fair",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33","familiar",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34","fine",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"35","fortunate",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36","friendly",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37","gentle",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38","genuine",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39","glad",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40","good",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41","gracious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42","grateful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43","great",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44","handsome",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45","happy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46","hard",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47","honest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48","important",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49","innocent",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50","interesting",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51","little",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52","lonely",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53","modest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54","natural",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55","old",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56","open",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57","original",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58","plain",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59","pleasant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60","poor",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61","powerful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62","pretty",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63","private",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64","proud",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65","quiet",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66","reasonable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67","remarkable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68","respectable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69","rich",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70","rough",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"71","sad",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72","serious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73","short",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74","strange",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75","strict",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76","strong",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77","tall",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78","terrible",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79","tired",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80","unhappy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81","unusual",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82","violent",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83","warm",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84","weak",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"85","wise",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86","wonderful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87","worthy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"88","young",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89","youthful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"90","admirable",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"91","ashamed",14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"92","awkward",14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"93","big",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"94","bold",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"95","capable",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"96","confident",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"97","crazy",14,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"98","delighted",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"99","delightful",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"100","devoted",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"101","direct",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"102","faithful",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"103","foolish",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"104","generous",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"105","ignorant",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"106","impatient",14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"107","impressive",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"108","independent",14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109","interested",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"110","loud",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"111","lovely",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"112","loving",14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"113","neat",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"114","nice",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"115","old-fashioned",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"116","polite",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"117","popular",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"118","professional",14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119","proper",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"120","responsible",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"121","sensible",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"122","sensitive",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"123","social",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"124","suspicious",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"125","sweet",14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"126","terrific",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"127","thin",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"128","thoughtful",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"129","troubled",14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"130","useful",14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"131","active",13,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"132","attentive",13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"133","brilliant",13,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"134","calm",13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"135","careful",13,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"136","childish",13,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"137","clever",13,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"138","comfortable",13,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"139","decent",13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"140","disappointed",13,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"141","eager",13,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"142","excited",13,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"143","famous",13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"144","fat",13,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"145","greedy",13,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"146","kind",13,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"147","lucky",13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"148","nervous",13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"149","observant",13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"150","offensive",13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"151","ordinary",13,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"152","pleased",13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"153","practical",13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"154","respectful",13,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"155","ridiculous",13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"156","satisfied",13,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"157","smart",13,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"158","stupid",13,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"159","surprised",13,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"160","uncomfortable",13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"161","unreasonable",13,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"162","valuable",13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"163","careless",12,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"164","cheap",12,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"165","complicated",12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
"166","consistent",12,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"167","daring",12,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
"168","distinguished",12,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"169","good-natured",12,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"170","helpless",12,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"171","hopeful",12,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"172","liberal",12,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
"173","negative",12,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
"174","passionate",12,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
"175","pathetic",12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"176","peaceful",12,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"177","punctual",12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"178","rude",12,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"179","successful",12,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"180","thankful",12,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"181","unlucky",12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"182","amazing",11,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"183","artificial",11,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"184","casual",11,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
"185","compassionate",11,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"186","feminine",11,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"187","firm",11,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"188","harmless",11,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"189","intellectual",11,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"190","religious",11,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
"191","stable",11,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
"192","thorough",11,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
"193","tiny",11,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
"194","well-known",11,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
"195","amusing",10,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"196","cautious",10,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
"197","dependent",10,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
"198","depressed",10,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
"199","disturbed",10,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
"200","embarrassed",10,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"201","entertaining",10,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1
"202","fascinating",10,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
"203","furious",10,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0
"204","gifted",10,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
"205","gorgeous",10,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1
"206","graceful",10,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
"207","lively",10,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
"208","obnoxious",10,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
"209","persuasive",10,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1
"210","positive",10,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
"211","prosperous",10,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
"212","shy",10,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1
"213","accomplished",9,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0
"214","adventurous",9,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
"215","argumentative",9,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
"216","bashful",9,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1
"217","comical",9,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1
"218","encouraging",9,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
"219","frightening",9,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1
"220","good-looking",9,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0
"221","inexperienced",9,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1
"222","jealous",9,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1
"223","lazy",9,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
"224","mean",9,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
"225","noisy",9,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
"226","patient",9,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
"227","prominent",9,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"228","respected",9,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0
"229","romantic",9,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0
"230","selfish",9,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0
"231","sleepy",9,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1
"232","slender",9,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1
"233","tough",9,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1
"234","wealthy",9,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1
"235","aggravating",8,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1
"236","average",8,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1
"237","clumsy",8,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0
"238","competent",8,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
"239","conscientious",8,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
"240","courteous",8,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0
"241","disabled",8,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0
"242","enthusiastic",8,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
"243","humorous",8,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
"244","insulting",8,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
"245","intelligent",8,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0
"246","joyful",8,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"247","motherly",8,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0
"248","playful",8,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"249","rebellious",8,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1
"250","reckless",8,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1
"251","ambitious",7,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0
"252","appealing",7,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"253","chubby",7,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
"254","critical",7,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0
"255","embarrassing",7,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
"256","exciting",7,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
"257","experienced",7,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
"258","healthy",7,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
"259","insane",7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
"260","middle-aged",7,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
"261","muscular",7,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
"262","needy",7,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
"263","sarcastic",7,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
"264","scared",7,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"265","sentimental",7,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"266","shallow",7,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
"267","straightforward",7,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0
"268","athletic",6,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
"269","attractive",6,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
"270","concerned",6,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"271","corrupt",6,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"272","dishonest",6,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"273","energetic",6,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
"274","forgiving",6,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
"275","irritable",6,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
"276","kind-hearted",6,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
"277","logical",6,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
"278","loyal",6,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"279","prompt",6,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
"280","secure",6,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
"281","trustworthy",6,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
"282","weird",6,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
"283","exceptional",5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"284","influential",5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
"285","irritated",5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
"286","lonesome",5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
"287","mature",5,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
"288","persistent",5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"289","presentable",5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"290","productive",5,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
"291","slim",5,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
"292","sloppy",5,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"293","spontaneous",5,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"294","talented",5,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
"295","talkative",5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"296","unfair",5,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"297","unpopular",5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"298","alert",4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"299","artistic",4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"300","awake",4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"301","compatible",4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"302","courageous",4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"303","disgusting",4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"304","disrespectful",4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"305","funny",4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"306","hard-working",4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"307","homeless",4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"308","hostile",4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"309","imaginative",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"310","inconsiderate",4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"311","laughing",4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"312","masculine",4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"313","moody",4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"314","sincere",4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"315","skinny",4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"316","stubborn",4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"317","sympathetic",4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"318","tense",4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"319","unemployed",4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"320","warm-hearted",4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"321","arrogant",3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"322","businesslike",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"323","conceited",3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"324","confusing",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"325","dominant",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"326","forgetful",3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"327","irrational",3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"328","normal",3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"329","outstanding",3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"330","prejudiced",3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"331","reliable",3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"332","sociable",3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"333","superstitious",3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"334","thoughtless",3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"335","tolerant",3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"336","abusive",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"337","adorable",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"338","aggressive",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"339","alone",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"340","annoying",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"341","cute",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"342","defensive",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"343","determined",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"344","effective",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"345","efficient",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"346","encouraged",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"347","flexible",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"348","forward",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"349","good-for-nothing",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"350","helpful",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"351","hilarious",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
