"","x"
"1","abusive"
"2","accomplished"
"3","active"
"4","admirable"
"5","adorable"
"6","adventurous"
"7","affectionate"
"8","aggravating"
"9","aggressive"
"10","alcoholic"
"11","alert"
"12","alone"
"13","amazing"
"14","ambitious"
"15","amusing"
"16","annoyed"
"17","annoying"
"18","appealing"
"19","appreciated"
"20","appreciative"
"21","argumentative"
"22","arrogant"
"23","artificial"
"24","artistic"
"25","assertive"
"26","athletic"
"27","attentive"
"28","attractive"
"29","average"
"30","awake"
"31","awesome"
"32","awful"
"33","bashful"
"34","beautiful"
"35","believable"
"36","blind"
"37","bold"
"38","bored"
"39","boring"
"40","bossy"
"41","brave"
"42","brilliant"
"43","businesslike"
"44","capable"
"45","carefree"
"46","careless"
"47","caring"
"48","cheap"
"49","childish"
"50","chubby"
"51","clever"
"52","closed-minded"
"53","clumsy"
"54","cocky"
"55","colorful"
"56","comical"
"57","compassionate"
"58","compatible"
"59","competitive"
"60","complaining"
"61","complicated"
"62","compulsive"
"63","conceited"
"64","concerned"
"65","confident"
"66","confusing"
"67","conscientious"
"68","conservative"
"69","considerate"
"70","consistent"
"71","constructive"
"72","controlling"
"73","controversial"
"74","cooperative"
"75","corrupt"
"76","courageous"
"77","courteous"
"78","crabby"
"79","cranky"
"80","crazy"
"81","creative"
"82","critical"
"83","cute"
"84","decent"
"85","dedicated"
"86","defensive"
"87","demanding"
"88","democratic"
"89","dependable"
"90","dependent"
"91","depressed"
"92","determined"
"93","devoted"
"94","direct"
"95","disabled"
"96","disappointed"
"97","disgusting"
"98","dishonest"
"99","disobedient"
"100","disorganized"
"101","disrespectful"
"102","distinguished"
"103","disturbed"
"104","dominant"
"105","down-to-earth"
"106","dumb"
"107","easygoing"
"108","educated"
"109","effective"
"110","efficient"
"111","elderly"
"112","embarrassed"
"113","embarrassing"
"114","emotional"
"115","employed"
"116","encouraged"
"117","energetic"
"118","entertaining"
"119","enthusiastic"
"120","ethical"
"121","exceptional"
"122","excited"
"123","exciting"
"124","exhausted"
"125","expressive"
"126","fascinating"
"127","fat"
"128","feminine"
"129","flexible"
"130","forgetful"
"131","forgiving"
"132","fortunate"
"133","forward"
"134","frustrated"
"135","frustrating"
"136","funny"
"137","gentle"
"138","genuine"
"139","gifted"
"140","giving"
"141","glamorous"
"142","good-natured"
"143","good-humored"
"144","good-for-nothing"
"145","good-looking"
"146","gorgeous"
"147","graceful"
"148","gracious"
"149","grateful"
"150","greedy"
"151","grouchy"
"152","grumpy"
"153","handicapped"
"154","hard-working"
"155","harmless"
"156","healthy"
"157","heartbroken"
"158","helpful"
"159","hilarious"
"160","homeless"
"161","hopeful"
"162","hostile"
"163","hot-tempered"
"164","humiliated"
"165","humorous"
"166","idealistic"
"167","imaginative"
"168","immature"
"169","impolite"
"170","important"
"171","impressive"
"172","impulsive"
"173","incompetent"
"174","inconsiderate"
"175","indecisive"
"176","independent"
"177","inexperienced"
"178","influential"
"179","informal"
"180","insane"
