"","x"
"1","abusive"
"2","accomplished"
"3","active"
"4","adorable"
"5","adventurous"
"6","affectionate"
"7","afraid"
"8","aggravating"
"9","aggressive"
"10","agreeable"
"11","alcoholic"
"12","alert"
"13","amazing"
"14","ambitious"
"15","amusing"
"16","angry"
"17","annoyed"
"18","annoying"
"19","anxious"
"20","appealing"
"21","appreciated"
"22","appreciative"
"23","argumentative"
"24","arrogant"
"25","artificial"
"26","artistic"
"27","ashamed"
"28","assertive"
"29","athletic"
"30","attentive"
"31","attractive"
"32","average"
"33","awake"
"34","awesome"
"35","awful"
"36","awkward"
"37","bashful"
"38","beautiful"
"39","believable"
"40","bitter"
"41","bold"
"42","bored"
"43","boring"
"44","bossy"
"45","brave"
"46","brilliant"
"47","businesslike"
"48","busy"
"49","calm"
"50","carefree"
"51","careful"
"52","careless"
"53","caring"
"54","casual"
"55","cautious"
"56","certain"
"57","charming"
"58","cheap"
"59","cheerful"
"60","childish"
"61","chubby"
"62","clean"
"63","clever"
"64","closed-minded"
"65","clumsy"
"66","cocky"
"67","colorful"
"68","comfortable"
"69","comical"
"70","compassionate"
"71","compatible"
"72","competent"
"73","competitive"
"74","complaining"
"75","complicated"
"76","compulsive"
"77","conceited"
"78","confident"
"79","confused"
"80","confusing"
"81","conscientious"
"82","conservative"
"83","considerate"
"84","consistent"
"85","constructive"
"86","controlling"
"87","controversial"
"88","cool"
"89","cooperative"
"90","corrupt"
"91","courageous"
"92","courteous"
"93","crabby"
"94","cranky"
"95","crazy"
"96","creative"
"97","critical"
"98","cruel"
"99","cute"
"100","dangerous"
"101","decent"
"102","dedicated"
"103","defensive"
"104","delightful"
"105","demanding"
"106","democratic"
"107","dependable"
"108","dependent"
"109","depressed"
"110","desirable"
"111","devoted"
"112","difficult"
"113","disabled"
"114","disappointed"
"115","disgusting"
"116","dishonest"
"117","disobedient"
"118","disorganized"
"119","disrespectful"
"120","dominant"
"121","down-to-earth"
"122","dumb"
"123","easygoing"
"124","educated"
"125","effective"
"126","efficient"
"127","elderly"
"128","embarrassed"
"129","embarrassing"
"130","emotional"
"131","employed"
"132","encouraged"
"133","encouraging"
"134","energetic"
"135","entertaining"
"136","enthusiastic"
"137","ethical"
"138","evil"
"139","exceptional"
"140","excited"
"141","exciting"
"142","exhausted"
"143","experienced"
"144","expressive"
"145","extraordinary"
"146","fair"
"147","faithful"
"148","familiar"
"149","fascinating"
"150","feminine"
"151","firm"
"152","flexible"
"153","foolish"
"154","forgetful"
"155","forgiving"
"156","fortunate"
"157","frightening"
"158","frustrated"
"159","frustrating"
"160","funny"
"161","furious"
"162","generous"
"163","genuine"
"164","gifted"
"165","giving"
"166","glamorous"
"167","good-natured"
"168","good-humored"
"169","good-for-nothing"
"170","good-looking"
"171","graceful"
"172","grateful"
"173","greedy"
"174","grouchy"
"175","grumpy"
"176","handicapped"
"177","handsome"
"178","happy"
"179","hard-working"
"180","harmless"
"181","healthy"
"182","heartbroken"
