"Northanger_Abbey"
"54"
"0"
"558"
"95.8"
"0.00127507891527761"
"0.68405145406723"
"Northanger_Abbey"
"31"
"0"
"936"
"126.9375"
"0.00083993664699619"
"0.682073652744293"
"Northanger_Abbey"
"54"
"0"
"558"
"95.8"
"0.00127507891527761"
"0.68405145406723"
