"Crusoe"
"27"
"0"
"589"
"71.8"
"0.00131250582472999"
"0.623480141162872"
"Crusoe"
"16"
"0"
"524"
"93.5263157894737"
"0.00126586209169214"
"0.653029263019562"
"Crusoe"
"27"
"0"
"589"
"71.8"
"0.00131250582472999"
"0.623480141162872"
