"terms";"clusters"
"accessible";17
"affectionate";39
"agreeable";28
"anxious";11
"beneficent";21
"bold";2
"brave";8
"bright";39
"capable";1
"careful";23
"careless";3
"certain";36
"chaste";21
"cheerful";13
"childish";23
"coarse";33
"cold";35
"compassionate";20
"complimentary";3
"contented";22
"cool";2
"cruel";19
"curious";24
"deep";11
"defiant";1
"determined";38
"devilish";37
"distant";20
"dull";29
"earnest";32
"exact";25
"excessive";33
"explosive";22
"expressive";40
"faithful";9
"fanciful";25
"friendly";22
"genteel";17
"gentle";26
"graceful";35
"gracious";4
"greedy";4
"hasty";21
"honest";31
"humble";12
"ignorant";2
"imaginative";23
"impatient";11
"impulsive";34
"independent";29
"indifferent";14
"industrious";5
"inflexible";23
"intellectual";29
"jocular";17
"kind";31
"loud";4
"loving";1
"mild";2
"modest";29
"moral";36
"narrow";9
"natural";24
"noisy";1
"particular";27
"patient";9
"pleasant";26
"polite";17
"political";15
"practical";27
"profound";17
"proper";28
"proud";14
"prudent";2
"punctual";5
"quick";36
"quiet";6
"reasonable";34
"reliant";3
"reserved";25
"respectful";33
"restless";5
"rigid";2
"rough";16
"sentimental";18
"serene";7
"serious";34
"shrewd";33
"silent";10
"simple";35
"slow";6
"social";34
"sprightly";22
"steady";30
"stern";18
"submissive";17
"sunny";38
"suspicious";33
"tender";21
"thoughtful";30
"tight";40
"uncompromising";33
"unkind";19
"vague";5
"violent";16
"wild";19
"timid";8
"vain";23
"warm";22
"womanly";3
"unreasonable";8
