"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-agreeable";0;0;0;0;0;"#-agreeable";4,64249868012854;"#-agreeable";0,949318455268788;"#-agreeable";133;"#-agreeable";8,51029745992651e-05;"#-agreeable";0,9471435546875
"#-ambitious";0;0;0;0;0;"#-ambitious";4,51067700029696;"#-ambitious";0,955955934998223;"#-ambitious";112;"#-ambitious";9,20063966351946e-05;"#-ambitious";0,948696255683899
"#-civil";0;0;0;0;0;"#-civil";5,04033433424779;"#-civil";0,90960018291346;"#-civil";255;"#-civil";3,31783815723139e-05;"#-civil";0,943968236446381
"#-concise";0;0;0;0;0;"#-concise";4,98016762197479;"#-concise";0,91951168777222;"#-concise";225;"#-concise";3,85533954381188e-05;"#-concise";0,955048441886902
"#-contented";0;0;1;762;0;"#-contented";4,93977013601607;"#-contented";0,925037781548038;"#-contented";209;"#-contented";4,36848498147849e-05;"#-contented";0,95930877327919
"#-cruel";0;0;2;2033;0;"#-cruel";4,77020495336398;"#-cruel";0,933578642894503;"#-cruel";183;"#-cruel";6,28161553544492e-05;"#-cruel";0,9519335826238
"#-daring";0;0;2;2202,5;0;"#-daring";4,65271470758046;"#-daring";0,929151819096395;"#-daring";185,666666666667;"#-daring";0,000100183156854194;"#-daring";0,922698537508647
"#-distant";0;0;1;2879;0;"#-distant";4,99193901488196;"#-distant";0,91636573111928;"#-distant";239;"#-distant";3,84334404736054e-05;"#-distant";0,949049979448318
"#-eager";2;2;1;2738;1;"#-eager";4,20755709410103;"#-eager";0,93830286973192;"#-eager";125,5;"#-eager";0,000299599640685084;"#-eager";0,861979275941849
"#-explicit";0;0;0;0;0;"#-explicit";4,98416685919577;"#-explicit";0,919497219345489;"#-explicit";226;"#-explicit";3,85043219074798e-05;"#-explicit";0,955048441886902
