"terms";"clusters"
"#-brutal";2
"#-cold";36
"#-cordial";66
"#-hearty";75
"#-pleasant";56
"#-unreasonable";8
"#-wise";37
"abrupt";59
"abstract";32
"active";124
"adventurous";134
"affable";79
"affected";23
"affectionate";137
"agreeable";117
"amiable";15
"anxious";132
"bitter";59
"bland";114
"blunt";8
"boisterous";32
"bold";22
"boyish";52
"breezy";110
"bright";62
"brisk";30
"brutal";123
"buoyant";52
"businesslike";59
"calm";65
"candid";82
"capable";2
"capricious";88
"careful";24
"careless";25
"casual";21
"cautious";76
"certain";26
"cheerful";11
"childish";12
"childlike";20
"civil";123
"clever";78
"coarse";55
"cold";113
"communicative";27
"companionable";27
"compassionate";7
"complacent";59
"compliant";61
"complimentary";111
"confident";122
"confused";32
"congenial";119
"considerate";58
"consistent";6
"constant";41
"contemplative";8
"cool";87
"cordial";134
"crafty";128
"critical";134
"cruel";58
"cunning";54
"curious";96
"dainty";8
"decisive";40
"deep";28
"deliberate";109
"dependent";134
"despondent";52
"devilish";18
"dignified";134
"direct";16
"disrespectful";19
"distant";110
"distrustful";77
"dreamy";110
"dull";132
"eager";98
"earnest";24
"earthy";59
"egotistical";1
"elegant";30
"eloquent";88
"energetic";74
"exact";49
"excessive";40
"exclusive";59
"expansive";59
"expressive";134
"faithful";46
"fearful";41
"feminine";86
"fervent";95
"fierce";69
"fiery";125
"foolish";42
"forcible";114
"forgetful";39
"formal";80
"frank";83
"friendly";13
"frolicsome";59
"generous";112
"genteel";128
"gentle";97
"gloomy";55
"graceful";121
"gracious";2
"harsh";3
"hasty";94
"heartless";74
"hearty";53
"honest";51
"hospitable";103
"humane";135
"humble";65
"humorous";109
"impatient";45
"incautious";48
"inconsiderate";63
"indefatigable";3
"independent";5
"industrious";59
"inquisitive";90
"intelligent";116
"intimate";35
"inward";65
"irresponsible";126
"jealous";64
"jovial";15
"just";63
"kind";73
"lazy";106
"lively";23
"loud";81
"loving";86
"manly";40
"mercenary";71
"merciful";136
"merry";78
"mild";24
"miserly";90
"modest";13
"moral";11
"musical";61
"narrow";113
"natural";99
"negative";68
"nervous";59
"noisy";89
"obliging";9
"original";33
"particular";129
"patient";24
"peaceful";108
"pert";96
"playful";83
"pleasant";92
"presumptuous";128
"profound";26
"proper";131
"prudent";111
"quick";101
"quiet";70
"rebellious";95
"restless";72
"retiring";36
"rough";47
"rude";115
"selfish";75
"sensitive";16
"shy";17
"silent";67
"simple";70
"sincere";102
"slow";72
"sluggish";76
"solemn";33
"sour";135
"spiritual";100
"spiteful";118
"steady";86
"stern";84
"submissive";65
"sunny";121
"talkative";107
"tender";14
"warm";93
"timid";133
"indifferent";61
"serious";34
"thoughtless";83
"responsible";85
"dutiful";127
"uncouth";112
"fastidious";107
"venturous";27
"firm";6
"practical";120
"unmindful";15
"showy";96
"wild";29
"ironical";59
"placid";30
"sentimental";114
"reckless";91
"daring";128
"shrewd";60
"incorruptible";30
"pensive";30
"rugged";123
"serene";44
"thoughtful";100
"wise";43
"worldly";65
"pompous";35
"smart";10
"imperturbable";59
"rigid";75
"unyielding";2
"trustworthy";37
"passionate";21
"methodical";56
"inexhaustible";61
"opinionated";61
"philosophical";61
"vocal";61
"contented";119
"facetious";119
"relaxed";119
"social";119
"tight";34
"moderate";57
"sullen";105
"suspicious";5
"irritable";31
"reproachful";31
"mirthful";59
"gruff";56
"emphatic";116
"proud";109
"strict";5
"unchanging";5
"reflective";2
"gallant";25
"vague";76
"wary";134
"treacherous";58
"sly";56
"disdainful";79
"glib";79
"violent";79
"sarcastic";38
"jolly";18
"snobbish";19
"live";8
"surly";21
"vigorous";4
"literal";59
"ungovernable";82
"precise";59
"unfeminine";59
"fraternal";118
"intense";118
"ingenious";59
"polite";56
"unguarded";75
"hardened";127
"religious";127
"stable";2
"rash";68
"speedy";20
"shrewish";1
"studious";35
"moody";130
"punctual";59
"poetic";12
"tidy";48
"unsuspicious";103
"untaught";1
"transparent";59
"whimsical";23
"wasteful";50
"unobtrusive";78
"sprightly";104
"verbal";104
"uncomplaining";58
"truthful";82
"unreasonable";95
"unprincipled";134
