"terms";"clusters"
"#-bright";138
"#-certain";149
"#-inconsistent";95
"#-unobservant";56
"accessible";123
"accomplished";26
"active";112
"adventurous";150
"affable";61
"affected";86
"affectionate";125
"aggressive";137
"agreeable";132
"ambitious";155
"amiable";37
"angelic";93
"anxious";152
"argumentative";157
"austere";92
"awkward";35
"bashful";89
"benevolent";21
"bitter";118
"bland";71
"blunt";10
"boisterous";99
"bold";33
"brave";33
"bright";60
"brisk";129
"bristly";2
"businesslike";157
"calm";39
"candid";125
"capable";9
"capricious";119
"careful";157
"careless";73
"cautious";63
"ceremonious";48
"certain";45
"chaste";62
"cheerful";75
"childish";27
"chivalrous";92
"clever";19
"clumsy";19
"coarse";107
"cold";44
"communicative";64
"compassionate";116
"complacent";131
"complimentary";52
"condescending";17
"confident";81
"confused";7
"congenial";109
"conscientious";134
"considerate";93
"consistent";55
"constant";14
"constrained";2
"contemplative";32
"contented";63
"contradictory";156
"conversational";97
"cool";123
"cordial";80
"courageous";21
"covetous";157
"cranky";24
"cruel";77
"cunning";23
"curious";83
"dainty";108
"dauntless";34
"deceitful";2
"deep";142
"defiant";159
"demonstrative";137
"dependent";147
"derogatory";122
"determined";13
"devilish";37
"dignified";2
"diligent";124
"direct";83
"disdainful";90
"disorderly";61
"distant";120
"dreamy";56
"dull";104
"dutiful";131
"earnest";76
"elegant";109
"emphatic";128
"energetic";92
"exact";36
"excessive";49
"excitable";157
"explicit";25
"expressive";84
"faithful";5
"fearful";153
"fierce";69
"fiery";139
"flexible";123
"foolish";101
"forbearing";17
"forcible";105
"forgetful";113
"formal";148
"frank";4
"friendly";40
"frolicsome";16
"gallant";140
"generous";144
"genteel";47
"gentle";111
"girlish";156
"gloomy";94
"graceful";132
"gracious";132
"gruff";136
"harsh";78
"hasty";87
"haughty";102
"headlong";124
"hearty";2
"heedless";2
"heroic";34
"honest";8
"hospitable";28
"hostile";126
"humble";142
"humorous";121
"icy";157
"immovable";12
"impartial";116
"impatient";52
"impertinent";11
"impulsive";65
"inconsistent";19
"inconstant";135
"indecisive";124
"indefinite";140
"independent";19
"indifferent";96
"indiscreet";147
"indomitable";98
"inexperienced";40
"inflexible";120
"informed";11
"ingenious";154
"ingenuous";85
"intellectual";106
"intense";120
"intimate";133
"jealous";153
"jovial";154
"judicious";34
"just";27
"juvenile";129
"kind";115
"lavish";128
"lively";26
"logical";70
"loud";79
"loving";75
"lukewarm";6
"magnetic";149
"malicious";53
"manly";73
"meek";138
"merciful";133
"merry";60
"mild";5
"modest";18
"moody";134
"moral";47
"narrow";10
"natural";110
"nervous";99
"obliging";131
"observant";31
"original";97
"particular";82
"passionate";1
"patient";115
"peaceful";63
"peevish";131
"pensive";82
"placid";38
"pleasant";160
"polished";83
"polite";53
"pompous";6
"practical";63
"presumptuous";135
"profound";33
"prompt";100
"proper";110
"protective";75
"proud";66
"prudent";125
"quick";104
"quiet";141
"rash";51
"reasonable";27
"rebellious";54
"reckless";76
"religious";130
"reproachful";22
"reserved";146
"responsible";134
"responsive";112
"rough";55
"rugged";67
"selfish";122
"serious";107
"servile";53
"severe";72
"shrewd";46
"silent";141
"simple";15
"sincere";23
"slow";41
"social";97
"solemn";75
"spontaneous";113
"stable";10
"steadfast";91
"stern";65
"stormy";28
"strict";99
"stubborn";56
"sullen";127
"sunny";148
"suspicious";24
"sympathetic";85
"taciturn";50
"tender";72
"thoughtful";142
"tight";158
"unaffected";71
"unapproachable";51
"unchangeable";95
"ungovernable";51
"unimaginative";137
"unreasonable";51
"unreserved";146
"untiring";43
"wild";104
"sensitive";158
"ignorant";86
"sarcastic";133
"inward";139
"steady";152
"doleful";64
"orderly";116
"zealous";7
"discreet";157
"unbending";107
"serene";42
"vain";23
"irresolute";67
"tough";145
"treacherous";114
"warm";30
"violent";68
"impudent";81
"timid";143
"unaccommodating";133
"greedy";2
"irrepressible";2
"smart";58
"whimsical";157
"irritable";116
"vague";74
"womanly";7
"fickle";59
"thoughtless";157
"scornful";32
"dogged";89
"learned";89
"mature";89
"musical";89
"worldly";76
"vigorous";112
"visionary";112
"eloquent";103
"undutiful";147
"enthusiastic";107
"frugal";107
"overbearing";57
"restless";12
"rigid";88
"unforgiving";107
"distrustful";71
"derisive";147
"lenient";117
"undisguised";3
"eager";157
"relentless";156
"fervent";16
"murderous";78
"studious";20
"trustworthy";20
"vivacious";20
"submissive";32
"wise";19
"intelligent";73
"shy";86
"inarticulate";50
"tame";139
"languid";146
"mercenary";81
"respectful";21
"obtrusive";116
"punctual";116
"unwise";157
"impetuous";78
"vindictive";131
"tolerant";17
"spirited";23
"unsuspicious";3
"voluptuous";4
"verbal";154
"lifeless";25
"uncomplaining";9
"uncouth";124
"sprightly";29
"unyielding";157
"philosophical";87
"solicitous";23
"methodical";151
"talkative";149
"pious";61
"rude";138
"valiant";95
"prophetic";105
"sociable";58
"unrelenting";43
"unsympathetic";149
"unconstrained";157
