"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-agreeable";1;1;1;2364;1;"#-agreeable";4,97229690394217;"#-agreeable";0,923945701164506;"#-agreeable";227;"#-agreeable";6,47276207313487e-05;"#-agreeable";0,90325728058815
"#-careful";0;0;0;0;0;"#-careful";4,22141024718712;"#-careful";0,957948535025876;"#-careful";82;"#-careful";0,000149632154287377;"#-careful";0,899691343307495
"#-cautious";0;0;0;0;0;"#-cautious";5,08195300962068;"#-cautious";0,904197606369885;"#-cautious";276;"#-cautious";4,62176952255368e-05;"#-cautious";0,898764908313751
"#-certain";0;0;1;842;0;"#-certain";4,9727518238438;"#-certain";0,922554446341086;"#-certain";220,5;"#-certain";6,53806742687859e-05;"#-certain";0,918218791484833
"#-consistent";0;0;0;0;0;"#-consistent";4,52240910398824;"#-consistent";0,954860560270922;"#-consistent";114;"#-consistent";0,000120759760862589;"#-consistent";0,880746841430664
"#-contented";0;0;0;0;0;"#-contented";5,16781751129454;"#-contented";0,883925704198197;"#-contented";346;"#-contented";3,01834689171174e-05;"#-contented";0,881730258464813
"#-cruel";0;0;0;0;0;"#-cruel";5,20274433024511;"#-cruel";0,881020412315474;"#-cruel";367;"#-cruel";2,68063276336379e-05;"#-cruel";0,879302859306335
"#-fearful";0;0;0;0;0;"#-fearful";2,9470047701613;"#-fearful";0,983734359768109;"#-fearful";20;"#-fearful";0,000270965993767782;"#-fearful";0,75
"#-hearty";0;0;1;5738;0;"#-hearty";5,05923135264552;"#-hearty";0,908945364220093;"#-hearty";283,5;"#-hearty";5,16897787177665e-05;"#-hearty";0,899186939001084
"#-inconsistent";0;0;0;0;0;"#-inconsistent";3,26313924230073;"#-inconsistent";0,979273400638054;"#-inconsistent";28;"#-inconsistent";0,000243647754959972;"#-inconsistent";0,816326558589935
"#-jealous";0;0;0;0;0;"#-jealous";4,6514248970852;"#-jealous";0,957120256928139;"#-jealous";129;"#-jealous";0,000111380900403199;"#-jealous";0,885390639305115
"#-meek";0;0;0;0;0;"#-meek";5,16557316161296;"#-meek";0,883979446884598;"#-meek";345;"#-meek";3,02461498087312e-05;"#-meek";0,881730258464813
"#-merry";0;0;0;0;0;"#-merry";4,46282765017628;"#-merry";0,955059089103183;"#-merry";107;"#-merry";0,000122473490415462;"#-merry";0,903746068477631
"#-noisy";0;0;0;0;0;"#-noisy";4,99113974127434;"#-noisy";0,917081342658613;"#-noisy";231;"#-noisy";5,99204929958561e-05;"#-noisy";0,914282917976379
"#-particular";0;0;0;0;0;"#-particular";4,50506590638991;"#-particular";0,954766765717885;"#-particular";112;"#-particular";0,000121279498711405;"#-particular";0,878568649291992
"#-pleasant";1;1;1;3660;1;"#-pleasant";4,54081345756506;"#-pleasant";0,933631959840832;"#-pleasant";177,5;"#-pleasant";0,000126403558071324;"#-pleasant";0,893277943134308
"#-quiet";0;0;0;0;0;"#-quiet";5,21683214390375;"#-quiet";0,875159783741017;"#-quiet";388;"#-quiet";2,25912814034168e-05;"#-quiet";0,872386336326599
"#-rash";0;0;0;0;0;"#-rash";5,13249838578569;"#-rash";0,901963826184221;"#-rash";296;"#-rash";4,07898244962179e-05;"#-rash";0,903552532196045
"#-sensitive";1;1;0;0;1;"#-sensitive";5,18306731098211;"#-sensitive";0,883081464047919;"#-sensitive";354;"#-sensitive";2,94195347745684e-05;"#-sensitive";0,886484444141388
"#-serious";0;0;0;0;0;"#-serious";5,16128268461793;"#-serious";0,891419376347472;"#-serious";327;"#-serious";3,39540244410747e-05;"#-serious";0,865851104259491
"#-straight";0;0;0;0;0;"#-straight";5,22862436897801;"#-straight";0,877899117223181;"#-straight";386;"#-straight";2,30794231604933e-05;"#-straight";0,879643738269806
"#-unmindful";0;0;1;4320;0;"#-unmindful";5,10761510031944;"#-unmindful";0,898716813955096;"#-unmindful";304;"#-unmindful";4,22386891257069e-05;"#-unmindful";0,894325643777847
"#-violent";0;0;0;0;0;"#-violent";5,13112233024946;"#-violent";0,8995999326848;"#-violent";300;"#-violent";3,96163516491432e-05;"#-violent";0,887728631496429
"#-wise";0;0;1;2;0;"#-wise";4,46452843997505;"#-wise";0,955423063444856;"#-wise";107;"#-wise";0,000124094988084124;"#-wise";0,906218737363816
"abrupt";0;0;5;579,6;0;"abrupt";5,06806653931337;"abrupt";0,90573822746173;"abrupt";273,166666666667;"abrupt";4,84165276484916e-05;"abrupt";0,898256232341131
"abstract";4;4;3;1427,66666666667;1;"abstract";5,1044225584273;"abstract";0,899152204808196;"abstract";298,25;"abstract";4,27128369725638e-05;"abstract";0,888838261365891
"abstracted";0;0;0;0;0;"abstracted";5,18146501305422;"abstracted";0,891643313992295;"abstracted";334;"abstracted";3,306922744354e-05;"abstracted";0,86778199672699
"active";0;0;5;1019,2;0;"active";4,92508286376145;"active";0,911855955967688;"active";256,166666666667;"active";6,7650200461052e-05;"active";0,884602377812068
"adventurous";1;1;1;2463;1;"adventurous";5,19814238237703;"adventurous";0,88409671351954;"adventurous";359;"adventurous";2,81114294974791e-05;"adventurous";0,871347606182098
"affectionate";0;0;8;396,625;0;"affectionate";4,89971670886794;"affectionate";0,92500867128661;"affectionate";213,222222222222;"affectionate";7,17220406308527e-05;"affectionate";0,908689730697208
"affirmative";0;0;1;1797;0;"affirmative";5,0237464727391;"affirmative";0,916186193661908;"affirmative";245;"affirmative";5,67605085398752e-05;"affirmative";0,899579077959061
"agreeable";0;0;9;709;0;"agreeable";4,82830602399261;"agreeable";0,925563915436961;"agreeable";217,6;"agreeable";7,89636176294651e-05;"agreeable";0,890483993291855
"amiable";0;0;6;1091,66666666667;0;"amiable";5,0235343280636;"amiable";0,902004052119274;"amiable";288,285714285714;"amiable";5,07811635896331e-05;"amiable";0,883996554783413
"amorous";0;0;0;0;0;"amorous";5,05258009789926;"amorous";0,904913304939879;"amorous";266;"amorous";4,77101336499925e-05;"amorous";0,905112564563751
"animated";0;0;0;0;0;"animated";5,14019531645803;"animated";0,895036124543512;"animated";312;"animated";3,6712862739406e-05;"animated";0,865212202072144
"anxious";8;8;25;294,88;1;"anxious";4,84741015022042;"anxious";0,917629269338359;"anxious";239,807692307692;"anxious";7,67459131645026e-05;"anxious";0,88976974441455
"argumentative";0;0;0;0;0;"argumentative";4,92465563161237;"argumentative";0,929475395850228;"argumentative";200;"argumentative";7,21947194719472e-05;"argumentative";0,920211732387543
"audacious";0;0;0;0;0;"audacious";5,03461038460633;"audacious";0,906022343809304;"audacious";259;"audacious";4,87515455277199e-05;"audacious";0,903563141822815
"awkward";0;0;2;2068,5;0;"awkward";4,31556136295834;"awkward";0,933791805364546;"awkward";186,333333333333;"awkward";0,000134991688731624;"awkward";0,767575323581696
"bashful";0;0;1;7176;0;"bashful";4,91941133424607;"bashful";0,914574954145756;"bashful";259,5;"bashful";6,72781760384371e-05;"bashful";0,880120277404785
"benevolent";0;0;0;0;0;"benevolent";4,92356295858376;"benevolent";0,928395225984791;"benevolent";201;"benevolent";7,05795334979321e-05;"benevolent";0,920956969261169
"bitter";0;0;4;1930,5;0;"bitter";4,90102853962159;"bitter";0,904889730460079;"bitter";286;"bitter";7,00242555260791e-05;"bitter";0,880328333377838
"blunt";0;0;0;0;0;"blunt";5,08946308408945;"blunt";0,904372021724779;"blunt";278;"blunt";4,56031664085355e-05;"blunt";0,897092938423157
"blunt-nosed";0;0;0;0;0;"blunt-nosed";5,21322936526786;"blunt-nosed";0,881178382702204;"blunt-nosed";371;"blunt-nosed";2,65063765854334e-05;"blunt-nosed";0,879212260246277
"boastful";0;0;0;0;0;"boastful";5,11973516929676;"boastful";0,903520940284541;"boastful";289;"boastful";4,27955889269706e-05;"boastful";0,875431299209595
"boisterous";0;0;3;1088;0;"boisterous";5,11281845138097;"boisterous";0,901559824579022;"boisterous";297;"boisterous";4,358810221483e-05;"boisterous";0,884363606572151
"bold";4;4;5;1119;1;"bold";5,14252627849724;"bold";0,893055772272259;"bold";323,5;"bold";3,68543478755365e-05;"bold";0,889709750811259
"boyish";0;0;0;0;0;"boyish";4,99707961226764;"boyish";0,916001002800728;"boyish";234;"boyish";5,88940299091986e-05;"boyish";0,909792125225067
"breezy";5;5;0;0;1;"breezy";5,14997296571414;"breezy";0,893287468515393;"breezy";319;"breezy";3,65635219298966e-05;"breezy";0,87925511598587
"bright";14;12;34;231,941176470588;0,857142857142857;"bright";4,87829036271502;"bright";0,910982359070522;"bright";260,114285714286;"bright";8,16239289916518e-05;"bright";0,86040152992521
"bright-eyed";0;0;0;0;0;"bright-eyed";5,01972123360085;"bright-eyed";0,911121330879568;"bright-eyed";247;"bright-eyed";5,54347424385924e-05;"bright-eyed";0,911807358264923
"brisk";1;1;0;0;1;"brisk";5,21883396928281;"brisk";0,88092650752191;"brisk";374;"brisk";2,58935778051456e-05;"brisk";0,87069308757782
"business-like";0;0;0;0;0;"business-like";5,17923973762786;"business-like";0,884141146893055;"business-like";350;"business-like";2,98017088404417e-05;"business-like";0,882125973701477
"businesslike";0;0;0;0;0;"businesslike";4,59507340063245;"businesslike";0,954883076227622;"businesslike";123;"businesslike";0,000118121799537729;"businesslike";0,873813033103943
"calm";4;4;8;820,25;1;"calm";5,09830864494769;"calm";0,899196695328966;"calm";301,111111111111;"calm";4,29971850079057e-05;"calm";0,891053140163422
"candid";0;0;0;0;0;"candid";4,95255939288574;"candid";0,923762264732014;"candid";213;"candid";6,59491124086919e-05;"candid";0,913600444793701
"capable";0;0;3;2304,66666666667;0;"capable";4,47816609843195;"capable";0,920208657828866;"capable";231;"capable";0,000151763114542087;"capable";0,792857587337494
"careful";6;5;12;655,416666666667;0,833333333333333;"careful";4,75318726229674;"careful";0,923298723503901;"careful";223,538461538462;"careful";0,000101518614074974;"careful";0,864225460932805
"careless";0;0;4;1072;0;"careless";5,11638852319042;"careless";0,898057208582118;"careless";303,6;"careless";4,1116258207174e-05;"careless";0,889354729652405
"casual";0;0;0;0;0;"casual";4,92685531620312;"casual";0,9316578167491;"casual";198;"casual";7,37984828646265e-05;"casual";0,921112060546875
"cautious";3;3;4;1586;1;"cautious";5,14906055488451;"cautious";0,889630759795346;"cautious";341;"cautious";3,52585990332115e-05;"cautious";0,887215578556061
"certain";13;13;50;159,96;1;"certain";4,88185794287585;"certain";0,910057793384424;"certain";260,274509803922;"certain";6,16160347923865e-05;"certain";0,872534978623484
"changeless";0;0;0;0;0;"changeless";5,21209961581118;"changeless";0,873988474956501;"changeless";389;"changeless";2,21014223716733e-05;"changeless";0,873227834701538
"chaste";0;0;0;0;0;"chaste";5,07704962905645;"chaste";0,903908943550442;"chaste";275;"chaste";4,62060927208712e-05;"chaste";0,89816153049469
"cheerful";11;11;25;304,6;1;"cheerful";4,93409699793568;"cheerful";0,912325423052101;"cheerful";257,5;"cheerful";6,37238336377238e-05;"cheerful";0,890740080521657
"chickenest-hearted";0;0;0;0;0;"chickenest-hearted";5,21758991773693;"chickenest-hearted";0,879924357584424;"chickenest-hearted";376;"chickenest-hearted";2,48779445966671e-05;"chickenest-hearted";0,874355971813202
"childish";1;1;4;1878,25;1;"childish";4,8393920610425;"childish";0,91568375067716;"childish";242,8;"childish";7,91770120194223e-05;"childish";0,892584204673767
"civil";0;0;0;0;0;"civil";5,14269067402523;"civil";0,894475414470701;"civil";314;"civil";3,67501125559531e-05;"civil";0,866095006465912
"civilised";0;0;0;0;0;"civilised";5,21474267313051;"civilised";0,872193060409936;"civilised";395;"civilised";2,17362108971388e-05;"civilised";0,881658315658569
"clever";3;3;2;949,5;1;"clever";4,74837861256229;"clever";0,929061972853221;"clever";182,333333333333;"clever";8,94323129653183e-05;"clever";0,904463330904643
"coarse";0;0;3;1411;0;"coarse";4,79823516428657;"coarse";0,919795202145455;"coarse";230,25;"coarse";8,93390422171029e-05;"coarse";0,886533245444298
"cold";18;12;51;139,117647058824;0,666666666666667;"cold";5,12302698062545;"cold";0,896185957347224;"cold";314,519230769231;"cold";4,00225481521191e-05;"cold";0,888404323504521
"companionable";0;0;0;0;0;"companionable";4,95255939288574;"companionable";0,923762264732014;"companionable";213;"companionable";6,59491124086919e-05;"companionable";0,913600444793701
"complacent";0;0;1;682;0;"complacent";4,24950186062536;"complacent";0,964885206923268;"complacent";92,5;"complacent";0,000171472479597082;"complacent";0,884278833866119
"complimentary";1;1;1;1371;1;"complimentary";5,19913962943263;"complimentary";0,885832753732948;"complimentary";354,5;"complimentary";2,96397427071254e-05;"complimentary";0,871224194765091
"concise";0;0;0;0;0;"concise";5,14351173492711;"concise";0,899166327954525;"concise";305;"concise";3,92610563313677e-05;"concise";0,895762383937836
"confident";0;0;1;3495;0;"confident";5,15682945119828;"confident";0,892033153227844;"confident";328,5;"confident";3,48153060617434e-05;"confident";0,886509060859681
"confidential";2;2;4;1179,5;1;"confidential";5,11149453772256;"confidential";0,897256617729102;"confidential";304,4;"confidential";4,07982445186512e-05;"confidential";0,889126145839691
"confused";0;0;1;1125;0;"confused";5,08005599992851;"confused";0,902312795584959;"confused";280;"confused";4,40983054414875e-05;"confused";0,897144168615341
"congenial";2;2;1;2620;1;"congenial";5,18997700316051;"congenial";0,884329115315378;"congenial";355,5;"congenial";2,88387247637203e-05;"congenial";0,867900669574738
"considerable";2;2;7;1137,85714285714;1;"considerable";4,72597878974947;"considerable";0,904887858995444;"considerable";288,5;"considerable";3,15369953761475e-05;"considerable";0,772116430103779
"consistent";0;0;2;1675,5;0;"consistent";5,16301787738867;"consistent";0,889554254941084;"consistent";334,666666666667;"consistent";3,33206021405665e-05;"consistent";0,882630070050558
"consolatory";0;0;0;0;0;"consolatory";5,21706431875742;"consolatory";0,881025961161082;"consolatory";373;"consolatory";2,59575974983371e-05;"consolatory";0,876092672348022
"constant";4;4;11;640,636363636364;1;"constant";5,04244793783243;"constant";0,904227702743119;"constant";286,083333333333;"constant";5,09013674035377e-05;"constant";0,885005051891009
"contemplative";1;1;0;0;1;"contemplative";5,12905774678706;"contemplative";0,900825262191843;"contemplative";297;"contemplative";4,07198991151046e-05;"contemplative";0,896928668022156
"contented";1;1;4;1656,5;1;"contented";4,98833578844937;"contented";0,900663137927429;"contented";289;"contented";5,28784059466157e-05;"contented";0,888743710517883
"cool";2;2;7;948,285714285714;1;"cool";5,07172833518714;"cool";0,900864625499792;"cool";297,5;"cool";4,6684614763583e-05;"cool";0,88655911386013
"cordial";1;1;2;1168;1;"cordial";5,18950653690805;"cordial";0,885024858395643;"cordial";353,333333333333;"cordial";2,92002754084012e-05;"cordial";0,873585323492686
"crafty";2;2;1;7006;1;"crafty";4,96589568231354;"crafty";0,913329362704205;"crafty";267,5;"crafty";6,16784260628006e-05;"crafty";0,898500382900238
"cranky";0;0;1;3044;0;"cranky";4,80175247044916;"cranky";0,930225044503271;"cranky";198;"cranky";8,39009068444064e-05;"cranky";0,892569959163666
"critical";0;0;2;3399,5;0;"critical";4,63251935868114;"critical";0,913257926733413;"critical";258,666666666667;"critical";0,000107127172533495;"critical";0,847956975301107
