"terms";"clusters"
"#-proper";129
"abstract";33
"accomplished";27
"active";139
"adventurous";53
"affable";85
"affected";111
"affectionate";89
"affirmative";129
"agreeable";29
"aloof";11
"ambitious";95
"amiable";98
"amicable";73
"amorous";56
"anxious";10
"arbitrary";5
"aristocratic";82
"arrogant";129
"assured";67
"awkward";23
"bashful";37
"benevolent";57
"bitter";44
"boisterous";83
"bold";127
"boyish";69
"bright";15
"brisk";105
"brutal";53
"calculating";129
"calm";101
"candid";99
"capable";63
"careless";88
"casual";122
"cautious";13
"certain";132
"charitable";3
"chatty";106
"cheerful";117
"childish";100
"civil";121
"clever";97
"clumsy";142
"coarse";92
"cold";28
"communicative";114
"complacent";99
"complex";141
"complicated";70
"complimentary";142
"condescending";120
"confused";71
"considerate";41
"constant";58
"contented";116
"contradictory";113
"conventional";79
"conversational";82
"cool";85
"cordial";10
"cowardly";46
"crafty";22
"critical";116
"cruel";12
"cunning";81
"curious";61
"deep";60
"definite";104
"derisive";100
"despondent";102
"destructive";91
"detached";135
"determined";137
"dignified";143
"direct";129
"discreet";61
"disdainful";129
"dissatisfied";36
"distant";5
"docile";37
"dull";72
"eager";3
"earnest";44
"elegant";39
"eloquent";102
"emphatic";152
"energetic";106
"enlightened";77
"enthusiastic";82
"exact";30
"excessive";18
"excitable";92
"expressive";97
"extravagant";45
"facetious";129
"faithful";5
"fastidious";120
"fearful";63
"feminine";101
"fierce";107
"fiery";131
"firm";130
"flighty";128
"foolish";30
"friendly";8
"frivolous";5
"gallant";57
"generous";127
"genteel";84
"gentle";89
"girlish";48
"gloomy";9
"graceful";17
"gracious";56
"greedy";6
"gruff";119
"guileless";40
"harsh";14
"hasty";20
"haughty";1
"headlong";107
"hearty";149
"heroic";142
"honest";26
"humble";8
"humorous";19
"imitative";35
"immovable";146
"impartial";19
"impatient";107
"imprudent";18
"inconsiderate";108
"indifferent";51
"industrious";25
"inexperienced";66
"informed";118
"ingenious";130
"ingenuous";55
"injudicious";18
"intellectual";129
"intense";49
"intimate";56
"intricate";61
"intrusive";90
"inward";93
"jaunty";133
"jealous";148
"jovial";142
"juvenile";134
"kind";151
"kindly";129
"lackadaisical";112
"lazy";5
"lifeless";15
"literary";38
"live";121
"lively";147
"logical";106
"loud";124
"malicious";63
"manly";22
"maternal";96
"melodramatic";102
"merciful";61
"mild";60
"moderate";121
"modest";152
"moral";16
"musical";123
"narrow";65
"natural";7
"nervous";125
"noisy";50
"obliging";66
"original";109
"particular";78
"patient";60
"peaceful";103
"playful";67
"pleasant";75
"poetic";36
"pompous";142
"precise";32
"profound";68
"proper";144
"proud";52
"prudent";133
"quarrelsome";38
"quick";136
"quiet";87
"rash";38
"rational";129
"reckless";83
"religious";121
"restless";113
"rigid";131
"rough";103
"rugged";4
"scrupulous";15
"selfish";101
"serious";43
"severe";37
"simple";52
"sincere";86
"slow";14
"smart";21
"solemn";24
"speedy";59
"spirited";135
"sprightly";85
"steady";14
"stern";28
"straightforward";99
"strict";138
"talkative";114
"tender";7
"trustworthy";126
"unaffected";152
"vigorous";110
"violent";54
"warm";80
"unfriendly";129
"masculine";115
"punctual";148
"witty";150
"merry";2
"respectful";34
"sarcastic";80
"untiring";139
"fervent";118
"wily";40
"dogged";129
"dependent";73
"indirect";73
"intelligent";30
"silent";15
"careful";37
"invariable";90
"thoughtless";90
"timid";35
"unwary";119
"wild";31
"vain";138
"shallow";129
"uncouth";42
"passionate";94
"unkind";94
"mature";126
"vivid";103
"zealous";140
"serene";82
"sunny";85
"ignorant";18
"unmanly";82
"systematic";129
"coherent";47
"irrepressible";13
"unvarying";22
"worldly";145
"polite";59
"practical";77
"slovenly";31
"sluggish";62
"vague";64
"wise";76
"sympathetic";25
"courteous";18
"sensitive";110
"stable";57
"unfeeling";57
"unreasonable";1
"explicit";18
"independent";91
"provincial";36
"heartless";96
"treacherous";25
"progressive";141
"sullen";112
"spiteful";129
"insolent";129
"studious";115
"visionary";115
"languid";112
"sentimental";112
"passive";95
"prompt";95
"responsible";11
"tight";122
"heedless";86
"productive";74
"tasteful";60
"volatile";43
"vocal";130
"hospitable";83
"sour";83
"inflexible";100
"steadfast";6
"suspicious";129
"thoughtful";20
"revengeful";129
"tough";142
"tyrannical";56
"placid";120
"political";106
"scornful";106
"tidy";85
"reasonable";129
"uncultivated";143
"verbal";115
