"clusters"
11
7
9
104
39
98
10
30
112
30
26
63
67
1
72
4
31
69
126
111
96
85
108
80
36
109
55
75
94
9
3
63
40
14
119
123
105
35
92
95
36
86
120
108
128
51
95
5
114
53
47
81
120
63
20
2
35
58
59
47
87
79
116
79
87
14
88
126
84
69
57
124
73
89
27
36
5
112
107
65
52
11
118
60
113
86
102
46
99
125
21
21
52
95
98
56
5
36
90
16
42
117
33
103
17
38
29
93
98
129
54
20
7
82
116
21
119
24
100
40
49
74
122
27
123
8
72
41
106
68
70
100
121
76
34
126
89
49
76
58
51
85
121
97
44
72
30
114
15
37
80
127
125
67
71
54
38
89
81
12
126
121
43
47
5
25
78
122
32
15
26
57
83
125
110
18
54
88
48
101
101
20
18
76
109
52
6
101
103
30
115
13
55
23
13
55
7
83
62
77
20
112
112
86
28
103
61
7
7
49
49
97
109
55
75
34
3
97
105
19
90
6
87
64
78
99
45
1
5
104
58
50
116
107
107
4
60
84
69
57
97
27
84
104
104
62
62
22
93
61
117
93
32
4
8
23
79
68
68
121
2
118
91
66
66
66
66
15
