"terms";"clusters"
"#-harsh";106
"#-silent";127
"abrupt";45
"abstract";85
"accomplished";70
"acid";128
"active";2
"affable";76
"affected";123
"affectionate";92
"agreeable";8
"aloof";137
"amiable";78
"anxious";113
"approachable";85
"audacious";77
"awkward";120
"beneficent";36
"bitter";46
"boisterous";33
"bold";4
"bountiful";138
"boyish";140
"brave";113
"bright";33
"brutal";121
"buoyant";106
"calm";65
"candid";82
"capable";128
"capricious";69
"careful";84
"careless";122
"casual";24
"cautious";140
"certain";51
"changeable";96
"cheerful";132
"childish";18
"civil";91
"clumsy";34
"coarse";121
"coherent";140
"cold";57
"communicative";128
"complacent";54
"complimentary";145
"conciliatory";115
"condescending";59
"confident";14
"conscientious";131
"considerate";86
"consistent";110
"constant";73
"contented";74
"conventional";50
"cool";7
"courteous";128
"credulous";3
"critical";128
"cruel";134
"curious";99
"dainty";26
"daring";143
"deep";125
"definite";52
"despondent";67
"determined";101
"dignified";129
"direct";105
"disdainful";100
"disorderly";86
"disrespectful";126
"distant";33
"distrustful";98
"dogged";16
"dreamy";133
"dull";7
"eager";119
"earnest";64
"elegant";135
"enthusiastic";117
"envious";15
"exact";145
"excitable";5
"expressive";89
"extravagant";24
"fearful";110
"feminine";128
"fickle";7
"fierce";150
"fiery";121
"firm";17
"flighty";89
"flippant";77
"foolhardy";11
"foolish";24
"forgetful";84
"forgiving";30
"frank";44
"friendly";121
"frugal";123
"gallant";20
"generous";144
"genial";1
"gentle";132
"gloomy";62
"gracious";106
"gruff";123
"hardened";9
"harsh";10
"hasty";149
"haughty";10
"headlong";116
"hearty";114
"heedless";146
"honest";139
"hospitable";147
"humble";48
"ignorant";137
"impatient";136
"impertinent";107
"imperturbable";82
"imprudent";107
"incautious";14
"inconstant";151
"indifferent";60
"indomitable";102
"inflexible";12
"ingenious";85
"intense";58
"intimate";14
"inward";115
"irreligious";71
"irresolute";20
"jaunty";39
"jovial";83
"judicious";107
"just";61
"juvenile";130
"kind";28
"languid";1
"lazy";68
"lifeless";28
"lively";23
"loud";46
"loyal";17
"malicious";128
"manly";50
"merciful";28
"merciless";110
"merry";119
"mild";41
"moderate";142
"modest";81
"moral";111
"musical";40
"natural";94
"nervous";58
"noisy";43
"obliging";14
"original";53
"particular";19
"passive";52
"patient";24
"peaceful";143
"persuasive";45
"philosophical";55
"pious";105
"placid";130
"pleasant";33
"polished";45
"practical";27
"precise";45
"profound";119
"proper";40
"proud";44
"quick";89
"quiet";56
"reasonable";95
"reckless";35
"religious";6
"restless";73
"rigid";90
"rough";135
"rude";125
"selfish";93
"serious";87
"severe";27
"silent";56
"simple";118
"sincere";91
"slow";37
"social";151
"solemn";19
"stable";19
"stormy";133
"tame";110
"temperate";88
"thoughtful";75
"timorous";29
"uncouth";112
"ungovernable";110
"vague";35
"verbal";47
"bland";136
"stern";46
"amorous";93
"forcible";93
"lavish";70
"shrewish";128
"sour";128
"brisk";74
"wise";122
"jealous";97
"heroic";36
"blunt";102
"narrow";63
"unassuming";85
"rebellious";11
"icy";126
"unchanging";31
"courageous";59
"wild";51
"devilish";49
"devout";49
"political";48
"refined";49
"smart";49
"steady";103
"sentimental";81
"rational";38
"roguish";38
"sullen";96
"sunny";19
"transparent";42
"vivid";38
"warm";124
"humorous";15
"sparkling";142
"serene";130
"truthful";117
"immovable";128
"conversational";127
"straightforward";86
"spiritual";145
"tender";29
"compassionate";21
"sensitive";138
"stalwart";21
"talkative";40
"vigorous";104
"worldly";108
"tight";13
"dissatisfied";126
"jolly";80
"ungentlemanly";50
"companionable";128
"fervent";31
"uninformed";148
"negligent";54
"prudent";79
"vivacious";128
"reflective";128
"relentless";9
"slanderous";9
"unkind";66
"unreasonable";9
"unrelenting";66
"insecure";67
"sluggish";116
"sly";67
"spiteful";67
"unobservant";67
"undutiful";141
"unerring";32
"observant";120
"suspicious";80
"live";99
"orderly";117
"impetuous";117
"graceful";128
"unmindful";128
"ingenuous";26
"timid";22
"sarcastic";108
"unreserved";59
"polite";106
"prophetic";104
"unceremonious";23
"vain";72
"zealous";61
"speedy";109
"shy";86
"squeamish";108
"scrupulous";141
"violent";100
"unsociable";25
"sociable";76
"whimsical";76
"unmerciful";39
"scornful";10
"surly";36
