"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-agreeable";0;0;0;0;0;"#-agreeable";4,86279592579488;"#-agreeable";0,91354251539126;"#-agreeable";205;"#-agreeable";4,27911854588101e-05;"#-agreeable";0,903407692909241
"#-bright";0;0;0;0;0;"#-bright";4,90827080839103;"#-bright";0,90924840168508;"#-bright";221;"#-bright";3,78883762707712e-05;"#-bright";0,904661357402802
"#-cheerful";0;0;0;0;0;"#-cheerful";4,90592034599663;"#-cheerful";0,90070807737436;"#-cheerful";232;"#-cheerful";3,59250658395918e-05;"#-cheerful";0,895290732383728
"#-civil";0;0;0;0;0;"#-civil";3,59460766399829;"#-civil";0,967964967268941;"#-civil";41;"#-civil";0,000205254515599343;"#-civil";0,743801653385162
"#-contented";0;0;0;0;0;"#-contented";4,90307369473255;"#-contented";0,904536857596307;"#-contented";226;"#-contented";3,67050983454866e-05;"#-contented";0,894667625427246
"#-dull";0;0;0;0;0;"#-dull";4,77330264272577;"#-dull";0,920174982425879;"#-dull";179;"#-dull";5,18393633565754e-05;"#-dull";0,901563823223114
"#-elegant";2;2;0;0;1;"#-elegant";4,83945633742258;"#-elegant";0,916891096512881;"#-elegant";196;"#-elegant";4,31230532211105e-05;"#-elegant";0,910256147384644
"#-extravagant";0;0;0;0;0;"#-extravagant";4,44700381857108;"#-extravagant";0,937211259985937;"#-extravagant";115;"#-extravagant";9,55942150260252e-05;"#-extravagant";0,917427957057953
"#-frank";0;0;0;0;0;"#-frank";4,55291326878905;"#-frank";0,936849592116523;"#-frank";129;"#-frank";7,27609304261675e-05;"#-frank";0,915630102157593
"#-genteel";2;2;0;0;1;"#-genteel";4,83945633742258;"#-genteel";0,916891096512881;"#-genteel";196;"#-genteel";4,31230532211105e-05;"#-genteel";0,910256147384644
"#-ignorant";0;0;0;0;0;"#-ignorant";4,89451820172468;"#-ignorant";0,905190071371267;"#-ignorant";223;"#-ignorant";3,69459888770752e-05;"#-ignorant";0,89752209186554
"#-inconstant";0;0;0;0;0;"#-inconstant";4,93071548351283;"#-inconstant";0,898300496290251;"#-inconstant";242;"#-inconstant";3,44392376854204e-05;"#-inconstant";0,8990318775177
"#-inexperienced";0;0;0;0;0;"#-inexperienced";4,95420176959116;"#-inexperienced";0,894056333761602;"#-inexperienced";255;"#-inexperienced";3,2669111131664e-05;"#-inexperienced";0,879000067710876
"#-intelligible";0;0;0;0;0;"#-intelligible";4,91573787056748;"#-intelligible";0,90038664250835;"#-intelligible";235;"#-intelligible";3,56804662795208e-05;"#-intelligible";0,89324426651001
"#-kind";0;0;0;0;0;"#-kind";4,90486307076054;"#-kind";0,909381122186984;"#-kind";220;"#-kind";3,84078328651077e-05;"#-kind";0,904042422771454
"#-material";0;0;1;2015;0;"#-material";4,72400282203314;"#-material";0,919901403137265;"#-material";176,5;"#-material";5,44313130033833e-05;"#-material";0,904698640108109
"#-quiet";0;0;0;0;0;"#-quiet";4,70153571918382;"#-quiet";0,92300084099907;"#-quiet";163;"#-quiet";5,9508387675018e-05;"#-quiet";0,900611281394958
"#-silent";0;0;0;0;0;"#-silent";4,19751628616716;"#-silent";0,949913486076204;"#-silent";83;"#-silent";0,000141830851293436;"#-silent";0,906427145004272
"#-sly";0;0;0;0;0;"#-sly";4,53456107172755;"#-sly";0,937613058744518;"#-sly";126;"#-sly";7,68687190165119e-05;"#-sly";0,918744325637817
"#-smart";0;0;0;0;0;"#-smart";4,50049322431775;"#-smart";0,936817966118556;"#-smart";122;"#-smart";8,53218208654785e-05;"#-smart";0,914235889911652
"#-uncheerful";0;0;0;0;0;"#-uncheerful";4,3939449009877;"#-uncheerful";0,940317965122658;"#-uncheerful";107;"#-uncheerful";0,000109065892578486;"#-uncheerful";0,918407917022705
"#-unkind";0;0;0;0;0;"#-unkind";1,33217904021012;"#-unkind";0,960964047443681;"#-unkind";4;"#-unkind";0,00367647058823529;"#-unkind";0
"active";1;1;5;812,8;1;"active";4,62051636848269;"active";0,920562176276305;"active";171,333333333333;"active";8,54544494680175e-05;"active";0,89568488796552
"affable";1;1;1;1365;1;"affable";4,89651546943712;"affable";0,904561184121466;"affable";226;"affable";3,83140559613618e-05;"affable";0,892529755830765
"affectionate";8;7;17;263,411764705882;0,875;"affectionate";4,26262453113434;"affectionate";0,934139591195219;"affectionate";136,666666666667;"affectionate";0,000135996192743195;"affectionate";0,812675257523855
"affirmative";0;0;0;0;0;"affirmative";4,95233806212138;"affirmative";0,894354182592604;"affirmative";254;"affirmative";3,27679016457904e-05;"affirmative";0,877604484558105
"agreeable";12;11;19;183,315789473684;0,916666666666667;"agreeable";4,56766902378224;"agreeable";0,929286819374807;"agreeable";145,8;"agreeable";8,19592492161502e-05;"agreeable";0,896691554784775
"amiable";0;0;12;372,583333333333;0;"amiable";4,0032657064473;"amiable";0,940576135342907;"amiable";115,307692307692;"amiable";0,000247037956585759;"amiable";0,76268562903771
"animated";0;0;6;293,166666666667;0;"animated";4,29418180335728;"animated";0,942813894763091;"animated";103,714285714286;"animated";0,000127038235161375;"animated";0,885127314499446
"anxious";5;4;20;197,55;0,8;"anxious";4,73727969446755;"anxious";0,918485124155436;"anxious";184,904761904762;"anxious";6,02450190859739e-05;"anxious";0,901266989253816
