"henry_dashwood::cheerfulness";"henry_dashwood::constant"
"edward::just";"edward::steady"
"edward::just";"edward::violent"
"edward::just";"ferrars::amiable"
"edward::just";"ferrars::fearful"
"edward::just";"ferrars::just"
"edward::just";"ferrars::proper"
"edward::just";"ferrars::reproach"
"edward::just";"ferrars::steady"
"edward::just";"ferrars::violent"
"edward::proper";"edward::reproach"
"edward::proper";"edward::steady"
"edward::proper";"edward::violent"
"edward::proper";"ferrars::amiable"
"edward::proper";"ferrars::fearful"
"edward::proper";"ferrars::just"
"edward::proper";"ferrars::proper"
"edward::proper";"ferrars::reproach"
"edward::proper";"ferrars::steady"
"edward::proper";"ferrars::violent"
"edward::reproach";"edward::steady"
"edward::reproach";"edward::violent"
"edward::reproach";"ferrars::amiable"
"edward::reproach";"ferrars::fearful"
"edward::reproach";"ferrars::just"
"edward::reproach";"ferrars::proper"
"edward::reproach";"ferrars::reproach"
"edward::reproach";"ferrars::steady"
"edward::reproach";"ferrars::violent"
"edward::steady";"edward::violent"
"edward::steady";"ferrars::amiable"
"edward::steady";"ferrars::fearful"
"edward::steady";"ferrars::just"
"edward::steady";"ferrars::proper"
"edward::steady";"ferrars::reproach"
"edward::steady";"ferrars::steady"
"edward::steady";"ferrars::violent"
"edward::violent";"ferrars::amiable"
"edward::violent";"ferrars::fearful"
"edward::violent";"ferrars::just"
"edward::violent";"ferrars::proper"
"edward::violent";"ferrars::reproach"
"edward::violent";"ferrars::steady"
"edward::violent";"ferrars::violent"
"ferrars::amiable";"ferrars::fearful"
"ferrars::amiable";"ferrars::just"
"ferrars::amiable";"ferrars::proper"
"ferrars::amiable";"ferrars::reproach"
"ferrars::amiable";"ferrars::steady"
"ferrars::amiable";"ferrars::violent"
"ferrars::fearful";"ferrars::just"
"ferrars::fearful";"ferrars::proper"
"ferrars::fearful";"ferrars::reproach"
"ferrars::fearful";"ferrars::steady"
"ferrars::fearful";"ferrars::violent"
"ferrars::just";"ferrars::proper"
"ferrars::just";"ferrars::reproach"
"ferrars::just";"ferrars::steady"
"ferrars::just";"ferrars::violent"
"ferrars::proper";"ferrars::reproach"
"ferrars::proper";"ferrars::steady"
"ferrars::proper";"ferrars::violent"
"ferrars::reproach";"ferrars::steady"
"ferrars::reproach";"ferrars::violent"
"ferrars::steady";"ferrars::violent"
"edward::live";"robert::live"
"edward::calmness";"robert::calmness"
"dashwood::argument";"dashwood::gentleman"
"dashwood::argument";"dashwood::reasonably"
"dashwood::argument";"dashwood::suspicion"
"dashwood::argument";"dashwood::ungracious"
"dashwood::argument";"dashwood::wisest"
"dashwood::argument";"edward::argument"
"dashwood::argument";"edward::gentleman"
"dashwood::argument";"edward::reasonably"
"dashwood::argument";"edward::suspicion"
"dashwood::argument";"edward::ungracious"
"dashwood::argument";"edward::wisest"
"dashwood::argument";"elinor::argument"
"dashwood::argument";"elinor::gentleman"
"dashwood::argument";"elinor::reasonably"
"dashwood::argument";"elinor::suspicion"
"dashwood::argument";"elinor::ungracious"
"dashwood::argument";"elinor::wisest"
"dashwood::argument";"ferrars::argument"
"dashwood::argument";"ferrars::gentleman"
"dashwood::argument";"ferrars::reasonably"
"dashwood::argument";"ferrars::suspicion"
"dashwood::argument";"ferrars::ungracious"
"dashwood::argument";"ferrars::wisest"
"dashwood::argument";"morton::argument"
"dashwood::argument";"morton::gentleman"
"dashwood::argument";"morton::reasonably"
"dashwood::argument";"morton::suspicion"
"dashwood::argument";"morton::ungracious"
"dashwood::argument";"morton::wisest"
"dashwood::gentleman";"dashwood::reasonably"
"dashwood::gentleman";"dashwood::suspicion"
"dashwood::gentleman";"dashwood::ungracious"
"dashwood::gentleman";"dashwood::wisest"
"dashwood::gentleman";"edward::argument"
"dashwood::gentleman";"edward::gentleman"
"dashwood::gentleman";"edward::reasonably"
"dashwood::gentleman";"edward::suspicion"
"dashwood::gentleman";"edward::ungracious"
"dashwood::gentleman";"edward::wisest"
"dashwood::gentleman";"elinor::argument"
"dashwood::gentleman";"elinor::gentleman"
"dashwood::gentleman";"elinor::reasonably"
"dashwood::gentleman";"elinor::suspicion"
"dashwood::gentleman";"elinor::ungracious"
"dashwood::gentleman";"elinor::wisest"
"dashwood::gentleman";"ferrars::argument"
"dashwood::gentleman";"ferrars::gentleman"
"dashwood::gentleman";"ferrars::reasonably"
"dashwood::gentleman";"ferrars::suspicion"
"dashwood::gentleman";"ferrars::ungracious"
"dashwood::gentleman";"ferrars::wisest"
"dashwood::gentleman";"morton::argument"
"dashwood::gentleman";"morton::gentleman"
"dashwood::gentleman";"morton::reasonably"
"dashwood::gentleman";"morton::suspicion"
"dashwood::gentleman";"morton::ungracious"
"dashwood::gentleman";"morton::wisest"
"dashwood::reasonably";"dashwood::suspicion"
"dashwood::reasonably";"dashwood::ungracious"
"dashwood::reasonably";"dashwood::wisest"
"dashwood::reasonably";"edward::argument"
"dashwood::reasonably";"edward::gentleman"
"dashwood::reasonably";"edward::reasonably"
"dashwood::reasonably";"edward::suspicion"
"dashwood::reasonably";"edward::ungracious"
"dashwood::reasonably";"edward::wisest"
"dashwood::reasonably";"elinor::argument"
"dashwood::reasonably";"elinor::gentleman"
"dashwood::reasonably";"elinor::reasonably"
"dashwood::reasonably";"elinor::suspicion"
"dashwood::reasonably";"elinor::ungracious"
"dashwood::reasonably";"elinor::wisest"
"dashwood::reasonably";"ferrars::argument"
"dashwood::reasonably";"ferrars::gentleman"
"dashwood::reasonably";"ferrars::reasonably"
"dashwood::reasonably";"ferrars::suspicion"
"dashwood::reasonably";"ferrars::ungracious"
"dashwood::reasonably";"ferrars::wisest"
"dashwood::reasonably";"morton::argument"
"dashwood::reasonably";"morton::gentleman"
"dashwood::reasonably";"morton::reasonably"
"dashwood::reasonably";"morton::suspicion"
"dashwood::reasonably";"morton::ungracious"
"dashwood::reasonably";"morton::wisest"
"dashwood::suspicion";"dashwood::ungracious"
"dashwood::suspicion";"dashwood::wisest"
"dashwood::suspicion";"edward::argument"
"dashwood::suspicion";"edward::gentleman"
"dashwood::suspicion";"edward::reasonably"
"dashwood::suspicion";"edward::suspicion"
"dashwood::suspicion";"edward::ungracious"
"dashwood::suspicion";"edward::wisest"
"dashwood::suspicion";"elinor::argument"
"dashwood::suspicion";"elinor::gentleman"
"dashwood::suspicion";"elinor::reasonably"
"dashwood::suspicion";"elinor::suspicion"
"dashwood::suspicion";"elinor::ungracious"
"dashwood::suspicion";"elinor::wisest"
"dashwood::suspicion";"ferrars::argument"
"dashwood::suspicion";"ferrars::gentleman"
"dashwood::suspicion";"ferrars::reasonably"
"dashwood::suspicion";"ferrars::suspicion"
"dashwood::suspicion";"ferrars::ungracious"
"dashwood::suspicion";"ferrars::wisest"
"dashwood::suspicion";"morton::argument"
"dashwood::suspicion";"morton::gentleman"
"dashwood::suspicion";"morton::reasonably"
"dashwood::suspicion";"morton::suspicion"
"dashwood::suspicion";"morton::ungracious"
"dashwood::suspicion";"morton::wisest"
"dashwood::ungracious";"dashwood::wisest"
"dashwood::ungracious";"edward::argument"
"dashwood::ungracious";"edward::gentleman"
"dashwood::ungracious";"edward::reasonably"
"dashwood::ungracious";"edward::suspicion"
"dashwood::ungracious";"edward::ungracious"
"dashwood::ungracious";"edward::wisest"
"dashwood::ungracious";"elinor::argument"
"dashwood::ungracious";"elinor::gentleman"
"dashwood::ungracious";"elinor::reasonably"
"dashwood::ungracious";"elinor::suspicion"
"dashwood::ungracious";"elinor::ungracious"
"dashwood::ungracious";"elinor::wisest"
"dashwood::ungracious";"ferrars::argument"
"dashwood::ungracious";"ferrars::gentleman"
"dashwood::ungracious";"ferrars::reasonably"
"dashwood::ungracious";"ferrars::suspicion"
"dashwood::ungracious";"ferrars::ungracious"
"dashwood::ungracious";"ferrars::wisest"
"dashwood::ungracious";"morton::argument"
"dashwood::ungracious";"morton::gentleman"
"dashwood::ungracious";"morton::reasonably"
"dashwood::ungracious";"morton::suspicion"
"dashwood::ungracious";"morton::ungracious"
"dashwood::ungracious";"morton::wisest"
"dashwood::wisest";"edward::argument"
"dashwood::wisest";"edward::gentleman"
"dashwood::wisest";"edward::reasonably"
"dashwood::wisest";"edward::suspicion"
"dashwood::wisest";"edward::ungracious"
"dashwood::wisest";"edward::wisest"
"dashwood::wisest";"elinor::argument"
"dashwood::wisest";"elinor::gentleman"
"dashwood::wisest";"elinor::reasonably"
"dashwood::wisest";"elinor::suspicion"
"dashwood::wisest";"elinor::ungracious"
"dashwood::wisest";"elinor::wisest"
"dashwood::wisest";"ferrars::argument"
"dashwood::wisest";"ferrars::gentleman"
"dashwood::wisest";"ferrars::reasonably"
"dashwood::wisest";"ferrars::suspicion"
"dashwood::wisest";"ferrars::ungracious"
"dashwood::wisest";"ferrars::wisest"
"dashwood::wisest";"morton::argument"
"dashwood::wisest";"morton::gentleman"
"dashwood::wisest";"morton::reasonably"
"dashwood::wisest";"morton::suspicion"
"dashwood::wisest";"morton::ungracious"
"dashwood::wisest";"morton::wisest"
"edward::argument";"edward::gentleman"
"edward::argument";"edward::reasonably"
"edward::argument";"edward::suspicion"
"edward::argument";"edward::ungracious"
"edward::argument";"edward::wisest"
"edward::argument";"elinor::argument"
"edward::argument";"elinor::gentleman"
"edward::argument";"elinor::reasonably"
"edward::argument";"elinor::suspicion"
"edward::argument";"elinor::ungracious"
"edward::argument";"elinor::wisest"
"edward::argument";"ferrars::argument"
"edward::argument";"ferrars::gentleman"
"edward::argument";"ferrars::reasonably"
"edward::argument";"ferrars::suspicion"
"edward::argument";"ferrars::ungracious"
"edward::argument";"ferrars::wisest"
"edward::argument";"morton::argument"
"edward::argument";"morton::gentleman"
"edward::argument";"morton::reasonably"
"edward::argument";"morton::suspicion"
"edward::argument";"morton::ungracious"
"edward::argument";"morton::wisest"
"edward::gentleman";"edward::reasonably"
"edward::gentleman";"edward::suspicion"
"edward::gentleman";"edward::ungracious"
"edward::gentleman";"edward::wisest"
"edward::gentleman";"elinor::argument"
"edward::gentleman";"elinor::gentleman"
"edward::gentleman";"elinor::reasonably"
"edward::gentleman";"elinor::suspicion"
"edward::gentleman";"elinor::ungracious"
"edward::gentleman";"elinor::wisest"
"edward::gentleman";"ferrars::argument"
"edward::gentleman";"ferrars::gentleman"
"edward::gentleman";"ferrars::reasonably"
"edward::gentleman";"ferrars::suspicion"
"edward::gentleman";"ferrars::ungracious"
"edward::gentleman";"ferrars::wisest"
"edward::gentleman";"morton::argument"
"edward::gentleman";"morton::gentleman"
"edward::gentleman";"morton::reasonably"
"edward::gentleman";"morton::suspicion"
"edward::gentleman";"morton::ungracious"
"edward::gentleman";"morton::wisest"
"edward::reasonably";"edward::suspicion"
"edward::reasonably";"edward::ungracious"
"edward::reasonably";"edward::wisest"
"edward::reasonably";"elinor::argument"
"edward::reasonably";"elinor::gentleman"
"edward::reasonably";"elinor::reasonably"
"edward::reasonably";"elinor::suspicion"
"edward::reasonably";"elinor::ungracious"
"edward::reasonably";"elinor::wisest"
"edward::reasonably";"ferrars::argument"
"edward::reasonably";"ferrars::gentleman"
"edward::reasonably";"ferrars::reasonably"
"edward::reasonably";"ferrars::suspicion"
"edward::reasonably";"ferrars::ungracious"
"edward::reasonably";"ferrars::wisest"
"edward::reasonably";"morton::argument"
"edward::reasonably";"morton::gentleman"
"edward::reasonably";"morton::reasonably"
"edward::reasonably";"morton::suspicion"
"edward::reasonably";"morton::ungracious"
"edward::reasonably";"morton::wisest"
"edward::suspicion";"edward::ungracious"
"edward::suspicion";"edward::wisest"
"edward::suspicion";"elinor::argument"
"edward::suspicion";"elinor::gentleman"
"edward::suspicion";"elinor::reasonably"
"edward::suspicion";"elinor::suspicion"
"edward::suspicion";"elinor::ungracious"
"edward::suspicion";"elinor::wisest"
"edward::suspicion";"ferrars::argument"
"edward::suspicion";"ferrars::gentleman"
"edward::suspicion";"ferrars::reasonably"
"edward::suspicion";"ferrars::suspicion"
"edward::suspicion";"ferrars::ungracious"
"edward::suspicion";"ferrars::wisest"
"edward::suspicion";"morton::argument"
"edward::suspicion";"morton::gentleman"
"edward::suspicion";"morton::reasonably"
"edward::suspicion";"morton::suspicion"
"edward::suspicion";"morton::ungracious"
"edward::suspicion";"morton::wisest"
"edward::ungracious";"edward::wisest"
"edward::ungracious";"elinor::argument"
"edward::ungracious";"elinor::gentleman"
"edward::ungracious";"elinor::reasonably"
"edward::ungracious";"elinor::suspicion"
"edward::ungracious";"elinor::ungracious"
"edward::ungracious";"elinor::wisest"
"edward::ungracious";"ferrars::argument"
"edward::ungracious";"ferrars::gentleman"
"edward::ungracious";"ferrars::reasonably"
"edward::ungracious";"ferrars::suspicion"
"edward::ungracious";"ferrars::ungracious"
"edward::ungracious";"ferrars::wisest"
"edward::ungracious";"morton::argument"
"edward::ungracious";"morton::gentleman"
"edward::ungracious";"morton::reasonably"
"edward::ungracious";"morton::suspicion"
"edward::ungracious";"morton::ungracious"
"edward::ungracious";"morton::wisest"
"edward::wisest";"elinor::argument"
"edward::wisest";"elinor::gentleman"
"edward::wisest";"elinor::reasonably"
"edward::wisest";"elinor::suspicion"
"edward::wisest";"elinor::ungracious"
"edward::wisest";"elinor::wisest"
"edward::wisest";"ferrars::argument"
"edward::wisest";"ferrars::gentleman"
"edward::wisest";"ferrars::reasonably"
"edward::wisest";"ferrars::suspicion"
"edward::wisest";"ferrars::ungracious"
"edward::wisest";"ferrars::wisest"
"edward::wisest";"morton::argument"
"edward::wisest";"morton::gentleman"
"edward::wisest";"morton::reasonably"
"edward::wisest";"morton::suspicion"
"edward::wisest";"morton::ungracious"
"edward::wisest";"morton::wisest"
"elinor::argument";"elinor::gentleman"
"elinor::argument";"elinor::reasonably"
"elinor::argument";"elinor::suspicion"
"elinor::argument";"elinor::ungracious"
"elinor::argument";"elinor::wisest"
"elinor::argument";"ferrars::argument"
"elinor::argument";"ferrars::gentleman"
"elinor::argument";"ferrars::reasonably"
"elinor::argument";"ferrars::suspicion"
"elinor::argument";"ferrars::ungracious"
"elinor::argument";"ferrars::wisest"
"elinor::argument";"morton::argument"
"elinor::argument";"morton::gentleman"
"elinor::argument";"morton::reasonably"
"elinor::argument";"morton::suspicion"
"elinor::argument";"morton::ungracious"
"elinor::argument";"morton::wisest"
"elinor::gentleman";"elinor::reasonably"
"elinor::gentleman";"elinor::suspicion"
"elinor::gentleman";"elinor::ungracious"
"elinor::gentleman";"elinor::wisest"
"elinor::gentleman";"ferrars::argument"
"elinor::gentleman";"ferrars::gentleman"
"elinor::gentleman";"ferrars::reasonably"
"elinor::gentleman";"ferrars::suspicion"
"elinor::gentleman";"ferrars::ungracious"
"elinor::gentleman";"ferrars::wisest"
"elinor::gentleman";"morton::argument"
"elinor::gentleman";"morton::gentleman"
"elinor::gentleman";"morton::reasonably"
"elinor::gentleman";"morton::suspicion"
"elinor::gentleman";"morton::ungracious"
"elinor::gentleman";"morton::wisest"
"elinor::reasonably";"elinor::suspicion"
"elinor::reasonably";"elinor::ungracious"
"elinor::reasonably";"elinor::wisest"
"elinor::reasonably";"ferrars::argument"
"elinor::reasonably";"ferrars::gentleman"
"elinor::reasonably";"ferrars::reasonably"
"elinor::reasonably";"ferrars::suspicion"
"elinor::reasonably";"ferrars::ungracious"
"elinor::reasonably";"ferrars::wisest"
"elinor::reasonably";"morton::argument"
"elinor::reasonably";"morton::gentleman"
"elinor::reasonably";"morton::reasonably"
"elinor::reasonably";"morton::suspicion"
"elinor::reasonably";"morton::ungracious"
"elinor::reasonably";"morton::wisest"
"elinor::suspicion";"elinor::ungracious"
"elinor::suspicion";"elinor::wisest"
"elinor::suspicion";"ferrars::argument"
"elinor::suspicion";"ferrars::gentleman"
"elinor::suspicion";"ferrars::reasonably"
"elinor::suspicion";"ferrars::suspicion"
"elinor::suspicion";"ferrars::ungracious"
"elinor::suspicion";"ferrars::wisest"
"elinor::suspicion";"morton::argument"
"elinor::suspicion";"morton::gentleman"
"elinor::suspicion";"morton::reasonably"
"elinor::suspicion";"morton::suspicion"
"elinor::suspicion";"morton::ungracious"
"elinor::suspicion";"morton::wisest"
"elinor::ungracious";"elinor::wisest"
"elinor::ungracious";"ferrars::argument"
"elinor::ungracious";"ferrars::gentleman"
"elinor::ungracious";"ferrars::reasonably"
"elinor::ungracious";"ferrars::suspicion"
"elinor::ungracious";"ferrars::ungracious"
"elinor::ungracious";"ferrars::wisest"
"elinor::ungracious";"morton::argument"
"elinor::ungracious";"morton::gentleman"
"elinor::ungracious";"morton::reasonably"
"elinor::ungracious";"morton::suspicion"
"elinor::ungracious";"morton::ungracious"
"elinor::ungracious";"morton::wisest"
"elinor::wisest";"ferrars::argument"
"elinor::wisest";"ferrars::gentleman"
"elinor::wisest";"ferrars::reasonably"
"elinor::wisest";"ferrars::suspicion"
"elinor::wisest";"ferrars::ungracious"
"elinor::wisest";"ferrars::wisest"
"elinor::wisest";"morton::argument"
"elinor::wisest";"morton::gentleman"
"elinor::wisest";"morton::reasonably"
"elinor::wisest";"morton::suspicion"
"elinor::wisest";"morton::ungracious"
"elinor::wisest";"morton::wisest"
"ferrars::argument";"ferrars::gentleman"
"ferrars::argument";"ferrars::reasonably"
"ferrars::argument";"ferrars::suspicion"
"ferrars::argument";"ferrars::ungracious"
"ferrars::argument";"ferrars::wisest"
"ferrars::argument";"morton::argument"
"ferrars::argument";"morton::gentleman"
"ferrars::argument";"morton::reasonably"
"ferrars::argument";"morton::suspicion"
"ferrars::argument";"morton::ungracious"
"ferrars::argument";"morton::wisest"
"ferrars::gentleman";"ferrars::reasonably"
"ferrars::gentleman";"ferrars::suspicion"
"ferrars::gentleman";"ferrars::ungracious"
"ferrars::gentleman";"ferrars::wisest"
"ferrars::gentleman";"morton::argument"
"ferrars::gentleman";"morton::gentleman"
"ferrars::gentleman";"morton::reasonably"
"ferrars::gentleman";"morton::suspicion"
"ferrars::gentleman";"morton::ungracious"
"ferrars::gentleman";"morton::wisest"
"ferrars::reasonably";"ferrars::suspicion"
"ferrars::reasonably";"ferrars::ungracious"
"ferrars::reasonably";"ferrars::wisest"
"ferrars::reasonably";"morton::argument"
"ferrars::reasonably";"morton::gentleman"
"ferrars::reasonably";"morton::reasonably"
"ferrars::reasonably";"morton::suspicion"
"ferrars::reasonably";"morton::ungracious"
"ferrars::reasonably";"morton::wisest"
"ferrars::suspicion";"ferrars::ungracious"
"ferrars::suspicion";"ferrars::wisest"
"ferrars::suspicion";"morton::argument"
"ferrars::suspicion";"morton::gentleman"
"ferrars::suspicion";"morton::reasonably"
"ferrars::suspicion";"morton::suspicion"
"ferrars::suspicion";"morton::ungracious"
"ferrars::suspicion";"morton::wisest"
"ferrars::ungracious";"ferrars::wisest"
"ferrars::ungracious";"morton::argument"
"ferrars::ungracious";"morton::gentleman"
"ferrars::ungracious";"morton::reasonably"
"ferrars::ungracious";"morton::suspicion"
"ferrars::ungracious";"morton::ungracious"
"ferrars::ungracious";"morton::wisest"
"ferrars::wisest";"morton::argument"
"ferrars::wisest";"morton::gentleman"
"ferrars::wisest";"morton::reasonably"
"ferrars::wisest";"morton::suspicion"
"ferrars::wisest";"morton::ungracious"
"ferrars::wisest";"morton::wisest"
"morton::argument";"morton::gentleman"
"morton::argument";"morton::reasonably"
"morton::argument";"morton::suspicion"
"morton::argument";"morton::ungracious"
"morton::argument";"morton::wisest"
"morton::gentleman";"morton::reasonably"
"morton::gentleman";"morton::suspicion"
"morton::gentleman";"morton::ungracious"
"morton::gentleman";"morton::wisest"
"morton::reasonably";"morton::suspicion"
"morton::reasonably";"morton::ungracious"
"morton::reasonably";"morton::wisest"
"morton::suspicion";"morton::ungracious"
"morton::suspicion";"morton::wisest"
"morton::ungracious";"morton::wisest"
"edward::considered";"robert::considered"
"edward::#-giving";"elinor::#-giving"
"edward::#-giving";"ferrars::#-giving"
"elinor::#-giving";"ferrars::#-giving"
"brandon::accommodation";"brandon::considerable"
"brandon::accommodation";"brandon::eager"
"brandon::accommodation";"brandon::possession"
"brandon::accommodation";"edward::accommodation"
"brandon::accommodation";"edward::considerable"
"brandon::accommodation";"edward::eager"
"brandon::accommodation";"edward::possession"
"brandon::accommodation";"elinor::accommodation"
"brandon::accommodation";"elinor::considerable"
"brandon::accommodation";"elinor::eager"
"brandon::accommodation";"elinor::possession"
"brandon::considerable";"brandon::eager"
"brandon::considerable";"brandon::possession"
"brandon::considerable";"edward::accommodation"
"brandon::considerable";"edward::considerable"
"brandon::considerable";"edward::eager"
"brandon::considerable";"edward::possession"
"brandon::considerable";"elinor::accommodation"
"brandon::considerable";"elinor::considerable"
"brandon::considerable";"elinor::eager"
"brandon::considerable";"elinor::possession"
"brandon::eager";"brandon::possession"
"brandon::eager";"edward::accommodation"
"brandon::eager";"edward::considerable"
"brandon::eager";"edward::eager"
"brandon::eager";"edward::possession"
"brandon::eager";"elinor::accommodation"
"brandon::eager";"elinor::considerable"
"brandon::eager";"elinor::possession"
"brandon::possession";"edward::accommodation"
"brandon::possession";"edward::considerable"
"brandon::possession";"edward::eager"
"brandon::possession";"edward::possession"
"brandon::possession";"elinor::accommodation"
"brandon::possession";"elinor::considerable"
"brandon::possession";"elinor::eager"
"brandon::possession";"elinor::possession"
"edward::accommodation";"edward::considerable"
"edward::accommodation";"edward::eager"
"edward::accommodation";"edward::possession"
"edward::accommodation";"elinor::accommodation"
"edward::accommodation";"elinor::considerable"
"edward::accommodation";"elinor::eager"
"edward::accommodation";"elinor::possession"
"edward::considerable";"edward::eager"
"edward::considerable";"edward::possession"
"edward::considerable";"elinor::accommodation"
"edward::considerable";"elinor::considerable"
"edward::considerable";"elinor::eager"
"edward::considerable";"elinor::possession"
"edward::eager";"edward::possession"
"edward::eager";"elinor::accommodation"
"edward::eager";"elinor::considerable"
"edward::eager";"elinor::eager"
"edward::eager";"elinor::possession"
"edward::possession";"elinor::accommodation"
"edward::possession";"elinor::considerable"
"edward::possession";"elinor::eager"
"edward::possession";"elinor::possession"
"elinor::accommodation";"elinor::considerable"
"elinor::accommodation";"elinor::eager"
"elinor::accommodation";"elinor::possession"
"elinor::considerable";"elinor::eager"
"elinor::considerable";"elinor::possession"
"elinor::eager";"elinor::possession"
"brandon::exactly";"brandon::understand"
"brandon::exactly";"marianne::exactly"
"brandon::exactly";"marianne::understand"
"brandon::understand";"marianne::exactly"
"brandon::understand";"marianne::understand"
"marianne::exactly";"marianne::understand"
"ferrars::respectful";"ferrars::selfish"
"ferrars::respectful";"robert::respectful"
"ferrars::respectful";"robert::selfish"
"ferrars::selfish";"robert::respectful"
"ferrars::selfish";"robert::selfish"
"robert::respectful";"robert::selfish"
"ferrars::simple";"lucy::simple"
"lucy::reasonable";"lucy::unpardoned"
"lucy::reasonable";"robert::reasonable"
"lucy::reasonable";"robert::unpardoned"
"lucy::unpardoned";"robert::reasonable"
"lucy::unpardoned";"robert::unpardoned"
"robert::reasonable";"robert::unpardoned"
"edward::considered";"edward::cordially"
"edward::considered";"elinor::considered"
"edward::considered";"elinor::cordially"
"edward::considered";"ferrars::considered"
"edward::considered";"ferrars::cordially"
"edward::considered";"lucy::considered"
"edward::considered";"lucy::cordially"
"edward::considered";"robert::cordially"
"edward::cordially";"elinor::considered"
"edward::cordially";"elinor::cordially"
"edward::cordially";"ferrars::considered"
"edward::cordially";"ferrars::cordially"
"edward::cordially";"lucy::considered"
"edward::cordially";"lucy::cordially"
"edward::cordially";"robert::considered"
"edward::cordially";"robert::cordially"
"elinor::considered";"elinor::cordially"
"elinor::considered";"ferrars::considered"
"elinor::considered";"ferrars::cordially"
"elinor::considered";"lucy::considered"
"elinor::considered";"lucy::cordially"
"elinor::considered";"robert::considered"
"elinor::considered";"robert::cordially"
"elinor::cordially";"ferrars::considered"
"elinor::cordially";"ferrars::cordially"
"elinor::cordially";"lucy::considered"
"elinor::cordially";"lucy::cordially"
"elinor::cordially";"robert::considered"
"elinor::cordially";"robert::cordially"
"ferrars::considered";"ferrars::cordially"
"ferrars::considered";"lucy::considered"
"ferrars::considered";"lucy::cordially"
"ferrars::considered";"robert::considered"
"ferrars::considered";"robert::cordially"
"ferrars::cordially";"lucy::considered"
"ferrars::cordially";"lucy::cordially"
"ferrars::cordially";"robert::considered"
"ferrars::cordially";"robert::cordially"
"lucy::considered";"lucy::cordially"
"lucy::considered";"robert::considered"
"lucy::considered";"robert::cordially"
"lucy::cordially";"robert::considered"
"lucy::cordially";"robert::cordially"
"robert::considered";"robert::cordially"
"brandon::earnest";"brandon::pleasure"
"brandon::earnest";"dashwood::earnest"
"brandon::earnest";"dashwood::pleasure"
"brandon::earnest";"john::earnest"
"brandon::earnest";"john::pleasure"
"brandon::earnest";"marianne::earnest"
"brandon::earnest";"marianne::pleasure"
"brandon::pleasure";"dashwood::earnest"
"brandon::pleasure";"john::earnest"
"brandon::pleasure";"john::pleasure"
"brandon::pleasure";"marianne::earnest"
"dashwood::earnest";"dashwood::pleasure"
"dashwood::earnest";"john::earnest"
"dashwood::earnest";"john::pleasure"
"dashwood::earnest";"marianne::earnest"
"dashwood::earnest";"marianne::pleasure"
"dashwood::pleasure";"john::earnest"
"dashwood::pleasure";"john::pleasure"
"dashwood::pleasure";"marianne::earnest"
"dashwood::pleasure";"marianne::pleasure"
"john::earnest";"john::pleasure"
"john::earnest";"marianne::earnest"
"john::earnest";"marianne::pleasure"
"john::pleasure";"marianne::earnest"
"john::pleasure";"marianne::pleasure"
"marianne::earnest";"marianne::pleasure"
"edward::constant";"elinor::constant"
"edward::constant";"marianne::constant"
"brandon::cheerfulness";"brandon::persuasion"
"brandon::cheerfulness";"marianne::cheerfulness"
"brandon::cheerfulness";"marianne::persuasion"
"brandon::persuasion";"marianne::cheerfulness"
"brandon::persuasion";"marianne::persuasion"
"marianne::cheerfulness";"marianne::persuasion"
"marianne::source";"smith::source"
"marianne::source";"willoughby::source"
"smith::source";"willoughby::source"
"brandon::sincere";"marianne::sincere"
"brandon::lived";"marianne::lived"
"brandon::inconsiderable";"brandon::kind"
"brandon::inconsiderable";"marianne::inconsiderable"
"brandon::inconsiderable";"marianne::kind"
"brandon::kind";"marianne::inconsiderable"
"marianne::inconsiderable";"marianne::kind"
"brandon::perfection";"marianne::perfection"
"dashwood::prudent";"jennings::prudent"
"dashwood::prudent";"john::prudent"
"dashwood::prudent";"margaret::prudent"
"dashwood::prudent";"marianne::prudent"
"jennings::prudent";"john::prudent"
"jennings::prudent";"margaret::prudent"
"jennings::prudent";"marianne::prudent"
"john::prudent";"margaret::prudent"
"john::prudent";"marianne::prudent"
"margaret::prudent";"marianne::prudent"
