"" "allen::#-understand" "allen::abruptly" "allen::affectionate" "allen::approaching" "allen::authority" "allen::business" "allen::communications" "allen::considered" "allen::conversation" "allen::digression" "allen::directly" "allen::exactly" "allen::fearful" "allen::gentlewoman" "allen::inquiring" "allen::intelligence" "allen::intelligent" "allen::just" "allen::kind" "allen::kindness" "allen::lived" "allen::proper" "allen::question" "anne_thorpe::ceremonial" "anne_thorpe::lived" "anne::intelligence" "anne::pleasant" "anne::tender" "bath::expressions" "bath::modesty" "belle::clever" "catherine_morland::accomplish" "catherine_morland::constrained" "catherine_morland::eagerly" "catherine_morland::exactly" "catherine_morland::forward" "catherine_morland::giving" "catherine_morland::lived" "catherine_morland::shrewdness" "catherine::#-dull" "catherine::#-frightened" "catherine::#-gentleman" "catherine::#-justified" "catherine::#-pleasure" "catherine::#-restraint" "catherine::#-understand" "catherine::abruptly" "catherine::accommodations" "catherine::accomplish" "catherine::acquiesce" "catherine::acquiescence" "catherine::active--looks" "catherine::affection" "catherine::affectionate" "catherine::agreeable" "catherine::anxious" "catherine::approach" "catherine::approached" "catherine::authority" "catherine::awkward" "catherine::bitterness" "catherine::bold" "catherine::boldly" "catherine::business" "catherine::certainly" "catherine::civilities" "catherine::civility" "catherine::civilly?”" "catherine::cold" "catherine::communicative" "catherine::companion" "catherine::complacent" "catherine::complaisance" "catherine::compliance" "catherine::complimentary" "catherine::confidence" "catherine::consider" "catherine::considerable" "catherine::consideration" "catherine::considered" "catherine::considering" "catherine::constant" "catherine::constrained" "catherine::contented--she" "catherine::conversation" "catherine::cruel" "catherine::cruelty" "catherine::curious" "catherine::deeply" "catherine::determined" "catherine::dignified" "catherine::direction" "catherine::directly" "catherine::dissatisfaction" "catherine::dull" "catherine::eager" "catherine::eagerly" "catherine::eagerness" "catherine::earnestly" "catherine::earnestly?”" "catherine::earnestness" "catherine::exact" "catherine::exactly" "catherine::excessively!" "catherine::exhibiting" "catherine::expression" "catherine::faithful" "catherine::feelingly" "catherine::firmly" "catherine::foolishly" "catherine::forward" "catherine::frightened" "catherine::gallantry" "catherine::gentleman" "catherine::gentleman-like" "catherine::gentlemen" "catherine::giving" "catherine::greedy" "catherine::heroic" "catherine::honest" "catherine::humble" "catherine::humbled" "catherine::impatience" "catherine::impatient" "catherine::impudent" "catherine::independence" "catherine::independent" "catherine::industrious" "catherine::inexplicability" "catherine::inquiring" "catherine::instructions" "catherine::intelligence" "catherine::judicious" "catherine::just" "catherine::kind" "catherine::kindness" "catherine::knowledge" "catherine::lived" "catherine::lived”" "catherine::lively" "catherine::lives" "catherine::loud" "catherine::malicious" "catherine::material" "catherine::mild" "catherine::miserly" "catherine::moralizing" "catherine::natural" "catherine::naturally" "catherine::opportunity" "catherine::original" "catherine::particular" "catherine::penetrate" "catherine::penetration" "catherine::persuasion" "catherine::pleasant" "catherine::pleasanter" "catherine::pleasantly" "catherine::pleasure" "catherine::pleasures" "catherine::polite" "catherine::politeness" "catherine::possession!" "catherine::proper" "catherine::properly" "catherine::protection" "catherine::proud" "catherine::proudly" "catherine::question" "catherine::quiet" "catherine::quietest" "catherine::rational" "catherine::reasonable" "catherine::reproaches" "catherine::resentful" "catherine::respectful" "catherine::severe" "catherine::shrewdness" "catherine::silent" "catherine::simpler" "catherine::sincere" "catherine::sincerely" "catherine::slowly" "catherine::speedy" "catherine::steady" "catherine::stubborn" "catherine::suspicion" "catherine::tenderness" "catherine::thoughtlessness" "catherine::unassisted" "catherine::unconscious" "catherine::understand" "catherine::understanding”" "catherine::unfriendly" "catherine::unpleasant" "catherine::unreserved" "catherine::vain" "catherine::vain--or" "catherine::violent" "catherine::warm" "catherine::warmly" "charles_hodges::determined" "charlotte_davis::affected" "clifton::considered" "clifton::eager" "clifton::kind" "clifton::proper" "clifton::quiet" "dorothy::communication" "dorothy::formally" "edgar::gentlemen" "eleanor_tilney::#-amiable" "eleanor_tilney::active" "eleanor_tilney::affection" "eleanor_tilney::assured" "eleanor_tilney::brisker" "eleanor_tilney::companion" "eleanor_tilney::consideration" "eleanor_tilney::determined" "eleanor_tilney::eager" "eleanor_tilney::giving" "eleanor_tilney::impertinent" "eleanor_tilney::just" "eleanor_tilney::lenient" "eleanor_tilney::pleasure" "eleanor_tilney::serious" "eleanor_tilney::sparkling" "eleanor_tilney::steady" "eleanor_tilney::suspicions" "eleanor_tilney::unkindness" "eleanor_tilney::vain" "eleanor::affected" "eleanor::affectionately" "eleanor::anxiously" "eleanor::calculations" "eleanor::complimentary" "eleanor::consideration" "eleanor::courteously" "eleanor::deep" "eleanor::expression" "eleanor::giving" "eleanor::gloomy" "eleanor::justice" "eleanor::material" "eleanor::moralizing" "eleanor::negligence--some”--(involuntarily" "eleanor::particular" "eleanor::pleasures" "emily::pleasant" "frederick::agreeable" "frederick::calculate" "frederick::considerable" "frederick::constant" "frederick::pleasantly" "frederick::understand" "frederick::unpardonably" "george::awkward" "george::heroic" "george::pleasure" "george::understand" "harriet::awkward" "harriet::exactly" "harriet::heroic" "harriet::pleasure" "harriet::understand" "henry_tilney::#-understand" "henry_tilney::active" "henry_tilney::affection" "henry_tilney::assured" "henry_tilney::brisker" "henry_tilney::companion" "henry_tilney::consideration" "henry_tilney::eager" "henry_tilney::just" "henry_tilney::pleasure" "henry_tilney::resentful" "henry_tilney::sparkling" "henry_tilney::steady" "henry_tilney::uncandid" "henry_tilney::unkindness" "henry_tilney::vain" "henry::#-amiable" "henry::acquiesce" "henry::affected" "henry::affection" "henry::agreeable" "henry::amiable" "henry::business" "henry::calculations" "henry::civilized" "henry::confidence" "henry::consideration" "henry::eagerly" "henry::earnestly" "henry::expression" "henry::fearful" "henry::gentleman-coachman" "henry::giving" "henry::impertinent" "henry::instructions" "henry::judicious" "henry::kindness" "henry::moralizing" "henry::particular" "henry::pleasures" "henry::serious" "henry::solemn" "henry::solemnity" "henry::unpleasant" "isabella::#-consider" "isabella::accomplish" "isabella::affection" "isabella::affectionate" "isabella::approached" "isabella::assured" "isabella::carelessly" "isabella::ceremonial" "isabella::certain" "isabella::certainly" "isabella::communicative" "isabella::consider" "isabella::considered" "isabella::constrained" "isabella::conversation" "isabella::dependence" "isabella::directed" "isabella::directly" "isabella::dull" "isabella::eager" "isabella::eagerly" "isabella::earnestly" "isabella::exactly" "isabella::expression" "isabella::fearful" "isabella::forward" "isabella::giving" "isabella::impatient" "isabella::independent" "isabella::information" "isabella::jealous" "isabella::just" "isabella::kind" "isabella::kindness" "isabella::lived" "isabella::opportunity" "isabella::original" "isabella::penetration" "isabella::placid" "isabella::pleasant" "isabella::proper" "isabella::property" "isabella::proudly" "isabella::quiet" "isabella::selfish" "isabella::shrewdness" "isabella::silent" "isabella::stubborn" "isabella::suspicion" "james_morland::accomplish" "james_morland::ceremonial" "james_morland::constrained" "james_morland::directly" "james_morland::eagerly" "james_morland::exactly" "james_morland::forward" "james_morland::giving" "james_morland::shrewdness" "james::awkward" "james::certain" "james::certainly" "james::communications" "james::consider" "james::conversation" "james::digression" "james::discreeter" "james::dull" "james::eager" "james::expression" "james::heroic" "james::impatient" "james::kindness" "james::lived" "james::pleasure" "james::quickly" "james::silent" "james::understand" "john_thorpe::agreeable" "john_thorpe::carelessly" "john_thorpe::ceremonial" "john_thorpe::conversation" "john_thorpe::directly" "john_thorpe::gracious" "john_thorpe::lived" "john_thorpe::loud" "john_thorpe::narrowly" "john_thorpe::opportunity" "john_thorpe::persuasion" "john_thorpe::quick" "john::affection" "john::impatient" "laura_place::brisker" "mamma::acceptance" "maria_thorpe::ceremonial" "maria_thorpe::lived" "maria::intelligence" "miss_tilney::anxious" "miss_tilney::civility" "morland::#-frightened" "morland::affectionate" "morland::anxious" "morland::anxiously" "morland::approaching" "morland::certainly" "morland::communicative" "morland::considerable" "morland::conversation" "morland::earnestly" "morland::expressing" "morland::generous" "morland::gentle" "morland::giving" "morland::gracious" "morland::impatience" "morland::impatient" "morland::kindness" "morland::lived" "morland::loud" "morland::penetrate" "morland::playful" "morland::possession!" "morland::proper" "morland::properly" "morland::proudly" "morland::resentful" "mrs_allen::#-silent" "mrs_allen::accommodate" "mrs_allen::affection" "mrs_allen::agreeable" "mrs_allen::approaching" "mrs_allen::calm" "mrs_allen::communications" "mrs_allen::complacently" "mrs_allen::consideration" "mrs_allen::digression" "mrs_allen::expression" "mrs_allen::intimate" "mrs_allen::just" "mrs_allen::kindness" "mrs_allen::opportunity" "mrs_allen::pleasure" "mrs_allen::question" "mrs_allen::respectful" "mrs_allen::silent" "mrs_allen::steady" "mrs_allen::stubborn" "mrs_allen::unkindness" "mrs_hughes::determination" "mrs_hughes::expressing" "mrs_hughes::firmer" "mrs_hughes::generous" "mrs_hughes::just" "mrs_hughes::proper" "mrs_morland::affection" "mrs_morland::awkward" "mrs_morland::calm" "mrs_morland::compliance" "mrs_morland::consider" "mrs_morland::consideration" "mrs_morland::conversation" "mrs_morland::direct" "mrs_morland::earnestly" "mrs_morland::exact" "mrs_morland::generous" "mrs_morland::heroic" "mrs_morland::kind" "mrs_morland::mischievousness" "mrs_morland::natural" "mrs_morland::pleasure" "mrs_morland::steady" "mrs_morland::understand" "mrs_radcliffe::vain--or" "mrs_thorpe::accommodate" "mrs_thorpe::agreeable" "mrs_thorpe::anxiously" "mrs_thorpe::lived" "mrs_thorpe::opportunity" "mrs_tilney::#-certain" "mrs_tilney::coarse" "mrs_tilney::deeper" "mrs_tilney::lived" "richard::awkward" "richard::consider" "richard::considerable" "richard::exact" "richard::generous" "richard::heroic" "richard::natural" "richard::pleasure" "richard::understand" "richie::awkward" "richie::heroic" "richie::pleasure" "richie::understand" "sally::intimate" "thorpe::#-understand" "thorpe::abruptly" "thorpe::accomplish" "thorpe::affection" "thorpe::agreeable" "thorpe::anxious" "thorpe::approaching" "thorpe::certainly" "thorpe::communications" "thorpe::communicative" "thorpe::considered" "thorpe::constant" "thorpe::constrained" "thorpe::determined" "thorpe::digression" "thorpe::eagerly" "thorpe::exactly" "thorpe::expression" "thorpe::forward" "thorpe::frightened" "thorpe::giving" "thorpe::greedy" "thorpe::heroic" "thorpe::impatiently" "thorpe::inquiring" "thorpe::intelligence" "thorpe::intimate" "thorpe::just" "thorpe::kind" "thorpe::loud" "thorpe::miserly" "thorpe::obstinate" "thorpe::pleasanter" "thorpe::proudly" "thorpe::silent" "thorpe::unsolicited" "thorpe::vain" "tilney::active" "tilney::affectionate" "tilney::agreeable" "tilney::anxious" "tilney::approach" "tilney::assured" "tilney::calmness" "tilney::ceremonies" "tilney::certainly" "tilney::civilities" "tilney::communicative" "tilney::companion" "tilney::confidence" "tilney::consider" "tilney::constant" "tilney::conversation" "tilney::determination" "tilney::earnest" "tilney::expressing" "tilney::expression" "tilney::firmer" "tilney::generous" "tilney::gentleman" "tilney::gentleman-like" "tilney::heroic" "tilney::impatience" "tilney::impatient" "tilney::inquiring" "tilney::just" "tilney::original" "tilney::particularly" "tilney::pleasure" "tilney::possession!" "tilney::reflections" "tom_jones::humbled" "woodston::giving" "woodston::moralizing" "thorpe::question" "thorpe::affectionate" "thorpe::kindness" "tilney::business" "thorpe::proper" "allen::gentleman" "allen::material" "allen::kindest" "allen::rational" "allen::quiet" "mrs_allen::lived" "thorpe::lived" "mrs_thorpe::ceremonial" "maria::tender" "james::pleasant" "mrs_allen::expressions" "tilney::modesty" "morland::clever" "thorpe::shrewdness" "isabella::#-dull" "isabella::#-frightened" "catherine::awkwardness" "tilney::#-justified" "maria::#-pleasure" "tilney::#-restraint" "morland::accommodations" "henry::bold" "isabella::acquiescence" "tilney::active--looks" "henry::tenderness" "john::determined" "thorpe::proud" "tilney::silent" "catherine::contented" "tilney::opportunity" "tilney::penetrate" "catherine::restraining" "mrs_allen::approach" "tilney::slowly" "tilney::approached" "sarah::awkward" "catherine::complimented" "catherine::fearlessly" "sarah::business" "john::certainly" "tilney::intelligence" "tilney::unfriendly" "tilney::vain" "catherine::particulars" "tilney::civility" "sarah::civilly?”" "catherine::treacherous" "isabella::cold" "tilney::proudly" "catherine::particularly" "catherine::simpleton" "catherine::reflection" "richard::compliance" "eleanor::resentful" "thorpe::consider" "tilney::natural" "catherine::thoughtless" "tilney::consideration" "isabella::considering" "james::constant" "catherine::simple" "catherine::despondency" "isabella::unreserved" "thorpe::cruel" "henry::cruelty" "tilney::cruelty" "tilney::curious" "eleanor::deeply" "catherine::earnest" "mrs_allen::direction" "eleanor::directly" "morland::directly" "tilney::dissatisfaction" "tilney::dull" "james::opportunity" "tilney::eagerness" "tilney::earnestly" "catherine::meditations" "thorpe::earnestness" "richard::kind" "catherine::jealous" "isabella::faithful" "james::feelingly" "mrs_allen::firmly" "thorpe::knowledge" "tilney::gallantry" "edgar::gentleman" "tilney::lived”" "james::gentlemen" "woodston::pleasures" "thorpe::material" "sarah::heroic" "tilney::pleasanter" "tom_jones::question" "john::kindness" "tilney::suspicion" "thorpe::independence" "isabella::persuasion" "henry::inexplicability" "catherine::stables" "mrs_allen::pleasant" "tilney::stubborn" "mrs_morland::lives" "thorpe::understand" "thorpe::malicious" "catherine::understanding" "henry::unassisted" "maria::penetration" "isabella::pleasantly" "sarah::pleasure" "tilney::respectful" "tilney::properly" "eleanor::protection" "tilney::question" "morland::quiet" "thorpe::quietest" "isabella::reasonable" "isabella::reproaches" "thorpe::reproaches" "henry::severe" "laurentina::silent" "henry::simpler" "tilney::sincere" "tilney::speedy" "henry::steady" "isabella::steady" "isabella::tenderness" "isabella::thoughtlessness" "henry::unconscious" "sarah::understand" "sarah::understanding”" "mrs_radcliffe::warm" "catherine::wise" "eleanor::warmly" "tilney::determined" "charlotte_davis::cold" "john_thorpe::eager" "dorothy::understand" "dorothy::gloomy" "mrs_thorpe::gentlemen" "henry::suspicions" "tilney::eager" "mrs_morland::unkindness" "thorpe::brisker" "thorpe::companion" "henry_tilney::determined" "henry_tilney::giving" "henry_tilney::impertinent" "henry::lenient" "isabella::pleasure" "tilney::sparkling" "isabella::affected" "eleanor::gentle" "henry::anxiously" "eleanor::eager" "morland::courteously" "henry::deep" "henry::justice" "eleanor::sedate" "henry::material" "eleanor::quick" "henry::unpardonably" "morland::calculate" "frederick::property" "henry::constant" "morland::pleasantly" "harriet::property" "morland::uncandid" "morland::amiable" "henry::certainly" "henry::mature" "tilney::kindness" "tilney::eagerly" "henry::progress" "henry::quietly--without" "tilney::impertinent" "henry::suspicion" "matilda::solemnity" "tilney::unpleasant" "isabella::moderate" "isabella::anxious" "john_thorpe::giving" "tilney::certain" "morland::exactly" "tilney::fearful" "mrs_allen::jealous" "mrs_allen::kind" "james::placid" "tilney::property" "isabella::ungenerous" "james_morland::information" "james::foolishness" "mrs_morland::quickly" "morland::persuasion" "tilney::narrowly" "morland::quick" "mamma::eagerly" "thorpe::civility" "thorpe::#-frightened" "mrs_thorpe::gentle" "morland::judicious" "thorpe::considerable" "mrs_morland::giving" "thorpe::conversation" "tilney::proper" "morland::informed" "thorpe::playful" "mrs_allen::quietly" "tilney::accommodate" "mrs_thorpe::complacently" "mrs_allen::politeness" "mrs_morland::unsuspicious" "tilney::#-certain" "mrs_tilney::pitiless" "richard::independence" "sarah::intimate" "tilney::affection" "tilney::unsolicited" "tilney::impatiently" "tilney::wild" "tilney::gentlemanlike" "tilney::gentle" "tilney::solemn" "tilney::particulars" "tilney::polite"
"allen::#-understand" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allen::abruptly" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allen::affectionate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
