"terms";"clusters"
"#-desirable";30
"#-difficult";39
"#-fortunate";38
"#-happy";36
"#-rich";55
"active";37
"adventurous";26
"affectionate";59
"agreeable";10
"attentive";33
"bad";8
"beautiful";51
"big";2
"bitter";11
"blind";60
"bold";36
"bright";53
"busy";39
"calm";24
"capable";17
"casual";23
"certain";5
"cheerful";37
"cold";42
"compassionate";25
"confident";48
"considerate";59
"cool";45
"courageous";16
"crazy";49
"cruel";7
"dangerous";24
"delightful";26
"depressed";26
"devoted";38
"difficult";33
"direct";22
"dominant";26
"dumb";11
"elderly";38
"encouraging";16
"energetic";23
"evil";57
"excellent";27
"excited";55
"expressive";18
"fair";52
"faithful";26
"familiar";27
"famous";25
"fascinating";26
"feminine";58
"fine";32
"friendly";26
"gentle";29
"genuine";29
"glad";39
"good";56
"gracious";59
"grateful";54
"great";3
"greedy";50
"handsome";4
"happy";61
"hard";56
"helpful";26
"honest";44
"ignorant";13
"important";39
"little";40
"lonely";32
"lovely";28
"natural";15
"negative";44
"offensive";38
"old";40
"open";42
"pleasant";10
"polite";41
"poor";3
"powerful";50
"pretty";61
"private";46
"proper";18
"prosperous";30
"quiet";47
"religious";39
"remarkable";6
"rich";12
"strong";22
"tall";18
"afraid";39
"young";53
"useful";37
"loving";55
"passionate";21
"old-fashioned";29
"warm";28
"sensitive";39
"weird";49
"wonderful";46
"persistent";34
"thin";9
"healthy";16
"sweet";31
"short";1
"plain";19
"reasonable";27
"violent";36
"rough";20
"nervous";14
"loyal";36
"obnoxious";36
"respectable";6
"serious";36
"well-known";36
"loud";45
"troubled";46
"weak";35
"strange";14
"peaceful";26
"sensible";26
"surprised";26
"tired";26
"worthy";19
"scared";2
"social";43
"sleepy";39
"unusual";30
