"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-afraid";0;0;0;0;0;"#-afraid";3,74040399835177;"#-afraid";0,88645507004606;"#-afraid";68;"#-afraid";0,00046809559004681;"#-afraid";0,817506909370422
"#-agreeable";0;0;0;0;0;"#-agreeable";4,03964438001791;"#-agreeable";0,793058988125899;"#-agreeable";163;"#-agreeable";8,65752056664479e-05;"#-agreeable";0,811740815639496
"#-anxious";0;0;0;0;0;"#-anxious";3,75866573213593;"#-anxious";0,878877524579987;"#-anxious";72;"#-anxious";0,000451667474193363;"#-anxious";0,79504132270813
"#-bad";0;0;0;0;0;"#-bad";3,70500425798434;"#-bad";0,890865211577749;"#-bad";64;"#-bad";0,000466200466200466;"#-bad";0,811249315738678
"#-comfortable";0;0;0;0;0;"#-comfortable";3,99326174598395;"#-comfortable";0,801279484738924;"#-comfortable";146;"#-comfortable";0,000113275239023134;"#-comfortable";0,808270394802094
"#-cool";0;0;0;0;0;"#-cool";4,09111554006155;"#-cool";0,793883960385567;"#-cool";173;"#-cool";8,24691056176985e-05;"#-cool";0,812068700790405
"#-daring";1;1;1;752;1;"#-daring";4,05533852206978;"#-daring";0,797863160745663;"#-daring";162;"#-daring";9,43341507750227e-05;"#-daring";0,815844297409058
"#-fair";0;0;2;1058,5;0;"#-fair";3,98517701185818;"#-fair";0,813338058129357;"#-fair";141;"#-fair";0,000173765907054989;"#-fair";0,806342403093974
"#-good";0;0;1;469;0;"#-good";3,95643954446076;"#-good";0,816966701961996;"#-good";127;"#-good";0,000168212276826581;"#-good";0,798608154058456
"#-happy";0;0;0;0;0;"#-happy";3,97052446679624;"#-happy";0,81316517232243;"#-happy";132;"#-happy";0,000144424899385096;"#-happy";0,813217997550964
"#-interested";0;0;0;0;0;"#-interested";3,99081365126223;"#-interested";0,809946860110757;"#-interested";138;"#-interested";0,000136349515009953;"#-interested";0,809487879276276
"#-open";0;0;0;0;0;"#-open";4,00800673160131;"#-open";0,809901231901358;"#-open";141;"#-open";0,000133122939441263;"#-open";0,818565130233765
"#-pleased";1;1;0;0;1;"#-pleased";3,84545006996943;"#-pleased";0,835028872911098;"#-pleased";100;"#-pleased";0,000273764506606462;"#-pleased";0,802064180374146
"#-reasonable";0;0;0;0;0;"#-reasonable";3,99071085878877;"#-reasonable";0,802990096052349;"#-reasonable";144;"#-reasonable";0,000115154306771073;"#-reasonable";0,816445052623749
