"terms";"clusters"
"#-angry";96
"#-awkward";55
"#-bad";59
"#-blind";96
"#-calm";96
"#-fair";74
"#-handsome";6
"#-hard";64
"#-old";96
"#-proud";96
"#-superstitious";27
"affectionate";45
"afraid";103
"agreeable";3
"amazing";89
"angry";61
"annoying";98
"anxious";16
"artificial";64
"ashamed";40
"average";26
"awful";4
"awkward";41
"bad";29
"bashful";14
"beautiful";54
"bitter";44
"blind";89
"bold";37
"bright";38
"brilliant";59
"busy";16
"calm";25
"capable";96
"careful";52
"careless";17
"casual";45
"cautious";80
"certain";21
"charming";80
"cheap";55
"cheerful";105
"chubby";79
"clean";93
"clumsy";48
"cold";92
"comfortable";18
"comical";17
"compassionate";23
"confused";14
"considerate";32
"consistent";107
"cool";90
"corrupt";41
"courteous";68
"crazy";7
"cruel";77
"curious";61
"dangerous";5
"decent";13
"delighted";87
"delightful";7
"dependent";8
"devoted";96
"difficult";63
"distinguished";70
"disturbed";69
"eager";27
"elderly";9
"embarrassed";40
"encouraging";98
"entertaining";27
"evil";102
"excellent";81
"excited";27
"expressive";42
"extraordinary";75
"fair";49
"faithful";33
"familiar";20
"fat";51
"fine";31
"flexible";80
"foolish";61
"forgetful";80
"fortunate";80
"friendly";69
"generous";95
"gentle";58
"genuine";98
"glad";81
"good";91
"good-looking";66
"good-natured";66
"gorgeous";96
"graceful";98
"gracious";72
"grateful";44
"great";82
"handsome";64
"happy";34
"hard";73
"harmless";30
"humorous";11
"ignorant";84
"imaginative";28
"impatient";7
"important";98
"impressive";60
"independent";71
"innocent";85
"intelligent";56
"interested";57
"interesting";12
"joyful";78
"kind";81
"lazy";61
"little";82
"lively";10
"loud";95
"loving";28
"masculine";45
"modest";74
"natural";38
"negative";98
"nice";97
"observant";98
"old";86
"open";83
"plain";97
"pleasant";72
"pleased";43
"poor";91
"popular";57
"positive";99
"pretty";96
"private";106
"proud";76
"quiet";2
"remarkable";46
"rich";3
"ridiculous";51
"rough";99
"sad";67
"satisfied";50
"selfish";94
"serious";62
"short";83
"shy";34
"skillful";84
"strange";104
"strong";46
"successful";62
"suspicious";87
"sweet";63
"talented";96
"thankful";22
"thin";5
"tough";27
"unusual";20
"wealthy";57
"#-loud";96
"#-quiet";96
"smart";47
"young";82
"desirable";96
"powerful";35
"disappointed";23
"thoughtful";19
"tiny";102
"lovely";96
"terrible";16
"proper";96
"unpopular";26
"warm";4
"noisy";53
"honest";23
"liberal";80
"offensive";56
"hopeful";71
"famous";100
"stable";100
"uncomfortable";100
"old-fashioned";74
"perceptive";36
"polite";36
"strict";107
"social";1
"useful";96
"professional";15
"worthy";65
"violent";101
"wonderful";2
"irritable";33
"tall";27
"weak";47
"logical";6
"neat";44
"ordinary";2
"playful";24
"straightforward";6
"tolerant";2
"practical";11
"sentimental";96
"valuable";80
"punctual";96
"sensitive";96
"tired";88
"troubled";102
"unreasonable";42
"reasonable";36
"wise";28
"romantic";39
"unhappy";22
"witty";96
