"clusters"
53
35
132
46
30
24
73
92
22
152
86
142
20
26
112
122
105
24
57
105
106
100
58
120
90
12
118
71
58
125
72
135
66
123
152
86
14
99
82
138
87
109
13
90
14
82
158
149
129
107
46
90
114
137
87
57
163
58
163
135
111
2
15
46
108
41
79
118
32
16
61
117
155
59
160
37
89
92
143
44
7
120
63
21
76
69
117
83
117
103
5
48
126
122
25
115
61
41
3
9
39
6
7
67
86
67
63
23
97
50
147
49
140
156
163
128
120
152
53
44
118
20
85
92
6
71
63
71
130
105
58
45
1
130
23
117
43
88
146
127
2
78
157
9
130
128
144
157
75
72
119
32
154
54
153
99
104
95
96
69
6
11
81
73
34
20
134
52
10
143
62
10
145
93
150
30
160
40
53
63
38
144
23
39
59
145
72
146
83
65
122
85
106
11
10
15
65
136
128
164
60
66
10
96
45
146
89
70
10
27
113
34
40
145
141
152
28
21
147
80
85
51
28
45
74
133
95
70
27
159
2
165
86
27
122
39
85
89
137
62
1
36
91
164
73
95
157
64
105
47
113
114
28
116
124
50
133
19
166
120
127
105
158
118
126
63
122
81
68
139
29
18
148
127
49
53
8
50
31
101
160
126
66
163
72
44
144
24
103
131
28
63
110
102
136
38
139
54
32
1
84
161
51
10
44
123
48
79
7
89
59
137
94
47
33
98
151
55
100
14
75
83
92
4
119
60
39
106
23
42
29
155
137
77
99
63
11
1
139
67
7
160
69
45
162
117
93
17
165
97
86
163
58
114
145
154
146
146
55
117
54
130
83
117
56
121
100
55
32
15
148
154
