"MR1";"MR4";"MR3";"MR5";"MR2"
"afraid";0.388092248788721;0.41269144536827;0.36899868280099;0.610369392025354;-0.0650002967774375
"beautiful";0.348671651398258;0.47036308989533;0.248733621916239;0.446205579419799;0.398413214296468
"best";0.494694397975975;0.594287927424402;0.470003181664617;0.158319554067888;-0.11729794175666
"cheerful";0.543911572209696;0.380885716203084;0.368007621739587;0.259589409219297;0.271814214953859
"clever";0.587214608109077;0.483907164437178;0.269988338153628;0.108018975763549;0.370841000916698
"comfortable";0.676448209902779;0.143679287516672;0.243834828322135;0.426540196509709;0.187034086893169
"delicate";0.634902753452869;0.488829660310051;-0.0183843217396977;0.168137029781199;0.140239069933802
"delighted";0.413324285394866;0.591369514594666;0.525403873610708;0.246688900163164;0.0552995296008864
"delightful";0.421340155215679;0.585093333999002;0.425155321021647;0.31139130218966;0.255139596679658
"determined";0.280531442640702;0.400180177524874;0.462892257618633;0.239769058653613;0.404572612264082
"different";0.322461459760046;0.490039643277518;0.427005377661992;0.265048923124732;0.336586663738121
"extraordinary";0.507616129793734;0.181664522169594;0.125227764650468;0.42345003445275;0.301885509439316
"extreme";0.470564366152991;0.305189853403286;0.384830595459541;0.288162219342146;0.248782097148466
"fair";0.489602838872727;0.205141875965;0.106461945095497;0.318537806384026;0.551300193925646
"friendly";0.210854315016678;0.228404062372732;0.663371876323043;0.25574016406997;0.309259911328649
"gentle";0.528582213833619;0.364692168007435;0.360100980310481;0.274391314077364;0.104844866273227
"greatest";0.639715565800096;0.133551796497298;0.381980228570528;0.344146223243189;0.375060719393228
"happy";0.200835469785213;-0.0337021714137346;0.0914845791691969;0.0132524687328565;0.806703333624523
"humble";0.179148183700378;0.363905252990835;0.501481103948746;0.38766384864032;0.203223944387457
"independent";0.174711296008375;0.741615591034502;0.291102854535881;0.233593410745153;0.252917433478253
"interesting";0.637698848729763;0.389590842779857;0.258980073178699;0.316278535829668;0.318911452370311
"married";0.425268797436322;0.230119122507824;0.241176988559621;0.549708930406336;0.424738729159656
"natural";0.359885360174705;0.486719990515481;0.287062540137223;0.324593985196301;0.102787251162815
"pleasant";0.219058459392046;0.273343226878861;0.401021434365061;0.803413832730748;0.167957090209248
"pleasing";0.421971594245568;0.49031174141303;0.176836766170905;0.440359008346585;0.179054838215482
"quiet";0.725114800124073;0.194003174859214;0.36010096739323;0.276324409336257;0.17739557570584
"reasonable";0.653293960117606;0.375850366979046;0.15863235509927;0.0966579394120173;0.259011518041245
"rich";0.141642624234968;0.356765721507692;0.164604318153441;0.208458561659745;0.669176632800132
"safe";0.186891357717942;0.213990342470573;0.813484794258115;0.172671934980091;0.104799734598986
"strong";0.547927087486608;0.221198466559864;0.157061098645976;0.440152976382697;0.346649084769286
"superior";0.5718951086161;0.126826366551823;0.477367047749105;0.294055397522856;0.100456366138852
"unpleasant";0.516802192689309;0.276987338871448;0.299374974566835;-0.0238063234708024;0.308786328181896
"welcome";0.545023344349459;0.201306871248971;0.546373244910393;0.143335119128033;0.0912006030838043
"worth";0.588190341016336;0.243741414172274;0.417912601509335;0.25545949197076;0.352445085998784
