"MR1";"MR2"
"accustomed";0.622801360062516;0.345747940060159
"afraid";0.661433442518783;0.537637753139443
"beautiful";0.515503085555437;0.639244912293458
"best";0.62683107235331;0.314461876171099
"calm";0.590672817729694;0.285802676418997
"careful";0.266865453066507;0.569611942252671
"cheerful";0.551031340349423;0.672690742734693
"comfortable";0.589655421146816;0.41516198589394
"cruel";0.652706899083572;0.257102503978066
"curious";0.649178102422233;0.443546337901949
"delicate";0.560947012451215;0.54078710889681
"delighted";0.305928569095288;0.784414079637873
"delightful";0.476366583511792;0.363011774029042
"different";0.650813264731607;0.437022380017284
"extraordinary";0.666188529102893;0.585946625217332
"extreme";0.613090089698734;0.455748565586323
"fair";0.551130791149519;0.584175333760766
"faithful";0.664192128288069;0.194908634967666
"familiar";0.700079788567209;0.231623609233902
"famous";0.28565903006632;0.50999766228663
"free";0.643486657833547;0.472384275851819
"friendly";0.408278313642543;0.525631700742948
"generous";0.610448446689948;0.391104109620709
"gentle";0.642293918958182;0.503701962850948
"graceful";0.550090438035326;0.289792351926965
"greatest";0.630129044640497;0.433351141962118
"happier";0.390099183803576;0.725060695887703
"happy";0.512798955134095;0.636089325580456
"harmless";0.622388280758928;0.228257951034172
"honest";0.594656217611274;0.513691437136576
"humble";0.589862054937747;0.494016131686121
"independent";0.567351689843809;0.19211950380644
"individual";0.403730346543812;0.467518133420241
"interesting";0.584649584300786;0.288194395446056
"loose";0.39479652151009;0.296708784105275
"married";0.481509470333464;0.577567123774704
"mighty";0.5926221214463;0.34727361359747
"minded";0.722472992328482;0.154576358772725
"moral";0.653274508613466;0.421329947945784
"mysterious";0.516843643335542;0.546005465314175
"natural";0.616932689664208;0.473063060782292
"neat";0.191632454142337;0.716412766376048
"pleasant";0.485404608240502;0.629961394722272
"polite";0.0992943880337402;0.536906157881455
"popular";0.415850227946066;0.418177657973319
"professional";0.391004737399337;0.600019442463695
"proud";0.559241162126627;0.516560048119415
"quiet";0.502275600533968;0.66690424709402
"reasonable";0.216128272736303;0.631513151932207
"rich";0.436621240765738;0.636843085661809
"sacred";0.542416295749416;0.338406961908788
"safe";0.458996265793009;0.59122669890874
"selfish";0.468595953608454;0.23176569338611
"smart";0.595531344182711;0.23999534813988
"social";0.436655634514627;0.30237981163419
"strong";0.279413151726283;0.733930354341326
"superior";0.387040441402383;0.49904279733079
"surprising";0.177204583880113;0.728392623867405
"thoughtful";0.559479432705159;0.580960183788461
"top";0.256866753226413;0.399219949732537
"weak";0.870358786418151;0.113096149507389
"welcome";0.16433759384361;0.833420331818401
"wise";0.519748297895087;0.272057921906462
"worth";0.494712772730054;0.685212486640666
