"MR1";"MR3";"MR2"
"accustomed";0.130616146992504;0.295521326061044;0.671565805532105
"afraid";0.591705677272538;0.265737397127249;0.312907351882951
"beautiful";0.228812606857587;0.000226505159614819;0.680937683352261
"best";0.272567566922056;0.283726955992981;0.358516669555591
"capable";0.420862211225034;0.331765717983446;0.180154368940409
"cheerful";0.567459084569996;0.263472668626919;0.352450189912139
"comfortable";-0.143288770523209;0.610552819705401;0.0100892690824899
"cruel";0.594867977711123;0.231020124235547;0.186501373736913
"dangerous";0.245581190382726;-0.0472649451905968;0.448942166146813
"delicate";0.633824270105689;0.0401033625904583;0.186008417783629
"delighted";0.225944748517533;0.476308686003512;0.545610721102131
"delightful";0.452463063087167;0.12235758349228;0.606615977905799
"determined";0.371237158929527;0.379780980217004;0.119068849807167
"different";0.552670745621893;0.515131189496528;0.0295204128277474
"extraordinary";0.0993136034969195;0.246759663974555;0.586227170972623
"extreme";0.574511254390135;0.495221152953096;-0.220504664714272
"fair";0.416568162060183;0.376235954438089;0.118486964831099
"familiar";0.105650587602482;0.0588066033463273;-0.230920332951817
"free";0.529389563670553;0.282809570846004;0.52557322612515
"generous";0.621272756226699;0.272191555306341;0.285388121855614
"gentle";0.744091141148813;0.0000891100224454432;0.23265028221182
"greatest";0.564198397727734;0.293127149119237;0.403564384762054
"happy";0.553173326320237;0.343771450536781;0.0922409054891839
"humble";0.736594992581956;0.0565258753316185;0.319553969846212
"improper";0.49833882429885;0.427927651355797;0.236823047332902
"interesting";0.673551060503164;0.283330859187446;0.191648991722012
"modest";0.0875352209079803;0.233915742126604;0.58466910155852
"natural";0.687324992194962;0.119673636650204;0.132574168521312
"polite";0.14155286678836;0.387058399990061;0.28020721609349
"productive";0.186129998850717;0.51003920392954;0.193786611011826
"proud";0.477188597904703;0.50364981726196;-0.130782901914066
"quiet";0.296549150129819;0.538196677182858;0.404040221320336
"safe";0.787847877929469;0.387967656863641;0.00310801616251232
"smart";0.620919187881798;0.179619990085849;-0.0774807049839933
"strong";0.484828731075634;0.623055776836941;0.1720912466665
"superior";0.406356700835693;0.659968150183884;0.187744392635429
"unpleasant";0.59896178329661;-0.0972595211940618;0.43357564340339
"weak";0.670414913433736;0.415882464444904;0.259812952345262
"welcome";0.598254606331925;0.251419715126311;0.174933506616503
"worth";0.354493356237535;0.246717604123134;0.179748816722136
