"MR1";"MR2";"MR3";"MR4"
"accustomed";0.335931511398294;0.298206275622954;0.0836474000355419;0.455888324559552
"afraid";0.560414318933586;0.186603826043845;0.201960528228956;0.303549728754421
"beautiful";0.267164446680749;0.513121440203142;0.116677006227178;0.205365643928836
"best";0.473600089826267;0.302048410907377;0.314794085323442;0.0722936695065536
"calm";0.393861151085432;0.567723925612145;-0.0687370448365574;0.0990108782603889
"careful";0.435788318722017;0.228247855706301;0.542185973116694;0.220689796276497
"cautious";0.561666225403653;-0.137281611628897;0.481127151474722;0.109999392014474
"cheerful";0.389869592070249;0.517057257577861;0.47897949983833;0.117840921139441
"clean";0.390696332200305;0.295917274035666;0.427365566124947;0.196479113778887
"comfortable";0.264781737674477;0.329830113120964;0.441073483730509;0.206186642300451
"cruel";-0.0353297242083805;0.16870308753501;0.352252798340081;0.266597561561739
"curious";0.459356882648363;0.372887992342871;0.171730646223572;0.370174018173647
"dangerous";0.444767024789795;0.259117526953653;0.464914424868122;0.0824091996077573
"delicate";0.324880059457644;0.220790689067139;0.211193566817518;0.415731923154862
"delicious";-0.0764668128460539;0.632027254522839;0.283770870096896;-0.161280222995816
"delighted";0.455364536824369;0.32646581434966;0.28458391841652;0.386106233802175
"delightful";0.163388286691646;0.452709669821976;0.351257844048235;0.417713533814338
"determined";0.558026833940955;0.232289737613946;0.207395974561211;0.0988589438470343
"different";0.440177082205727;0.393083374816394;0.113457331741036;0.350611141099747
"energetic";0.267953126217988;0.318066829456668;0.411790609512578;0.203992028388643
"enthusiastic";0.159069087118689;0.620978738165827;0.0186177946389674;0.118941433089929
"exciting";-0.0141209409614712;0.69042119083076;-0.139058768290598;0.0877824588771212
"extraordinary";0.402653898779426;0.122069221692735;0.317892895869032;0.53158245701466
"extreme";0.564808692110021;0.183449404648477;0.0946850321228336;0.554594525858689
"fair";0.427329076725683;0.261089108169404;0.227803770984527;0.147117263259433
"faithful";0.180644746823467;0.597176436230837;-0.162733417137452;0.335808827487464
"familiar";0.067603706156828;-0.00990700872248443;0.568429791334642;0.461217654327383
"free";0.0975314431999178;0.366852733259111;0.237077348419535;-0.0605039228728165
"friendly";0.608588532498786;0.232761361663414;0.218818383121942;0.213794763592791
"gentle";0.275586855404559;0.537487993125578;0.336293877223434;0.249302254840588
"graceful";0.0512918879424787;0.319705750737935;0.220353876760059;0.387707309761799
"greatest";0.312073110569891;0.130072225271822;0.274857523951623;0.540020049375327
"happy";0.199830103373944;0.507920127712436;0.400239899655941;0.232462483661495
"honest";0.449985293072328;0.0374563619818328;0.338957591174483;0.100175217756792
"humble";0.284352575972773;0.302307296689483;0.358854502699331;0.240611744850027
"independent";0.510807357955366;0.163907652127037;0.0783890726172874;0.253818087543874
"individual";0.703314321785471;0.0494821706908876;0.0454310549494724;0.229457725023388
"interesting";0.305796012078263;0.605306441543987;0.126073731761569;0.10437486684033
"legal";0.486235145086177;0.102449364270031;0.239462955372671;-0.0698425467979694
"loose";0.044389934936468;-0.0896117735188377;0.24466134574492;0.648236319817333
"married";0.371296565236618;0.0193247154102445;0.498153813397339;0.359903574579985
"mighty";0.491277226910684;0.428432542650667;0.12832897900304;0.182610632412587
"minded";0.126847337668759;0.251881813198917;-0.0200078926516986;0.445856028394961
"moral";0.280863031336706;0.151618065172909;0.608710086078189;0.0305934679773191
"mysterious";0.637998133336297;0.149033060593044;0.100242717175091;0.12587199829751
"natural";0.600685478106122;0.122129473972014;0.357445931757274;0.149706835637169
"neat";0.201786370241004;0.368183557195297;0.480035152057025;0.255760605587561
"original";0.275770269674414;0.110624262852913;0.222160347233827;0.636961401592029
"pleasant";0.390918609030536;0.439610733868109;0.251088533514318;0.145987227995413
"popular";0.125913042242706;0.0422697066615151;0.426065895148972;0.107530590165587
"powerful";0.536453614096213;0.232349141690227;0.184092171867253;0.178748222832594
"professional";0.546834015692229;0.127101675577267;0.243521815150673;0.318505094682584
"proud";0.521509772612468;0.369742783904261;0.180937122555956;0.196987234049773
"quiet";0.390402913612885;0.327478311109453;0.434942633904599;0.409225133455058
"reasonable";0.293666377737724;0.270443928820436;0.450428377150865;0.132327360957052
"rich";0.176645881436756;0.643882873707176;0.295188052573758;0.0920163574571498
"safe";0.352337660206239;0.462560369072517;0.353795190116226;0.224107387648092
"smart";0.496041030788294;0.261842910649872;0.335123284607925;0.584951983758573
"special";0.54159129267988;0.16970259953776;0.501659179550939;0.017527953526444
"stable";0.364730830081232;-0.220998034499048;0.410622570838073;0.34730209759194
"strong";0.483693708284656;0.382614503840722;0.289958102145955;0.25186858546128
"thoughtful";0.308178379229762;0.324616272934607;0.425969845549645;0.0932580241527586
"top";0.537262846945927;0.229732207308095;0.118331125292936;0.268760546619518
"uncertain";0.363655110590669;0.124354069184141;0.0826669706563344;0.462453704500217
"unpleasant";0.56796139960801;0.104796259809463;0.200605909659619;0.281277759307986
"worth";0.138301203664358;0.0183129130268939;0.465203668837849;0.23106391908488
"wise";0.123076738974253;0.583980643903578;0.397307360137666;0.14635288907105
