"MR1";"MR2";"MR3";"MR4"
"accustomed";0.105416652881526;0.471701166774888;0.461030751606117;0.0565587676029588
"afraid";0.324529843465008;0.719532648555997;0.214213767337487;-0.0530820446084366
"beautiful";0.517213105288137;0.523804346490999;0.218953390112953;0.130852518094086
"best";0.242954737331934;0.346476653874983;0.465311266495854;0.30555785741017
"brave";0.554434970379899;0.185320081499061;0.40393509528406;-0.0206986680314945
"calm";0.19265280394579;0.233116099248361;0.801423668671335;0.185438606501337
"capable";0.332488445317118;0.322755351721232;0.548775342774788;0.160303580237197
"cheerful";-0.0125910511630703;0.18781665750644;0.488022411273154;0.463431288865219
"compassionate";0.564253782443556;0.38625627183236;0.0558177978676037;0.130333511806857
"cruel";0.540075653537274;0.0531709813978262;0.237824403312404;0.244133432640154
"curious";0.189133425036785;0.683791559194522;0.336112099210519;-0.0315417560397589
"dangerous";0.480154060551106;0.226337414228896;0.384096544010653;0.241813126017668
"delicate";-0.00501343478468635;0.487634169110061;0.40393393299541;0.116413172970887
"determined";0.135277594212919;0.148980174056453;0.647343719825074;0.12372214894096
"different";0.34568451997517;0.0610669347651886;0.549429253926151;-0.161496582731167
"extraordinary";0.617232509477588;0.40441332482296;-0.030201939896815;0.107000901138408
"fair";0.268753430482884;0.635896894680212;0.123749158854291;0.290429218760299
"faithful";0.734246373796986;-0.00679478399850335;-0.0635243441027719;0.00564393292361255
"familiar";0.114741920644667;0.736464473565437;0.0818808500303592;0.114975159357697
"free";0.572190000781283;0.299142658403438;0.308007862549738;0.180102687155392
"friendly";0.6820652238215;0.0752892414316945;0.497145886493077;0.0398998644589549
"gentle";0.661250459325034;0.231482957041872;0.120951151249667;0.0159104585294098
"greatest";0.634032353753064;0.291022486127023;0.292079778084652;-0.200522028456089
"happy";0.638347950191339;0.107231539521369;0.364769897900223;0.149169698350058
"honest";0.13734951505424;0.335822221282228;0.58048586397847;0.320709570812555
"loose";0.668194472912084;0.369395791009889;0.127792044961485;0.127371380602287
"moral";0.43446969927212;0.199517720167914;0.459960745861669;-0.0983476303047717
"mysterious";0.0383581709593307;0.642678278889724;0.40390574442275;0.0211853380234596
"natural";0.261554877431419;0.694239725841135;0.242014495849402;-0.18713341668743
"neat";-0.00273567105030598;0.586483180568766;0.0984451994024213;0.21698250824355
"original";0.755792448786963;0.142628401881252;0.0223537328520743;-0.0378559686116982
"peaceful";0.318035226216789;0.0503179726362187;0.464357763230536;0.0139294531882865
"pleasant";0.0856174632760493;0.656120555446388;0.217468244909671;0.324261571828256
"polite";0.634058459487903;0.0203052128067126;0.0903591060368749;0.1068337653996
"popular";0.0984120987658731;0.636114400410654;0.0292218789533829;0.147426900255074
"powerful";0.194618353361977;0.280942552762539;0.140289844716078;0.478416332936001
"quiet";0.524774104640768;0.497118516141996;0.0903848596765314;-0.129689964528724
"rich";0.579307341151796;0.102183347572059;0.357097013125652;0.149908876394205
"sacred";0.626995600818888;-0.179339254553203;0.105816368318258;0.233257250639831
"safe";0.295755145230864;0.492776385376832;0.188575726346024;-0.0102721853901121
"special";-0.0325241192067761;0.740392877532375;0.0952356072458843;0.245254593069975
"strong";0.232031877351784;0.238999686900554;-0.0592025551681445;0.825370185834111
"uncertain";-0.058578187284941;0.232755588260517;0.577566098928805;-0.261836716849488
"weak";0.331793981149258;0.420610173544657;0.211288749945545;-0.0458467945660914
"worth";0.317765556050949;0.41409643737719;0.369081431107665;-0.0577135125760667
