"MR1";"MR2"
"afraid";0.67128200446598;0.234232575256785
"beautiful";0.421810147441362;0.527031089965017
"best";0.707998002830619;0.301158822090027
"capable";0.474843391189527;0.504218226278664
"clever";0.616642842898024;-0.0101603722590009
"comfortable";0.740708279133069;0.0787874556218338
"cruel";0.290287363040516;0.617940927840384
"curious";0.322901948699277;0.389856258472527
"delicate";0.79947420722621;0.293214295884547
"delighted";0.425972869120262;0.598083808245865
"delightful";0.607875564989669;0.273869279981171
"determined";0.421014994972972;0.42492523277328
"different";0.170057724809915;0.450837141335832
"extraordinary";0.486424294820256;0.424267943140426
"fair";0.76747327229424;0.207842781312755
"free";0.77496011785964;0.0394520697318874
"friendly";0.312163826269068;0.569587239874121
"generous";0.80612709076153;0.325219758052177
"greatest";0.464292498492996;0.463415381380867
"happy";0.177118346024041;0.310096369446397
"intelligent";-0.102371727088586;0.559526257709877
"interesting";0.382328672000886;0.53923004396325
"liberal";-0.135932266710225;0.613416370177415
"married";0.706293239451731;0.362334795790845
"natural";0.651667283386827;0.308056307665769
"original";-0.0716241676243737;0.734785151414175
"pleasant";0.442536856313995;0.421686383139387
"pleasing";0.309075615853741;0.627364147539331
"powerful";0.356335068255691;0.674213541223778
"proud";0.197124772331495;0.573482939590528
"quiet";0.334582647563972;0.464347929046064
"reasonable";0.577822531963652;0.265844082097889
"rich";0.623443168410928;0.355245858247828
"safe";0.285932099727466;0.101809428417643
"secure";0.550735007795171;0.253980555112982
"sincere";0.568324964159075;0.466555583675276
"strong";0.694047015979991;0.0302985775675669
"superior";0.449398463588793;0.671073329545218
"unpleasant";0.513296081851238;0.346027780532113
"welcome";0.803172691843094;0.222435734160768
"worth";0.0441078266442817;0.752232358566537
"weak";0.743788537170595;-0.00202701637864594
