"MR3";"MR1";"MR11";"MR7";"MR2";"MR12";"MR4";"MR5";"MR9";"MR6";"MR10";"MR8"
"afraid";0.481064765361564;0.497995102365818;0.402907569919391;0.0838153836277278;0.156281138744273;0.291614561906089;0.176762852198791;0.107823758826456;0.205919964919473;0.303049495086232;0.113298748069867;-0.0712976637683531
"beautiful";0.173837418467794;0.197409487855434;0.0984296838969067;0.0988212462258753;0.726179134348941;0.0557938913826204;0.245957517886485;0.245362816765781;0.0448457676569946;-0.029811564839314;0.0996080469795719;0.0427404943271312
"best";0.478655148740942;-0.0533025382996702;0.576406445062332;0.185887069448637;0.0551941330488114;0.0158332797637797;0.1527493195318;0.336243617221642;0.126650743267815;0.181130127574467;0.145960566450556;0.420950728615262
"capable";0.36466949596732;0.48199176332456;0.205544870573734;0.336120787648848;0.143346554608658;0.469250415991227;0.176254152365938;0.149155185324363;0.0545459884158246;0.0605156570671003;0.00663010713663412;0.0679289701147374
"cheerful";0.135441283979935;0.275638052552381;0.0988949889471968;0.15462301374133;0.316097256903477;0.257064574697395;0.334038811269539;0.137004577988786;0.491209716920431;0.236959511529935;-0.0471702581037742;0.411687366003368
"clever";0.420762497563014;0.216477724856286;0.21920891745139;0.358706703251446;0.0692793343459065;0.201434931430952;0.405617610456091;0.107888556157193;0.308535177160158;0.0497074314134109;0.328283616835902;-0.0758659465546796
"comfortable";0.30254752088082;0.402264330751322;0.344712793617053;0.281974119281465;0.195749937655932;0.20101319369095;0.217301005610612;0.201937469412399;0.181100449920724;0.266980017411483;0.221499014877322;-0.0362320829282634
"delighted";0.338870735398636;0.155506043077838;0.150270741533939;0.248730051576574;0.036505649831525;0.143880346678811;0.0855863433261645;0.0730526064682406;0.608335703919709;0.19251164661095;0.169398733002006;0.00338853763374289
"delightful";0.277664316738768;0.305940624655271;0.335801548121257;0.437931974234416;0.0113900087627845;0.412953863733495;0.279684396045599;0.300502345217943;0.0204857411862489;0.0375694193426314;0.0371421607232091;0.146440592145389
"determined";0.26049357124166;0.276948176260282;0.48175930886356;0.359327258459829;0.199599867900634;0.328893042211456;0.176616512269691;0.196557134631531;0.195070953053467;-0.0686612177037186;0.0588942296720435;0.135454050043655
"different";0.170542506456637;0.604034412162581;0.244586148982745;0.408716169850878;-0.00494809999170749;0.112486469662482;0.184011636094561;0.207540344186398;0.166622116007933;0.190655517639628;0.32971185437182;0.258094082321787
"fair";0.180912160230941;0.359023584583824;0.222456475742255;0.0981916187607349;0.36224300705905;0.170662948887814;-0.0273104304061187;0.0910960146344025;0.0689998905562311;0.182110704841626;0.684101141950782;0.0231251579907038
"free";0.174534433121898;0.0809418375817005;0.0279755351639951;0.157946828539516;0.834665527836795;0.189603880455134;0.00664474296671602;0.057822165000277;0.0531368488344402;0.0596811865417331;0.106487774825444;0.00420802372590582
"friendly";0.218760511035758;0.197773091499142;0.335799739300822;0.15063334514354;0.0840542764456374;0.694949481781327;0.125370053632181;0.151290831584185;0.178440847763731;0.201466225687908;0.081722486332857;-0.0398825402951852
"gentle";0.632025009941073;0.371630881726759;0.220452483888164;0.271798668005232;0.200622791167357;0.288149763556107;0.00360970064287718;0.142156356033158;0.157724907946248;0.0384474821318327;0.173598821342023;0.0909159948008215
"genuine";0.108102357532758;0.323119825228287;0.823615158140413;0.0651649631400876;0.11724182351698;0.171387972626793;0.1397930729928;-0.0533717484968954;0.0518519784768197;-0.0489826698170687;0.120656549141958;0.0743318968232532
"greatest";0.284155484968045;0.258374877037935;0.566939303494851;0.237628197796858;0.230904644527029;0.26694064461787;0.142824710855379;0.21463902630157;0.242057421049233;0.158720769368209;0.153356263496402;-0.0927898823396484
"happier";0.386690420630105;0.195574694120995;0.344661402282554;0.413128998069971;0.0968378669158911;0.211006889238334;0.125678682358883;0.0503754106329341;0.169680451015583;0.262661263711354;0.18373108105382;0.147115676091532
"happy";0.327024498798761;0.104044063855862;0.00193427046336012;0.152114556376038;0.411809985073212;0.65005401900046;-0.0822153860586175;0.103243582693166;0.0855431294649722;0.0327877336123885;0.157805035692801;0.0596731602372116
"honest";0.483957451426837;0.200118850316379;0.193845698385833;0.201084078501303;0.224957467617034;0.340842969404957;0.238824842239329;0.414857298181318;0.0851979552694157;0.107029954957809;-0.126623981965668;-0.0914239896004038
"independent";0.0501313604951362;0.218445541235157;0.136047066119119;0.205590695167858;0.349597711710933;0.209778816680031;0.109934340760308;0.810622432042393;0.105460321922857;0.143259859103307;0.125179347095385;0.0755713117699344
"interesting";0.122857170123348;0.556114063364914;0.242382945987555;0.467621966112541;0.277833510519468;0.159976695391468;0.130020586216649;-0.0943454718025219;0.299853354571901;0.121733519690536;0.239715361444923;0.0708002106603106
"modest";0.437085733545966;0.237589019833905;0.476198032701397;0.314478585285469;0.0837117679138283;0.0708337667687116;0.304207869669178;0.0626563340939744;0.130966134487361;0.259334337644751;0.113222075792702;0.0597896784844093
"moral";0.24142844455456;0.203262695298027;0.57451200096795;0.219723993535614;-0.241763510018247;0.0811605114845054;-0.196065758130128;0.204842893373505;0.0117565161225622;0.342527844341224;-0.00962626162668526;-0.138281279375291
"natural";0.412123817469725;0.330075182582098;0.445505569290861;0.461528739887098;0.238422939178894;0.0493678125108399;0.117019997461071;0.260350588760464;0.0974671793646405;0.0527681960230308;0.164086482971792;0.118266823512351
"pleasant";0.426799679241469;0.507418743620001;0.458564977834446;0.139792706971307;0.0275088376408872;0.089882838382166;0.231183398673533;0.180902893312262;0.295219388012683;0.129497219498255;0.000488309785094049;0.0243104930299187
"pleasing";0.0855274858261139;0.196930939454426;0.0716257841670888;0.124649918266125;0.0359577627904482;0.0957442191195367;0.11351820719225;0.0804975923189865;0.112240481590987;0.762346150096369;0.0831866192649337;0.0501105925604986
"quiet";0.46366436109222;0.315252226534215;0.36570551633307;0.293242041096687;0.221105345091053;0.252648827795788;0.238348150286501;0.110864123887721;0.152804651090819;0.0272150492268041;0.36864158532968;0.0523719663269315
"reasonable";0.437557894066143;0.4371787905534;0.379834541127572;0.357274631552477;0.12451891311834;0.139225241608897;0.168127001934153;0.192964801391587;-0.299908841940526;0.0937237877789434;0.0572553355551123;-0.021129339411025
"rich";0.742966129674154;0.121145658776021;0.194357274134446;0.0293911504106123;0.241982499405924;0.241369364386522;0.147927348461637;-0.0976892000330275;0.097073659223832;0.133128946129939;0.0958121938104902;-0.00215633221646444
"safe";0.113945311741774;0.656492099815644;0.313583536282238;0.212218371658052;0.140245190586755;0.149753227150393;0.0653574536501125;0.215931197588689;0.065114924396218;0.176315758292282;0.0648651696546342;-0.0360719234603369
"selfish";0.114932163726224;0.219057043982881;0.141687854909464;0.764102234899884;0.203069464440926;0.159063028808332;0.122026412411998;0.148471118618829;0.107527777081215;0.182419662300095;0.0216516187685321;-0.0220815091512386
