"MR1";"MR2";"MR6";"MR5";"MR4";"MR3";"MR7";"MR8"
"accustomed";0.0926552954262588;0.880139460177092;-0.0110208682279228;0.0314183855847562;-0.100847410293525;0.0643239991175482;0.122341796463582;0.0986462859318678
"afraid";0.597595206840565;-0.158540972034576;-0.0776138135816349;0.175574556189979;-0.0640492427721381;0.404963885602613;-0.0152301807351955;0.159160364973819
"appropriate";-0.0962302862239556;0.676318097867439;0.373354277631405;-0.14931264974356;-0.0215286547073024;0.0618798838831302;-0.0054384387093969;-0.0683780341548286
"beautiful";0.097994719748007;0.147243657780491;0.674030973951301;0.180365833331599;-0.0602301454652648;0.0399271863419608;0.0993950231775459;0.116394668706558
"best";0.43751416891253;0.184333455850339;0.181618022037642;0.338704568214535;0.159433736770624;0.0082408377964439;-0.158369769557817;0.24610232804681
"blessed";0.510157606388233;-0.0454823017815653;0.305454166191203;0.4154894973089;0.153621137474117;-0.022442087827547;0.293262413788607;-0.259938189583324
"capable";0.00908308285543614;0.0592577321842734;0.0329082964484259;0.0211962434050438;0.634665964454099;0.129299429879821;0.228438832719646;-0.0911725191281714
"careful";0.149514297579108;0.320692118824057;0.172876710657174;0.609633569494505;-0.0857715077130759;0.281094032938875;-0.0825427594252907;-0.0191948071137631
"cheerful";0.286295642615925;0.26176348001128;0.126024198737794;0.637504064925646;0.0150193980072724;-0.000346953478471288;-0.001957760266095;-0.0479607950785115
"clean";0.0294350657427182;-0.0145223513804656;-0.0918928622290014;0.470682567528447;0.552517798621407;-0.0128415150193683;0.183413043495912;-0.0420842218597302
"comfortable";0.577190611210175;0.150489551226704;-0.0219635342503601;0.119324017425801;-0.133903575871971;0.380565685356777;0.141753107659978;0.0844954560274758
"compassionate";-0.00850189447867975;0.594023840485261;0.0142447078913524;0.408541738239545;-0.0493913642968501;-0.082855285384102;-0.181520859879583;0.0126057944208913
"cruel";0.28014968822378;0.145542074338272;0.547818554842222;0.166767352104492;0.130719393533597;-0.195575681327977;-0.223880792931503;-0.113816566305108
"curious";0.312559330725535;0.281921355593462;0.455434184776856;0.316985191469729;0.0956160455883204;-0.0534010019273976;0.14955546451044;0.115898621333193
"dangerous";0.0885860991527315;0.248579252716689;0.776552657340939;-0.0388197828760285;0.0941571155620987;-0.024531310315665;-0.0361086494455893;-0.0320951491332196
"delicate";0.0832693696774865;0.546985881124171;0.34957184370349;0.243712748932416;-0.0134090084357568;-0.0298231083461836;-0.075057902144831;-0.00296522039251012
"delighted";0.20676443354276;0.0573053893433655;0.275940961347444;0.609304280827262;0.31579544054619;-0.0494487239385212;0.413465253517513;0.0380717580855663
"determined";-0.0875868168163938;0.0516855126562068;0.151829528167468;0.052108584045129;-0.219074608471847;0.0738868118364721;0.077591011905636;-0.113250311977319
"different";0.649615915833781;-0.0616057912864246;0.236569957255288;0.0656004064273976;0.117118778790651;0.190106094803475;-0.00790060093510201;0.0632087737215747
"extraordinary";0.347117957059793;0.00629183352748834;0.125542968865904;0.191094163447513;0.0658240423272449;0.0780460269118077;0.0462183349361936;0.296413107181156
"extreme";0.316584069843193;0.180143440697167;-0.0663339363424749;0.195448274235849;-0.263351146326787;0.377584888164905;-0.0269599295540665;0.162090735088578
"fair";0.208326161450706;-0.0547680211368368;0.160389382389856;-0.281899206696279;0.00579179948428823;0.425492207781728;0.0419358818278236;0.353197538876279
"faithful";0.711229898616776;0.105504626808674;0.247306251779472;-0.0938711239547069;0.172881502913017;-0.0269789567892679;0.240436533533434;0.00740714225111279
"familiar";0.172416504117373;0.0766000955462614;0.386826540651437;0.459330761676506;0.0278363910179108;0.110358306790525;-0.199473403830545;0.252584713607132
"free";0.358412101853713;0.0745144846280891;0.355705888033922;0.0886990987529611;0.390441570433987;-0.0646138551957208;0.364614333140658;0.0587604683955123
"friendly";-0.0829602755884549;0.0567159079103445;-0.0295748031021936;0.47240896850589;0.641962418890688;-0.0236167186825921;0.0495699947990311;0.0365882348465066
