"MR3";"MR1";"MR2";"MR5";"MR4"
"accustomed";0.113390674450407;0.0954701073816793;0.838432449475657;-0.00790557760544169;-0.0897233031622966
"afraid";0.699881415085364;0.00939595844108738;-0.101076791379142;0.322827848134377;-0.0356331823529982
"appropriate";-0.0865102975781684;0.356146392982734;0.638906033882412;-0.246605147740217;-0.038217745096161
"beautiful";0.0100419513622631;0.620740386622153;0.193832688957172;0.131775016687873;-0.0847797761006089
"best";0.245663146613699;0.266037953360812;0.237108799488645;0.41714275823445;0.0972839423779824
"blessed";0.161995683413854;0.423643700062064;-0.065189045530263;0.611240355614535;0.165769891017566
"capable";0.0419308135522092;0.103389974747431;0.0472557522560305;0.0136466734363201;0.671634826457046
"careful";0.161256205311289;0.0703749515151401;0.446119409545995;0.475430127037443;-0.0450683279182432
"cheerful";0.0512661614040985;0.129223342711474;0.338736760685609;0.656117254505281;0.0128708012964063
"clean";-0.0764860702686464;-0.0616935378121495;0.0454990001808112;0.448722792640281;0.5883378947254
"comfortable";0.658705512927175;0.107287030780948;0.164052660672838;0.263661269682734;-0.0901300271159668
"compassionate";-0.151581856736017;-0.027114680278255;0.651932742391446;0.312613439938942;-0.0747428337038234
"cruel";-0.106056874747983;0.551493667737819;0.129109355521113;0.257125975280161;0.0354269301800396
"curious";0.0806692305178486;0.537421594355791;0.300932306454812;0.372698816664953;0.0596223345221056
"dangerous";-0.0837331144482528;0.741877645822131;0.234417180068403;-0.0520964372370509;0.0298170047728296
"delicate";-0.0732935612535164;0.33672315587817;0.570563666093461;0.186652998818346;-0.0499344159235404
"delighted";-0.000340211654524525;0.344384974253117;0.117710883773309;0.616346577045678;0.336847742690612
"determined";-0.0451216715451252;0.0756711125540565;0.0653705121280471;-0.00460213938029255;-0.188254503026122
"different";0.516416361652943;0.383898571274072;-0.0731561344690631;0.280465554166256;0.0890839305842487
"extraordinary";0.305599636403431;0.215969787184713;0.0507074162598737;0.260652814912822;0.0465187014796428
"extreme";0.495147206748013;-0.0620456524217964;0.25596442531159;0.199159026740862;-0.225339075134386
"fair";0.538085701971869;0.195570676193178;-0.0197620146038163;-0.280973443004976;0.0217637922640113
"faithful";0.42246588503123;0.528533795627721;-0.00576304628891944;0.230986792147743;0.131638530196496
"familiar";0.115191895629339;0.294364942347516;0.209177325313163;0.361808223305956;-0.00370547448841511
"free";0.142572005917646;0.541859250013594;0.0253160506807982;0.239036700044665;0.372215635720185
"friendly";-0.161849732561868;-0.0448522229542378;0.144231678952233;0.374334870066771;0.650413898971288
"gentle";0.269346339034334;0.481294267197338;-0.118431912336447;0.394244795002672;0.226383590515939
"graceful";0.00869939992259948;0.66053633592036;0.152006214233216;-0.0206460055000837;-0.0487740211343033
"greatest";0.445928420327857;0.279498998925495;-0.0430623035987793;0.54432383966952;0.0427763100652657
"happier";0.2615109908086;0.122543096914136;-0.256005645761014;0.502890681689486;0.267417231152206
"happy";0.248605898690303;0.27761697424539;0.355562457764573;0.229692366959858;-0.0329227664167657
"holy";-0.121409257005217;0.0925584451168487;0.575899866995945;0.0101958389073191;0.513253584097943
"honest";0.0575589275532326;0.370265009122408;0.135762811327865;0.347060314906808;0.476620171160653
"humble";0.224426064880021;0.597630230572045;-0.112823868748949;0.268784195515784;0.2260045351057
"independent";-0.00380779019550019;0.164935186815591;0.488655513287865;-0.193902760176374;0.396090539939306
"intellectual";-0.08136432346425;0.122025702692063;0.762559281509947;-0.0297307738109109;0.195647169133353
"interesting";0.269816967112404;0.487133791064531;0.160801581317957;0.0503931154756484;0.0110757348246482
"loose";0.168711318507484;0.271260191325575;0.381469428234989;0.303861968327336;0.00506254352348332
"married";0.113492730369573;0.0618333443011836;-0.0331675312009877;0.472663639492264;0.0617147853185496
"mighty";0.00102465814671572;0.0572153683223812;-0.154128579298631;0.235942199839279;-0.0582919579464124
"modest";0.695974273913327;-0.0254825569685506;-0.083761821502362;0.250804126947241;0.0530432875040952
"moral";0.523549919163754;0.34207067811113;0.125508044348166;0.0659776841219655;0.143061928043681
"mysterious";0.29993165975305;0.112119448903945;-0.135181344720857;0.0168175132142338;0.526610314575223
"natural";0.187213662685584;0.304050411328952;-0.000706618493982278;0.453296582044095;0.104140796658455
"pleasant";0.557417067700521;0.35405510755577;0.0574019669660069;0.312364984820825;0.0241358792652485
"polite";-0.0913306742067191;0.172032589328611;0.688357802163142;-0.087165500716299;0.00360320349795999
"popular";0.199484239155762;0.14542806954263;0.669908555074125;-0.0147700815645282;-0.00843707832622957
"proud";0.20519006108422;0.615713112585411;-0.0847666350680266;0.376551287034107;0.0793092669199185
"prudent";0.26467064737529;0.212545355259176;-0.0364163983705289;0.0238402200137714;-0.100136183597959
"qualified";0.663403613639463;0.146542518151658;-0.204382600305847;0.179775185327799;-0.0901226028950202
"quiet";0.378832756191319;0.38139055206735;0.111156355492519;0.287372617857614;0.0603318905548183
"reasonable";0.190325331465909;-0.130241246596184;0.198633066338982;0.0312287945328063;-0.160539199692042
"respected";0.547707233520424;0.0842986026454497;-0.0479693051143924;0.019891297222494;0.251705043555132
"rich";0.320065518000067;0.588778707860545;0.114324983676919;0.0508564181270326;0.0942699001436232
"sacred";0.159204284728242;0.207806566840032;0.0395894673331238;-0.0326518066459659;0.681857121051743
"safe";0.124656814633441;0.353419427388448;0.239707782549399;0.14271236459626;0.119302213681796
"social";0.205973681938744;-0.14972393762942;0.303255482968946;0.0646940981753888;-0.0831448036004127
"special";0.292537453073266;0.299358316795549;0.177797757683484;0.254812250071853;0.00869036117829094
"strong";0.462822802049362;0.318824411226654;0.180919663726592;0.358479547943795;0.0799112455235971
"superior";0.424473694489539;-0.0189812071634083;-0.119016167720053;0.411816119400657;-0.12325201943083
"surprising";0.642819682766637;-0.140528832185542;0.326859001450023;-0.198522875731753;0.116085116005683
"thoughtful";0.433049598160727;0.0186181119674678;0.243039339477762;0.114741899370634;0.215578601481126
"uncertain";0.389970845048566;0.28468938345902;0.0101543334120893;0.191924173776549;0.13274613632953
"united";0.381707148104785;0.132326565192201;0.28633246183064;-0.0315443097110288;0.106785027043986
"weak";0.472099548320853;0.119207054851733;0.0620698927763663;0.428629120194822;0.0873841313824932
"worth";0.527843123708505;-0.00603116201737862;-0.0672580347573399;-0.0793628529875809;0.0942932395066978
