"MR1";"MR4";"MR2";"MR3";"MR5"
"afraid";0.599572455728164;0.152595865231317;0.253666137837846;0.487598307660181;0.160194972733741
"beautiful";0.601771375513425;0.222897292809182;0.226091706449397;0.0913076139698112;0.179901134173744
"best";0.421753925751891;0.247617766331838;0.262876063024213;0.276072392088622;0.188796313588863
"calm";0.0934329524865235;0.590513054734066;0.083617434954767;0.197869503479548;0.295092783330405
"capable";0.15025627327386;0.31306697517796;0.308294087628332;0.457113734738189;-0.00348611485021798
"cheerful";0.339997001161996;0.453166473246957;0.0750784657154885;0.105328354245472;0.413273922001654
"comfortable";0.482405416302077;0.126272296469445;0.302219483556642;0.30074619490977;0.41274664662395
"cruel";0.278445220537794;0.161054706092121;0.49477941156246;0.0835763432622963;0.124037213044264
"delicate";0.415467795592706;0.527517351791546;0.437184853881206;0.131283729527579;0.117955437441034
"delighted";0.281709511836652;0.440488508479348;0.304802371594527;0.409662883808247;0.274968489940128
"delightful";0.593558579189773;0.208750754993161;0.169678909495724;0.327315766243147;0.123913159362529
"determined";0.532425740088752;0.608104403705251;0.190713583084533;0.0442042453613027;0.260324035955425
"different";0.414365248872846;0.645756649217553;0.231241587318337;0.276316956563308;0.113675247531945
"extraordinary";0.513367846302068;0.413631201726512;0.344285629727849;0.116205155948671;0.154030319323363
"fair";0.302130926430305;0.492068605137001;0.176252137908957;-0.000659288525809056;0.000252859081761893
"free";0.545914142225958;0.433001621029292;0.0672877206821955;0.403034064212114;0.250412973648438
"friendly";0.28246379172754;0.135408521690288;0.33558804272119;0.327312873715092;0.175971664286251
"generous";0.169307048406369;0.130294772266953;-0.0387936913961979;0.0960619850757585;0.63969416611175
"gentle";0.378404562304128;0.197387373153249;0.529189486594974;0.174683844449343;-0.0618889959559477
"greatest";0.366636933767947;0.501665790780967;0.30421725845864;0.447420176067045;0.179183630238056
"happier";0.360810994921288;0.374328709878702;0.11158152496224;0.598173969055615;0.270690089782562
"happy";0.0098961156911927;-0.0405703225510647;0.0396271565663951;0.489050524836193;0.0674331598826825
"independent";-0.137859177786309;0.190627761756816;0.716433324778138;0.174230941847675;-0.0212461988124405
"interesting";0.394716288977202;0.22694577908608;0.00184664636215232;-0.0413986653106712;0.198157172851021
"married";0.645721117129124;0.339499812172374;0.0496012496552681;0.287826555074296;0.339125808664532
"natural";0.474936301594496;0.459248171877715;0.297143350646294;0.0778672835632716;0.323667513242703
"pleasant";0.540588061643158;0.315692438123602;0.172204565306179;0.155188728990778;0.151288668223387
"pleasing";0.0348598662152093;0.193985043956041;0.283620318492783;0.399376873739615;0.357385256256208
"proud";0.500572246346508;0.150976854426273;0.406587266672382;-0.0409136097860818;0.17776121258524
"prudent";0.163184814780876;0.537387844561525;0.342194605040869;0.0366458921434018;0.100398275166756
"quiet";0.19423330600763;-0.0673192326549526;0.593230951601094;0.264764846852062;0.141702252804129
"reasonable";0.270473880078023;0.39623282317112;0.387071193577353;0.0439027078230767;0.417975510147525
"rich";0.243431218308753;0.71485360598348;0.0962019849494198;0.180510379652393;0.0526300711480509
"safe";0.189469223568235;0.220572630692975;0.501865897982881;0.119664459506889;0.143325902489543
"selfish";0.592873359728194;0.406444000885585;0.337870090891795;0.349941883493948;0.259776543720251
"sincere";0.380141928097304;0.37139437259001;0.302898436413446;0.407852561483676;0.402565134811783
"smart";0.750074584943302;0.2179066186231;0.0984285344071155;0.216882867901336;-0.0465809520139087
"strong";0.545587567069648;0.17217591952417;0.37989817710694;0.416904226247351;0.0412154339038471
"superior";0.534454983250711;0.216681440796383;0.535381893049158;-0.102379441033367;0.186496852691647
"uncertain";0.682246087470901;0.300012580517598;0.232860672050281;0.176762572543103;0.205738375482091
"unpleasant";0.420222074250988;0.482671418330975;0.0340278775670384;0.248945328476226;0.202017175836741
"welcome";0.134248599033727;0.0924027420127043;0.227612783528631;0.162189116842867;0.636278442739026
"worth";0.348312631957423;0.351200179554716;0.152224330676685;0.505463302963493;0.039205511926294
