"MR1";"MR2"
"accustomed";-0.0830011197214875;0.702132858770197
"afraid";0.686540037690833;-0.123051498327365
"appropriate";-0.202475542173357;0.671954486519106
"beautiful";0.250609526518863;0.456833799839034
"best";0.452115531697101;0.373597117963938
"blessed";0.622680738529307;0.242780944553031
"capable";0.164848628782408;0.196905133897534
"careful";0.275769852705363;0.441707674842767
"cheerful";0.341850787072652;0.425329981080733
"clean";0.222852341158268;0.177636968389339
"comfortable";0.592844893360924;0.131898575880286
"compassionate";-0.114101569641554;0.570786106984111
"cruel";0.23798080228451;0.422987874178663
"curious";0.391471662327982;0.563547396774463
"dangerous";0.146255661871791;0.543618826093292
"delicate";0.0310825104905389;0.670176210615237
"delighted";0.462190395899515;0.402961651285668
"determined";-0.0504129932361575;0.063231797672512
"different";0.694456378158009;0.113759241216029
"extraordinary";0.433517954414513;0.15304317058157
"extreme";0.336654377141393;0.114052325580216
"fair";0.318195131350893;-0.0187325471147029
"faithful";0.644116173841066;0.253242913865804
"familiar";0.330198450663165;0.354001534110075
"free";0.476899229764811;0.35977876295932
"friendly";0.122773980605348;0.270306201206212
"gentle";0.63720970500219;0.193715778815253
"graceful";0.201901616946831;0.42316696672999
"greatest";0.723163934568509;0.127013182621777
"happier";0.586446587167397;-0.068681430486963
"happy";0.316249405217274;0.429335703761015
"holy";-0.0941410757574849;0.6195154880939
"honest";0.39729442398199;0.411966174206678
"humble";0.579809690588528;0.241590303464175
"independent";-0.0869452603867492;0.523404997527801
"intellectual";-0.171160759600229;0.739245020531488
"interesting";0.368898997379004;0.344254266210444
"loose";0.292671952529803;0.476191363268943
"married";0.361356283952754;0.0653695706798635
"mighty";0.169069533209677;-0.0796053942204675
"modest";0.643051243703772;-0.119461890308343
"moral";0.5331164515019;0.239682838988507
"mysterious";0.37020441226057;0.00212791422019074
"natural";0.497131236818364;0.2042780800206
"pleasant";0.688389179792709;0.198557768627
"polite";-0.203148002862884;0.663867670676404
"popular";0.0397554700291263;0.598126370433277
"proud";0.599059652227753;0.265049779427187
"prudent";0.27651707550611;0.0258049298560046
"qualified";0.6575525301234;-0.171267790312941
"quiet";0.549748463902612;0.282488970336504
"reasonable";0.0346068908414137;0.0573431309859546
"respected";0.481698774382503;-0.0171781303564591
"rich";0.465095592898434;0.361667898746291
"sacred";0.265377035451396;0.221778715808895
"safe";0.259749683065284;0.399715141695766
"social";0.0437838035628395;0.151231557625559
"special";0.41673143878581;0.295663288579353
"strong";0.610225283432022;0.314543376179744
"superior";0.515491516175205;-0.12265298392955
"surprising";0.244312441393943;0.119223919700557
"thoughtful";0.353245834240552;0.21347396096016
"uncertain";0.506627701005205;0.14791739437483
"united";0.25990687044421;0.271185422102398
"weak";0.603855901730444;0.127418724845949
"worth";0.363713372566415;-0.114601925759669
