"MR1";"MR2";"MR4";"MR7";"MR11";"MR3";"MR8";"MR5";"MR6";"MR9";"MR10"
"accustomed";0.570507089808917;0.22123790072684;0.144121307688453;0.203026704678811;0.161975611943682;0.0788942055974361;0.302090986406789;0.241182962210166;0.176093627438007;-0.067812528754614;0.194166100690535
"afraid";0.532036713963185;0.0823862222333259;0.370665910934753;0.231972849591798;0.199872400739999;0.264216903128893;0.16661314116998;0.248585077097491;0.0724218480492363;0.344603499503101;-0.0357085912470054
"beautiful";0.322441537501444;0.283647581020059;0.318196394028932;0.347064574683765;0.299038789182908;0.229908648700469;0.0299191574917004;0.267947745544378;0.222044343845995;0.180110352679362;0.0864610185283647
"best";0.225499710674576;0.318602337072199;0.24747932114626;0.636972558484078;0.0858361009281469;0.30309519022313;-0.0978895389129527;-0.0500226480555672;0.0986166552692613;0.432167689921292;0.123177826512916
"calm";0.188784858433125;0.466733919615522;0.27571903962717;0.172844356298474;0.145735080190959;-0.0820024732510007;0.0331391280813614;0.0974990880948472;0.674779441751806;0.155465305114804;0.221723546538846
"careful";0.177328089578122;-0.120842052343339;0.120911015155889;0.600370918590621;0.152569314273081;0.180297380886878;0.38747849892943;0.17144764300046;0.0476171500907024;0.118755650107186;-0.124098061224287
"cheerful";0.426904671153995;0.497269583212821;0.281425750715779;0.277214889659741;0.261351548731985;0.0840077798411443;0.145704213550399;0.110474326790932;0.152980708868186;0.265198242177493;0.157721800903899
"clean";0.632890216419145;0.453932800459261;-0.0322464486205087;0.159335124824714;0.0431007461855917;0.155477192837293;0.0431556621554451;0.194507730602282;0.0510940059849023;0.250619655598486;-0.0412236089415722
"clever";0.351471265994133;-0.041361017312418;0.107331179135583;0.182278989834241;-0.0882716351429253;0.254034057503593;0.29009926108337;0.193033188446751;0.28960245050706;0.135696074039107;0.207868837360581
"comfortable";0.383968750636886;0.215831290152992;0.188587217410351;0.688629465672286;0.0860307200661402;0.085014804227058;0.170420307105307;0.0994644510380616;0.241496064789721;0.0318954854177305;0.0486571486936706
"cruel";0.527066028818331;0.227095071116742;0.337031234223604;0.221510993632726;0.0299984202670562;0.191034224716198;0.327449553805777;0.142481632437054;0.118683114507414;0.101528449807288;0.06382365230197
"curious";0.0289385737571128;0.0348033459772039;0.0662242386848355;0.338494259684011;0.29604847229585;0.55970014408649;0.0926371983171532;0.291990860182371;0.0230701562190856;-0.0922422580131378;0.212081925256514
"delicate";0.61317282149187;0.201183942161119;0.395835756863127;0.20837449043189;0.255707187706154;0.0510106470138475;0.0121266721881726;0.132593631811646;0.151047548055389;0.0575967665069362;-0.0453459951204746
"delicious";0.162467562548335;0.149867047695008;0.165426924974951;0.122557792141765;0.824038887529032;0.209110913742099;0.0702528907620487;0.146880190817368;0.0526150540274629;-0.00579815751797301;0.00967116984124518
"delighted";0.608998482849981;0.238253437740271;0.309211073642035;0.204507612191739;0.0411112137093992;0.339602140922708;-0.0353832166613536;-0.0107415078759805;0.113845372557593;0.0257070236484169;-0.109014766633851
"delightful";0.465698844473503;0.156243182407281;0.217630082285415;0.317994621572652;0.0690329492529888;0.456855201175639;0.290841674482629;0.0458683022378996;0.028610555060592;0.0287190685844787;0.114188605401612
"different";0.465742863267855;0.419393716193249;0.110434418873557;0.319915905716243;0.168112968728662;0.180815501106995;0.368676548286531;0.00447897395624804;0.225600429164761;0.109203747470852;0.0272321315768943
"expensive";0.42296120015012;0.22339016167637;0.39497164749016;0.24852930489632;0.299462322460504;0.0059303467135482;0.22085573761307;0.24388930064651;0.268661127297485;-0.000343469879491678;-0.326221393242691
"extraordinary";0.53977062047445;0.40417908290698;0.239179664088612;0.154936603984517;0.0272781129056818;0.100827804551188;0.271926721887405;0.323677458764357;0.22759888333625;0.0396777811733382;-0.056811375866973
"extreme";0.211295962188532;0.317616219246865;0.0915633247578309;-0.102042178345197;0.175799976348826;0.439643421314131;0.19952084209497;0.435444879532085;0.284353918193313;-0.144547387725648;-0.030747690352234
"fair";0.41134021019819;0.398028568318101;0.233410007178047;0.344840761050464;0.221475752647444;0.16578461830163;0.199225721192696;0.311389027840353;0.0931389398204233;0.0564440942898592;-0.178970504874588
"faithful";0.548377777805363;0.358360559683332;0.246097268774973;0.120960554277035;0.104104003349712;0.0835755814935354;0.103058115255485;0.0731511595045765;0.247253278259189;0.329758851562425;0.180701441751797
"familiar";0.135746752061797;0.754573594342648;0.0576872639991315;0.0130586155652704;0.126555929809751;0.172247780609089;0.0922886963747596;0.211246546833767;0.0864446637800888;0.149225743529646;-0.0548072171190143
"free";0.58785286243557;0.356943373171546;0.0242844724769741;0.262862789118418;0.143851240292486;0.0686126072572424;0.288919020443908;0.276251444994147;0.0844598926174699;0.224572645780614;0.137871914262871
"friendly";0.355863578823804;0.568122097601169;0.0528210152738243;-0.0117629197064744;-0.060887494839352;0.240406719993029;0.172419359247358;0.162136984492688;0.270668392990043;-0.0591503398960968;0.101846134015609
"gentle";0.504925343144447;0.486648186925467;0.268618427767996;0.259939029221669;0.219876655834282;0.197807256278127;-0.037031949384935;0.16170505569599;0.213009723622514;0.029584268997023;-0.0489583258484116
"graceful";0.212185677417592;0.408018155420527;0.22635640022437;0.234880777663998;0.372981101431933;0.176244903979606;-0.0272641475317463;0.0775751255148916;0.261034369302366;-0.0873998184946359;0.0235842472171404
"greatest";0.514381311578396;0.0339706412797668;0.402749870720026;0.370506956383578;-0.0322502319991624;0.315367294906987;0.153540169853807;0.184776546806437;-0.0824229720811357;0.251194171893355;-0.165669489877672
"happier";0.684858631713009;0.279555387539295;0.229505974742321;0.106223393752642;0.0615470829360162;-0.144835855933973;0.0492506764506613;0.0871722862042306;0.189178952098023;0.356591615965698;-0.100607318458233
"happy";0.256528482397641;0.446991943024432;0.222790505247645;0.216961400358511;0.351412117163373;0.273570597454455;0.218071285188208;0.21942227893189;0.0633088212179777;-0.175393263219231;-0.0310064540991326
"honest";0.562378009390029;0.206410143375383;0.273220994100145;0.119997863315128;0.227430226632904;0.189184602737233;0.137099386164494;0.340916444712515;0.257154512123871;0.177590572564157;0.163615914306346
"humble";0.394406748213441;0.587536297879913;0.170129157565046;0.296276875867444;0.200027889046576;0.0138475993903707;0.0528535839869865;0.280429440217366;0.294706850713313;-0.0204751742326091;-0.0199898008008962
"interesting";0.211540639615902;0.218849199665269;0.0414941315423747;0.250438654685039;0.114896467567895;0.750510583418029;0.0572911313935983;0.0865315212005657;0.00225561038834576;0.0880714837947675;-0.119015722780147
"loose";0.127086576825434;0.204864032234278;0.137846112516658;0.122632757524588;-0.00250732297250471;0.195092253884211;0.291176110350476;0.472906874295009;0.222107676737024;-0.14015624952317;0.0296891147131376
"married";0.624535034499088;0.202924951153825;0.30886769699795;0.246064346295289;0.208402722759718;0.148692466153519;0.290348635726453;0.264865981763518;0.0936223205788564;0.0226265538706161;-0.0263511865323152
"moral";0.258369016033985;0.300205317727655;0.549992971359234;0.0452802917429674;0.114123912066687;0.0680887033679841;0.437104344867895;0.375415479998091;0.0392886891245972;-0.122191883009373;-0.114665948652909
"mysterious";0.498993133706067;0.145087669531881;0.21032971259192;0.13554707984836;0.532165643894364;0.282778663126178;0.165055765439933;-0.111880160228296;0.101419933729336;0.184745480734902;0.063431886221272
"natural";0.538348383668724;0.346727695475846;0.174947500743129;0.191865888878797;0.386415227614035;0.107562896469374;0.362426043939243;0.222012328489116;0.0529220245812004;0.148582995341211;0.168799461168825
"original";0.424033476092163;0.359246924042929;0.195567666823946;0.375861811468995;0.0620807364812914;0.172952148994431;0.0853301561735068;0.411275807800006;0.0193467233466404;-0.015003884642202;0.273041999662562
"peaceful";0.394941122030988;0.630527928840453;0.114668604247347;0.0402409511111266;0.0921460967014116;0.0214899182130227;0.14130238995364;0.00493820345074659;0.0470765651407228;0.109030437753406;0.085481112327338
"pleasant";0.36232656029242;0.300468371070586;0.400248719537394;0.400767127789266;0.306666507138983;0.112025903293946;0.139937525538877;-0.0434582966499739;0.0667030117738301;0.281553366494245;0.178791718473327
"popular";0.0752741576140596;0.0878403359250251;0.0677543693360259;-0.069254196127604;0.376347982573614;0.61366548574527;0.225793787388864;0.0685264053859658;0.308211500876736;0.178861293666305;0.0731499732696617
"powerful";0.493317515047366;0.140262825762097;0.0171109336121188;0.394195633451382;0.392595374200666;0.296972974352792;-0.0266453519282745;0.19268274219504;-0.0203241484654694;0.233391212411837;-0.116662227932236
"professional";0.238842495745132;0.162858160264607;0.0789393658966673;0.0896077843752845;0.088683781237033;0.176685408811351;0.169514069031171;0.119448193168633;0.711860487746662;0.0107551203287429;-0.128486554687717
"proud";0.477754619658165;0.213508495191472;0.212341017710153;0.445911157574074;0.104764326112796;0.289030510817437;0.0830694932326462;0.356171422011045;0.0823433847743204;0.0926994934127236;-0.0142966877408593
"quiet";0.365115600391726;0.366501870346615;0.144529838246857;0.24752347309921;0.171015859651447;0.225639941547837;0.1321055073227;0.541258163661084;0.117788608941575;0.2679771757543;-0.110783006076656
"rich";0.36694625185925;0.360894344916295;0.365435719405693;0.257804633779613;0.08706657997185;0.0701949042039995;0.0893742666709454;0.24107873484199;0.0918584306924074;0.0759152558483905;0.174272244816449
"safe";0.115855503395633;0.199280631882543;0.0364886008389356;0.120383633780731;0.0970911065281105;0.151835385772862;0.738023438472225;0.158837534645821;0.121085675229905;0.160351411939052;0.00256893824411801
"selfish";0.191501361154949;0.0646320811592557;0.795435113086914;0.137821846392217;0.0894841301793305;0.061762853328333;-0.0506256910569076;0.119965054169488;0.257746239141096;0.0979455129318446;0.108648362308518
"smart";0.260706645072786;0.349504502145892;0.208421606317659;0.0829612646133995;0.302145505154437;0.0515868867418542;0.244200466970425;0.502222133877706;0.0394692700454606;0.180229083796565;0.0222721530385801
"special";0.473537115718995;0.165892172263499;0.150481033102799;0.205551835460275;0.263954504957142;0.268943898465197;0.257142577467315;0.0846576862708666;0.187668631006251;-0.0291943372858926;-0.120970033452238
"strong";0.359834650582175;0.42358533186198;0.576579294101678;0.0237572496934816;0.289827717793334;0.144406190318189;0.140396015697377;0.08356372629879;0.151757900164185;0.154554529959024;-0.0987297359592677
"superior";0.253361468590784;0.0980935046665039;0.61461032669072;0.342412353327357;0.293260494984281;0.0673097961783091;0.331289695547322;0.00456293784948618;-0.170205388466786;0.152691526126157;-0.0546467726041295
"uncertain";-0.0527848439207472;0.546070507138378;0.178895613433877;0.107395971036533;0.496360308581068;0.0606788828020046;0.212183958735749;0.0883234237443683;0.0597951428181587;0.0585835554733794;-0.155174545105107
"weak";0.407020075790571;0.2447784670658;0.227263371016087;0.302611404295781;0.182910792009059;0.298717057590381;0.310007199551813;0.147724307754557;0.347995173087142;0.0718690201823811;0.229411640029359
