"MR3";"MR4";"MR5";"MR1";"MR2";"MR6";"MR8";"MR7"
"afraid";0.353256495795878;0.447308413909152;0.560423536461517;0.195864652482377;-0.0709087939368529;0.204852679908578;0.328061483766547;-0.0136804039496323
"beautiful";0.25338092739236;0.471963705262288;0.400800442436057;0.177785454465705;0.40490398859619;0.276630104749983;0.241892004219061;-0.00373592349597701
"best";0.425684193787853;0.559361456170552;0.173941808773038;0.487180784281481;-0.128448796644897;0.225670886491387;0.214380636546337;0.0223379219375546
"cheerful";0.434788500910195;0.286722695106548;0.2389627065073;0.247506952754887;0.285836886118153;0.479660139443391;0.294299733015051;0.0167699053513848
"clever";0.299030965353609;0.341552568111573;0.147702615123278;0.455013259043964;0.370645468441503;0.432419792528044;0.23501350309406;-0.0242641334188752
"comfortable";0.347011982773968;0.0858259576064688;0.505617781152359;0.292436400981921;0.150887094977575;0.483720970213043;0.188606635843245;0.147725527860376
"delicate";0.122286750676469;0.350098759256921;0.166279623808249;0.244085579760523;0.140402601881989;0.788106914250818;0.0834425601140823;-0.00818278131493978
"delighted";0.428594602759192;0.531437904650158;0.204656162429337;0.471538872546172;0.0414440201522272;0.15240100527048;0.419526635032628;-0.118201774830778
"delightful";0.313739837915104;0.4964152339523;0.270459206237177;0.414095886911768;0.223140298332488;0.249238927942987;0.432406434231699;0.00690726192686968
"determined";0.349777251908171;0.34155081818041;0.146108906339146;0.162241272100453;0.361770404889421;0.27345929737573;0.397090315912797;0.363927523476626
"different";0.274448152388491;0.419750042466459;0.176367668422635;0.246071668106388;0.266899155495985;0.297187575433957;0.426437592619332;0.389725572101318
"extraordinary";0.0609812506086987;-0.0000331682420118101;0.495072950633016;0.340779773740211;0.221624505995586;0.371827598128798;0.434026306348887;0.0703308953391887
"extreme";0.348219218701748;0.240770915083298;0.319032156528848;0.379350875026448;0.220375558996247;0.230201915036248;0.311493075383443;0.0187889236361205
"fair";0.0814537435740853;0.130054465384444;0.412926489249236;0.382667710253915;0.487568231306833;0.278893751621242;0.184547265601442;0.144350799142341
"friendly";0.527439033338493;0.322918649244191;0.244324934584317;0.267784592481573;0.264789477970419;-0.116225467321299;0.238612990557037;0.397113615209257
"gentle";0.522552610477402;0.427129130321109;0.292286822622838;0.190536703977547;0.142137761240682;0.399091896221702;-0.0173593481513721;0.0647892308654986
"greatest";0.507616619519843;0.110638309262948;0.446421488513303;0.348784971347058;0.398959342855125;0.326991316097767;0.154644234461232;-0.0721815450268048
"happy";0.084022842349753;-0.0496367992869016;0.101853876075142;0.179674483648209;0.766631955255057;0.0848062614161882;-0.00285586471794922;0.174994710142063
"humble";0.297473142959723;0.24985817441005;0.261173243460383;0.188647929336369;0.138188956799822;0.0863999791336345;0.732441833352228;0.0733229029959343
"independent";0.211158470718753;0.725441974773473;0.10591097609425;0.141124523037187;0.261091720734497;0.248836353907834;0.249560605606976;0.0960190289987361
"interesting";0.254387982584563;0.310834666452436;0.396188629201143;0.463028536372959;0.26297464231353;0.403407227991274;0.200878933555645;0.212913409339388
"married";0.251857245654209;0.340655243538924;0.644328981578951;0.235188825902906;0.411286683923535;0.13507993480512;0.0494879450389736;0.18372865260751
"natural";0.192001855197822;0.542516961352778;0.362717066074732;0.381766447706681;0.0519818704213508;0.109021221132107;0.123191243092888;0.175372500418
"pleasant";0.322341805968435;0.367060622747367;0.694212399533684;0.0511121132105632;0.139116000318586;0.0714819535357287;0.413977626179382;0.0708401528167173
"pleasing";0.222236502762833;0.570537546545387;0.461006544053021;0.207778402654327;0.187471321130964;0.29185785205389;0.0328832462947764;0.0708888851144391
"quiet";0.439708764093624;0.147075085950988;0.395138511511783;0.432981637381157;0.148601368732452;0.417801398089265;0.133323370160614;0.172644392999194
"reasonable";0.130727559866893;0.234828039730666;0.234752905244412;0.650976558371228;0.193485714906549;0.344447864723919;0.13744037056337;0.107471838501304
"rich";0.129989294336813;0.343959083107487;0.148574977968847;0.100418599951873;0.761991439615701;0.111578210603956;0.226709404090092;-0.148320206440249
"safe";0.741498936791689;0.264460155318897;0.0839683478983174;0.130425990964833;0.124811811258558;-0.00267204844916086;0.36265409631776;0.0647187105296882
"strong";0.207021387763326;0.191706938766059;0.554893014132188;0.407100720815859;0.343444090104868;0.226576776703121;0.160806297783117;-0.153068964835172
"superior";0.668918983230354;0.144797290351832;0.338524527593058;0.168759623013527;0.130203762012941;0.382144929569683;0.0757675148842067;0.063007513185561
"unpleasant";0.237235506977483;0.174436635726726;0.103786383804698;0.685061169870896;0.270262651257493;0.106139004546775;0.120722434000937;0.0301237150673631
"welcome";0.588002108372593;0.203589683930029;0.21266892686339;0.386739539779577;0.104696682694933;0.214920207187534;0.152141252293035;0.0323945884239165
"worth";0.39666696591833;0.240952628412045;0.382211870554382;0.524049265835994;0.303966412155739;0.18505547934691;0.114413302307496;0.221364859016835
