"MR1";"MR3";"MR2"
"afraid";0.308574938625359;0.546173502578846;0.577754116522735
"beautiful";0.600693161989771;0.574419368467791;0.283287233401594
"best";0.769248997171565;0.200021378833972;0.300773963148777
"calm";0.39592444189884;0.533496113301843;0.591204121270283
"capable";0.353517315497665;0.565400884493019;0.223267808531095
"careful";0.512102405722096;0.414301884943718;0.290077266742744
"cheerful";0.544464563648133;0.52657044697859;0.438244278013628
"clever";0.657698890314421;0.221026371816323;0.422952398921006
"comfortable";0.683631160754005;0.134455714976044;0.374650829165774
"cruel";0.588984866583581;0.207692962104784;0.58980610408832
"curious";0.574727422293782;0.28065648490969;0.249187805186522
"delicate";0.583984551347423;0.491638011870014;0.342907167383642
"delighted";0.613388928210616;0.579939222827;0.173880070673735
"delightful";0.668610968525821;0.477427339715375;0.181492633947315
"different";0.631493754544062;0.475237328570111;0.418118220234581
"extraordinary";0.590347340897694;0.420099601028892;0.451646921377444
"fair";0.282010581592543;0.245654465647228;0.768484510091239
"faithful";0.281245958891721;0.202564374003735;0.718871629898503
"familiar";0.573771022134322;0.359384607334042;0.569278928244188
"famous";0.357215096936898;0.318953735219288;0.41816558418254
"free";0.692543203609343;0.363660689544098;0.294180899489157
"friendly";0.7564673947347;0.415987009717372;0.293676262921754
"gentle";0.547506145192799;0.471666891958237;0.485483918770135
"happier";0.575344919932056;0.400668363996325;0.339339356321225
"happy";0.277895839056795;0.151830642512195;0.849066820854677
"honest";0.692539991216463;0.353268185162161;0.270833323647513
"legal";0.210146046862611;0.705119729375633;0.0453925759282237
"married";0.471188667959568;0.612619813390594;0.276594935461458
"modest";0.571315813078517;0.136899395629036;0.573520075421957
"mysterious";0.461177941243174;0.369289945444038;0.285563682340482
"natural";0.563697879063747;0.556753508528214;0.376580863576263
"neat";0.127590241357172;0.473699202179177;0.461088443499258
"original";0.303615401024826;0.522677007956571;0.457071495283565
"pleasant";0.604274884192491;0.467599458390788;0.362732967095378
"professional";0.335729355500138;0.765683767581822;0.159471949408657
"proud";0.522764919036382;0.496482806525706;0.455791601188843
"quiet";0.721235480256539;0.397484655905286;0.29489344229028
"rich";0.467281730489677;0.291795930365488;0.364943468446121
"sacred";0.214117960673932;0.66532447432975;0.443205759241432
"safe";0.462483760632463;0.522959023924185;0.412396556490815
"selfish";0.338680435757232;0.116715281581658;0.454808027644604
"strong";0.504394172373938;0.629321293804216;0.292340328694004
"superior";0.104547960434639;0.486799441109766;0.501165517400599
"thoughtful";0.448481674904706;0.49202294397376;0.519352145714694
"weak";0.487113540357906;0.238207158537727;0.449347936313083
"welcome";0.372729425028479;0.441177443699647;0.199254698249737
"wise";0.462200513910345;0.537571786479338;0.38958700919798
"worth";0.712032812750904;0.441680909585131;0.173698299999933
