"MR1";"MR4";"MR2";"MR3";"MR5"
"accomplished";0.537778284680971;0.11244077829809;0.342096529822895;0.449006488449013;-0.0813904235315206
"accustomed";0.419585246449212;0.571264327648518;0.289969156885297;0.237602440914009;-0.0117793300866026
"afraid";0.682297949088597;0.296732321958031;0.337405898401819;0.229263380589355;0.0496463154316456
"beautiful";0.473849698818155;0.567087541354694;0.285277980204714;0.298610663144637;0.00217123911626848
"best";0.640244410101979;0.280398862732291;0.450359175691798;0.0406352017781278;0.146221305532462
"calm";0.575157956613581;0.1890330384947;0.154381949150989;0.415233424946743;0.311767167030651
"capable";0.586178093802221;0.192461829201143;0.332043756586773;-0.150349465113267;-0.00911318399594383
"careful";0.371106476025912;0.143833986064339;0.587604262073417;0.155383812242735;0.0125019204628051
"cheerful";0.63316838182427;0.425258989842651;0.0758848519496013;0.214462953799503;0.100833345186093
"clean";0.318420303585935;0.662909443554827;0.164127594994741;0.444659288362925;0.0679244886491376
"comfortable";-0.00586194624516636;0.0471975673701665;0.709540492693823;0.287693167473237;0.262484526840343
"cruel";0.650289116042044;0.536367898219665;0.0294603571989436;0.23299921103158;-0.0888159937496347
"curious";0.56634933358688;0.190903543199658;0.574151310372305;0.119451588204267;0.182838509688676
"delicate";0.768815993083079;0.0668710540984667;0.196364224957331;0.0924764761902282;0.27873008485504
"delighted";0.175359931432746;0.306897404206937;0.529150707880473;0.410893820844418;0.23005825908792
"delightful";0.59636133228138;0.100310017702539;0.0555918026404881;0.168208955268875;0.0254247878077894
"determined";0.390953470802302;0.112859478217425;0.561026202805224;0.260659161027423;0.012532736362635
"different";0.611482506789999;0.388814277725415;0.433462363688307;0.153918101516653;-0.19205789593445
"extraordinary";0.383184636733235;0.434897300720953;0.367351450549776;0.417576755116335;0.214306656293297
"extreme";0.49913171275329;0.221679808878964;0.2570135958922;0.199644782813449;0.0896818870908879
"fair";0.428977144500248;0.232132504722814;0.495698247513313;0.23964024621048;-0.129862322246941
"faithful";0.432329493724834;0.365333742353987;0.240153862886995;0.408803153888606;0.26182094438448
"familiar";0.286220487630417;0.713859595180098;0.192685191861972;0.134778969883753;0.0666842502930979
"free";0.55533013575746;0.497725147425796;0.201618060022228;0.301037055930664;0.246460780688827
"friendly";0.243965212803845;0.452565780713818;0.544908621353695;0.256340700262862;0.0184220790888386
"generous";0.15845943684997;0.56000511663009;0.288201660281264;0.47453413243564;0.116542612921167
"gentle";0.731279902003716;0.27657300670734;0.290492060727771;0.254083842036737;0.23231493500846
"graceful";0.749642704122921;0.119069395094946;0.188690533752978;0.279381414902233;0.22099471288076
"greatest";0.193938060326475;0.604421410732588;0.278805547240816;-0.0479688381263545;0.514843544614902
"happy";0.591504063045849;0.522926652275339;0.140950906569246;-0.0278987935007227;0.283058807954489
"honest";0.523156575329826;0.308281653291525;0.363312769628087;0.310249088831986;0.19078333660956
"humble";0.600020510672904;0.447422600410796;0.332424887115722;0.130329669983352;-0.0157734360102325
"individual";0.142984548778578;0.382516047147112;0.581358219997619;-0.260082403595353;0.13221742169374
"loose";0.220125435767214;0.298415428286243;0.628015214807561;-0.0642758564051992;0.10145138536529
"married";0.574483657692322;0.221402525495983;0.440292352244644;0.302082471395736;0.00563564941381898
"mighty";0.682144112770392;0.328327434526346;0.2182429028792;-0.0745412868541495;-0.0799585281578213
"modest";0.663641234607314;0.30892484753042;0.34347188259534;-0.088443947448639;0.135656761677763
"moral";0.0560138090469532;0.610663842344078;0.201178093562141;0.167856431057681;0.101337061998658
"mysterious";0.552435676537671;0.137843515033403;0.070830841331127;0.227216838846123;-0.315963443436397
"natural";0.540043750022575;0.400655540841777;0.314873720544662;0.344956627803924;0.218750965008503
"original";0.2434556407406;0.521988034326238;0.174973498495916;-0.0546373697565627;0.0428277907583378
"pleasant";0.629351187406607;0.186296232699389;0.390734231465435;0.351121817153593;0.0484360513418895
"polite";0.542418731494334;0.269199045520742;0.353619303295958;0.286227661226475;0.0117586823372161
"powerful";0.36290157225699;0.489038525954355;0.262906544091122;-0.00674096173688274;-0.0955349523560465
"proud";0.554818863330057;0.272600043947247;0.181161299234783;0.239082929724952;0.601759722429281
"quiet";0.586060333221292;0.355093219789493;0.41337872168119;0.2752172491925;-0.0688939469432082
"rich";0.681370903649759;0.392633379574182;0.252397511087543;0.2791673779469;-0.0672963341505928
"sacred";0.587910850330761;0.198167775751675;0.131233662774414;0.382718143462734;0.00324858322788248
"safe";0.424366347455552;0.137656667378101;0.197817636422609;0.581862349913229;0.019732505488549
"smart";0.148034103792065;0.0644667001242516;0.0991524366232785;0.741216027848483;-0.0120140456267567
"social";0.129227960493782;0.360515217046451;0.382033065760748;0.18396723599061;-0.0336437076411349
"strong";0.601890127491859;0.321818632929974;0.257220744234991;0.338776182474183;0.143898824650616
"superior";0.202981056135131;0.199223572007521;0.587716618021079;0.161502004065003;-0.0294609931581033
"surprising";0.375323512112195;0.321287729666885;0.246639834881252;-0.0314611395113816;0.0856917689203351
"thoughtful";0.677948096437453;0.383649988732545;0.186557152312928;0.265447480202532;0.291762369121615
"weak";0.59226999997999;0.273242825613923;0.236792117375985;0.245038836608908;0.0943305740403708
"worth";0.345098878467059;0.451301912911045;0.522819556760713;0.201113507637714;0.0035547215675719
