"MR1";"MR2"
"accustomed";0.447612685215444;0.365152035829382
"afraid";0.605523419155748;0.290383191249901
"beautiful";0.256113130420559;0.564127461519021
"best";0.469235738775748;0.394187852561681
"calm";0.19125348784289;0.599274065526415
"careful";0.644952739048835;0.348379421876426
"cautious";0.703300742074127;-0.00416064398446901
"cheerful";0.482121872753645;0.614477171898068
"clean";0.532172529643292;0.397029475315389
"comfortable";0.452415714061243;0.415366463157539
"cruel";0.257222530403432;0.212604976375181
"curious";0.522903284527126;0.460461902427474
"dangerous";0.537363014442768;0.365057503918134
"delicate";0.498048938606613;0.301593970379176
"delicious";-0.0871055754485551;0.624754996192574
"delighted";0.593918278975909;0.427776822837681
"delightful";0.420856787873623;0.522520596608714
"determined";0.49674582179513;0.325701054776996
"different";0.466048589696138;0.471394153771726
"energetic";0.440083597857198;0.401916492785868
"enthusiastic";0.0706278954746303;0.642497603748437
"exciting";-0.152525704482129;0.66590485725679
"extraordinary";0.677959637427263;0.232651915336018
"extreme";0.672969576989899;0.290612805746698
"fair";0.439122419232135;0.340954213585959
"faithful";0.114300010704479;0.594866447266258
"familiar";0.551748462980177;0.0935588579829006
"free";0.0956718827274376;0.396157423412013
"friendly";0.595205946917414;0.338256464055014
"gentle";0.392081343197837;0.61422195935694
"graceful";0.284832559495978;0.362384684480916
"greatest";0.596484571581387;0.22430620578357
"happy";0.370321313046173;0.578998256629259
"honest";0.523996584811573;0.134831281232851
"humble";0.446741091758421;0.383076092306599
"independent";0.487336248293518;0.245672356888321
"individual";0.602221912931071;0.15775690481812
"interesting";0.22211492775877;0.655462017529143
"legal";0.401526052366905;0.18415507930935
"loose";0.473289958106986;-0.00854631127371932
"married";0.682804069484052;0.136835777344283
"mighty";0.420038427289827;0.505614089860316
"minded";0.253835080897156;0.28170198803925
"moral";0.486258672341892;0.253845795015432
"mysterious";0.520918213741026;0.245552036835801
"natural";0.646285805740914;0.241545201047822
"neat";0.447392165241269;0.450197698574871
"original";0.590362558748804;0.203657700280338
"pleasant";0.393694322885126;0.517285853084745
"popular";0.346919571024144;0.110682798491297
"powerful";0.51017060568485;0.324490487847616
"professional";0.636051995000627;0.234402645789728
"proud";0.485053489726726;0.457783315500061
"quiet";0.637667252671823;0.436976246915987
"reasonable";0.448943823276361;0.359319680281363
"rich";0.207635667326783;0.694000094913595
"safe";0.453996852550341;0.550547656145502
"smart";0.754070212898754;0.385371913033861
"special";0.602298421122645;0.2912193655245
"stable";0.670119974507782;-0.112786737877559
"strong";0.539601648897322;0.481632299511571
"thoughtful";0.419187972970897;0.408537230707523
"top";0.521758258062512;0.31933215075149
"uncertain";0.497735564303093;0.199073622222212
"unpleasant";0.612891325925547;0.20935925656282
"worth";0.439274241137775;0.0999116625505804
"wise";0.261804694598414;0.637751014483112
