"MR1";"MR3";"MR2";"MR4"
"afraid";0.26257700833678;0.50999021969019;0.53859519463317;0.357535705631501
"beautiful";0.610555271428233;0.514462450911399;0.258759003182144;0.261805237555985
"best";0.681311538691105;0.115127251518023;0.268855415287241;0.427579782699554
"calm";0.437079927256046;0.508981274374834;0.578307764729733;0.149968015247783
"capable";0.296405641829831;0.520177264976435;0.176972346182634;0.37508281606966
"careful";0.523890351996923;0.364951590665901;0.273208348985982;0.199728566063405
"cheerful";0.52659692751599;0.47098505941167;0.408135972632582;0.315803299100595
"clever";0.615403730803475;0.160954157771671;0.402867795128863;0.301506767654513
"comfortable";0.565050994376123;0.0430768203650597;0.335317494302206;0.495836657683677
"cruel";0.512891434012803;0.147125950169949;0.558974276449839;0.388388501526708
"curious";0.610014692362157;0.232810558511877;0.245625981302813;0.113510905713107
"delicate";0.594056367274343;0.435801112652334;0.322897279127872;0.238933127141272
"delighted";0.6269523728633;0.516710908215749;0.151382088789036;0.248705302207969
"delightful";0.62052304369524;0.399723893331719;0.144976883824725;0.385596811855547
"different";0.669764783457092;0.425116690851472;0.406926778963249;0.175925465305315
"extraordinary";0.550166085364419;0.360824057110868;0.41953290921775;0.348678062582679
"fair";0.245898564153855;0.22627234638455;0.745483056874669;0.253350680337612
"faithful";0.327204292244912;0.197307799640579;0.73522940029226;0.0211947367731683
"familiar";0.484583590370163;0.292694948507809;0.529168528804515;0.460377589616253
"famous";0.192611439358827;0.257188888010647;0.365856800514764;0.583397122354553
"free";0.616103749607779;0.28147942625644;0.255656484592122;0.437708587659055
"friendly";0.774480421567932;0.347209167359908;0.279030942701377;0.227426409339146
"gentle";0.578430165814512;0.429955431791269;0.473210668441865;0.179141043259115
"happier";0.575972080690275;0.345838020322552;0.322300456040284;0.23319759659612
"happy";0.234014475665932;0.137214418096183;0.82483653397103;0.252097567911644
"honest";0.601311976864004;0.266037975212338;0.225444954601846;0.478441206161465
"legal";0.233853750961563;0.670826201128195;0.0167712617239485;0.187803035349409
"married";0.354273714909938;0.553387114936173;0.204280285346947;0.565969896503639
"modest";0.525242914792432;0.0887686658294803;0.554567088567803;0.283729865154585
"mysterious";0.394354593376994;0.309752285931001;0.24790276711612;0.375538773523538
"natural";0.579180498083076;0.503194169014454;0.353212697983069;0.244366988453747
"neat";0.0818233132000831;0.458706106231051;0.424550135966651;0.290707417147672
"original";0.33570050359042;0.499120733403403;0.44123926427474;0.149164049073267
"pleasant";0.602853974927703;0.408086656866693;0.341839869227649;0.264512253752048
"professional";0.379789813273753;0.725730067775293;0.133703117796058;0.182721929074719
"proud";0.484350288037801;0.438559218763382;0.420771531888291;0.358599110793312
"quiet";0.72974576104227;0.329871113184382;0.279835005303171;0.237876186399949
"rich";0.524643440415445;0.26226473830594;0.369048140653129;0.045093696762391
"sacred";0.277726814757934;0.656268219892172;0.428176256446793;0.0912571220803688
"safe";0.498108153491847;0.485052076077187;0.398645612871983;0.165020436881228
"selfish";0.289573831679529;0.0850948013510024;0.431920270889691;0.245236606682275
"strong";0.530797721764048;0.580346344484717;0.270645536469716;0.218314318170486
"superior";0.112531063812709;0.477929192683375;0.475427601013441;0.172519921704235
"thoughtful";0.519366122316819;0.468579795206897;0.520975977505294;0.0662136651567768
"weak";0.534773517149866;0.206825416402595;0.454481969217262;0.0627758831110598
"welcome";0.232409688703842;0.387048590705831;0.12683614845455;0.557955393356885
"wise";0.528345375849464;0.510044611776392;0.382894350108013;0.0881145687557906
"worth";0.749360648775775;0.37640477145617;0.160842350170171;0.177142940799799
