"MR1";"MR6";"MR11";"MR2";"MR4";"MR10";"MR3";"MR8";"MR5";"MR7";"MR9"
"accustomed";0.097685338587436;0.164536586459813;0.716226600873925;0.305861225912645;0.0501700524930007;0.101336565582369;0.0638647478268917;0.0724626779128355;-0.107838126866954;-0.0589704994556739;0.0769337511960253
"afraid";0.241892965819212;0.431000174453517;0.168289551255886;0.31880180056917;0.505424225898822;0.197452457014786;0.0151160655070609;0.253165665733729;-0.0079672787203498;0.253254799284944;0.098151191360527
"beautiful";0.372214750542059;0.547869689925743;0.145718187552327;0.283907380481762;0.329175932993764;0.174652154682579;0.00270170647450406;0.201061092827936;0.0738951712665151;0.191655738442627;0.308734620167749
"best";0.693827790853839;0.218884781540522;0.185849758692457;0.0709828101022674;0.262983698772649;0.0728428475815638;0.246244133750246;-0.0767746253793082;0.106840336728238;0.0450393109258344;0.0238078822353638
"calm";0.499042805237145;0.43172176632037;0.149551088114535;0.0409077581878764;-0.040327546512243;0.202373576002086;-0.030797481221159;0.277145148963105;0.0423550619517777;0.338630826963795;0.0564141192247961
"careful";0.294558788101521;0.232974350478405;0.198978635162992;-0.0448348348083549;0.480858873800674;0.139459809073529;0.150651053309537;0.313154744422517;0.313385266936518;-0.00218878715515463;-0.00868506419246937
"cheerful";0.255040047213651;0.289875852149633;0.448877611278717;0.385971253214664;0.148340227901518;0.122112159025572;0.173124432485015;0.055835596947138;0.266458845940814;0.171111110182539;-0.0115699454339906
"clever";0.293917105368946;0.0818427166660364;0.146422924411776;0.258117434397984;0.122327251962461;0.506569255920832;0.0200220918774111;-0.177390597426251;0.200301632759798;0.0317884333982494;0.248299226539231
"comfortable";0.404464802887232;0.303983553980775;0.407483822790552;0.010902141736945;0.0340779323436538;0.107411297762354;0.211205787178311;0.252437955927993;-0.0408137908215216;0.325047547607039;0.158573823178162
"cruel";0.453361022870386;0.0240186836537024;0.203584871365185;0.391672535060643;0.106472910778837;0.323603669486101;0.0139193063012186;0.145993030349307;0.186688422924599;0.229285806261453;0.356654823726462
"curious";0.518071485518644;0.16522780872525;0.293411217067429;0.164976037523912;0.169631120760893;0.204164731665688;0.305803412844064;0.128713848420871;0.0222794827751178;-0.0604816954608304;0.255295070134901
"dangerous";0.0855599822059477;0.227596082672327;0.0772786809428524;0.0558665832611113;-0.022629381736743;0.0169211539907983;0.15308462490914;0.645533390033212;0.0539444455410053;0.0360215834099784;0.0540961456243625
"delicate";0.232665088421963;0.291389402995946;0.229976313048332;0.206576080959423;0.414342270052251;0.279629465109731;0.280633722227955;0.159516884437227;-0.0286902397931579;0.0970266637795402;0.488818827893575
"delightful";0.341146455254076;0.225342862946023;0.326420298597794;-0.0789135405446851;0.193800220084961;0.251514076047678;0.115449587209826;0.101592242354056;0.167480196920776;0.00124878590649618;0.47390946388113
"determined";0.630381412499684;0.159442739422678;0.0539091412567023;0.286247805898168;0.280599477848193;-0.0608749071629765;0.166693889087857;0.0136006946478387;0.126263419888411;0.189583483842662;0.0938873972372975
"different";0.298527589454134;0.479238054886661;0.184412823849987;0.21060126172101;0.540699335100521;0.172861345484716;0.0789571907773865;0.262795306039441;0.1421055244242;0.0906228455051714;0.095459967860144
"direct";-0.0223893817829948;0.450557420704291;0.481734164386739;0.0006541757127753;0.203554134636492;0.239509146564415;-0.0650154627440388;0.3755109390176;0.229374798456525;0.149248767881439;0.112855401972577
"expensive";0.114096426274516;0.517149114671579;0.278684873732441;0.23609960149033;-0.0334846401279988;-0.0655273552185905;0.154957594412209;0.187806599327855;0.0209424705927366;-0.00836984144373688;0.340847163914785
"extraordinary";0.307065602808824;-0.0763323155652813;0.0116454046835888;0.0118466050245507;0.596820569487912;0.0239819071965565;-0.0266657169658904;-0.101332437234798;0.116242683643129;0.0524711060067834;0.0244194054745798
"fair";0.133021675469916;0.394309267054606;0.315053500475956;0.22449345706067;0.345399113525671;0.108724284598418;0.158018435376194;0.155651588550145;0.226978195102503;0.421783606121035;0.0174020963123638
"faithful";0.51281680697766;0.0525220874657873;0.194824924774477;0.418812762898689;0.248029610475418;0.279856791117984;0.00621653244221718;0.191989204490006;0.125159594440622;0.165719322755379;0.139097077942281
"familiar";0.513840962418001;0.25279211937745;0.23876886861509;0.228262040256048;0.160208714477539;0.362128261446043;0.0699940022081656;0.268716159585667;0.03895473678248;0.103244008257768;0.0579487813967009
"famous";0.102288730287598;0.134047708710973;0.383741933053508;0.223833569108963;0.212564883733122;0.102613614706322;0.266307372084713;-0.0637878029279986;0.0323367650110244;0.0758270649215105;-0.429542943965933
"free";0.35283192909753;0.304690177742717;0.234033176769814;0.294246926755749;0.218486481714537;0.0606711946728985;0.173443847812746;0.0479336093692447;0.29487415790132;0.277517510221172;0.348231987364746
"friendly";0.428388718224906;0.288237414082653;0.373284090393688;0.150754966056983;0.140781639881676;0.0960344412798504;0.0983525616920641;0.186425789111081;0.185026989391177;-0.0321012968035893;-0.0348559775451754
"generous";0.486042180971511;0.184357756924679;0.260666820239553;0.222976183945103;0.32289845755259;0.0393217822898069;0.11171930487062;0.340568767763134;0.117234080291854;0.232479614085954;0.0763058504903298
"gentle";0.397504538387947;0.234508722551916;0.388998580528;0.0612610445918308;0.122355144193516;0.000270506288764348;0.0156761042758186;0.307603547361091;0.24786147795058;0.128284308629168;0.125904507865817
"genuine";0.166245883965785;0.684278195898802;0.0762493954282583;0.112646415794319;0.072537891251761;0.0199124532268357;0.049942962281525;0.053289226231864;0.0586655759040403;0.0422868848949466;-0.0240424219708188
"graceful";0.493276320608758;0.257657984829998;0.216573747950987;0.224450465348368;0.0967090914115196;0.242613062475679;0.159449640606432;-0.110947878609017;0.265315298042061;0.0830195456695791;0.104221608542094
"greatest";0.368997203262133;0.382179053207883;0.433811351380528;0.256900009845344;0.178942901598203;0.15674661903846;0.0360918570805241;0.042483557124007;0.0674942943351413;0.214871269685092;0.153389528161725
"happy";0.243172639230325;0.441918321051054;0.37829643503758;0.224337433164851;0.12288193084294;0.310265989382379;0.304675524435628;0.179480951512724;0.257084524562409;0.146135248317972;0.164521704844811
"honest";0.354608751359292;0.612348325062334;0.264551234278986;0.00417984384764188;0.248412574211926;0.219698805221001;0.270415371195036;0.158335696438693;-0.0459750365540754;0.181290840400624;0.0293126944490488
"humble";0.242569339102604;0.174958232779364;0.233841700507314;0.355564717479181;0.19077949380549;0.0658402916957133;0.376760411190267;0.144732046586877;0.150297273708197;0.478770993045292;0.0562514390020845
"individual";0.221041002340566;0.150661684740757;0.197433947136712;0.517840858698962;0.208956102154361;0.108716265475303;0.102126991111521;0.269948626781837;-0.121967101597345;0.238615314907094;-0.0725360564723747
"interesting";0.205414034075511;0.0530383762900301;0.213506456897034;0.158133943961872;0.0383899177832427;0.684401410442207;0.302924055881397;0.108363049391144;-0.0177839768269916;0.170769456581358;-0.00825855216701002
"legal";0.0308772129816373;0.157902651768993;0.0573176159093613;0.66537641144542;0.00502634783625799;-0.0575392464189942;0.0542399743989304;0.00209387735770127;0.0222727526712424;0.112322621785059;0.0175209239656632
"loose";0.391102010884406;0.103573708081737;-0.106761979796765;0.677819664512835;-0.0333607133979657;0.109341112950417;0.0770071540260462;-0.0996752709315619;0.0248719405288042;-0.170452688560985;0.0101778138543186
"married";0.127388539083729;0.341290766963862;0.453750152626799;0.232890320972077;0.182266789647045;0.355739957601279;0.157914358917254;-0.0264387599662923;0.0605392959327827;0.349989683736192;0.0250849391803235
"mighty";0.0255151142368158;0.0204038326094694;0.134581489212505;-0.0309521667065092;0.118717414297046;0.152356848235646;0.729274291569177;0.048089098139504;-0.0265575160035468;0.0987065672369735;-0.0166659220600538
"modest";0.0965000216237045;0.502158557374379;0.341194321214101;0.205634091634093;0.00705932299858093;0.0855491869364563;-0.0341272723365194;0.326780156402281;0.248771867088102;-0.177452320878397;0.0169823393613899
"moral";0.204073834627804;0.504106821134866;0.197067647065176;0.101574229549506;0.0930457409469005;0.130720161685142;0.036972680189442;0.165391489087685;0.35787427202687;0.252014832884964;0.0196103066266872
"mysterious";0.414067548811574;0.127080712832205;0.0283001540848414;0.455323073849221;0.243967166505481;0.308786463917011;0.17956730437837;0.287590850517254;0.207695552199511;0.0345709303723002;-0.0292063682073974
"natural";0.592339613307571;0.268413087460125;0.304803531726534;0.247192695688635;0.0708410636359375;0.209438076138313;0.167984781939844;0.230137509216696;0.0937286057919804;0.272542691329893;-0.0230314745265757
"neat";0.429033604993508;0.520529801492293;0.384269617233676;-0.0259274383303972;0.106773384309089;-0.0423559159817078;0.0956452095729192;0.207383228493958;0.207281702951986;0.0243325173490088;-0.0874600383027749
"official";0.172168844173718;0.266816170213409;0.303776074912892;0.166051562480948;0.560434163741261;0.0606184213779708;0.236483807904964;-0.0160017098800261;0.129475510912274;0.0433888499668233;0.0317247122786107
"original";0.481017920598255;0.43056795578446;0.298677095040727;0.337641026094024;0.0187234363180778;-0.0285351565041049;0.266027867934051;0.0524866429644413;-0.00553045828889399;0.10168994651863;0.187667988336533
"pleasant";0.456418612955828;0.408454596058837;0.222979673311418;0.234681815565762;0.165935592905446;0.239487892157568;0.196216323122821;0.105712869893294;0.0825186354374089;0.0467764387164161;0.0267209941666568
"polite";0.189764433395805;0.153131708250831;0.598386081518832;-0.0228632666989132;0.125577892435613;0.230942865111991;0.242324143110103;-0.0876836653175922;0.118655982819344;0.3078010414412;0.0556345042095225
"professional";0.0997242297557011;-0.0539241584389185;0.238910189032184;0.572701628831142;0.104462413245433;0.136465157773027;0.0809207171601226;0.0834253795939925;0.260979359403942;0.0667115400128813;0.00428180866302006
"proud";0.575839994713051;0.258293665638025;0.384343679299813;0.0867874055442048;0.150467272721575;0.0994245450061957;0.237375560059866;0.178610638464647;0.183515520585062;0.134919513719052;-0.107122749880443
"quiet";0.402530169407899;0.0837806366605069;0.419980817976066;0.311031953309946;0.0652441554834427;0.210313865740152;0.307252004000267;0.217348517465104;0.334560728141282;0.16236846663308;0.146786057890957
"reasonable";0.135702404972549;0.326769753592644;0.221986437888114;-0.133455107116356;0.205055954503694;0.46212561445431;0.00651992801680218;0.189186396579174;0.176381077618643;-0.0917397815235784;-0.0112921696983788
"responsible";0.212850781863495;0.198784419726162;0.172968694462369;0.029441951791127;0.398236765342184;0.254827600018715;0.354887498481324;-0.0449406882354664;0.141147864046378;0.378812084832545;-0.146797852133483
"rich";0.199712183612573;0.212271291283721;0.541168800614247;0.162373962094335;0.357645114784594;0.15881384880358;0.239318416367166;0.265971221753726;0.144361358272127;0.196073016493514;0.109770822840391
"sacred";0.307979286770458;0.0977993349852966;-0.00503521440076851;0.228076373049785;-0.0182024203630753;-0.0240107211270693;0.625225969192642;0.134365013544048;0.162560596889438;-0.00540515801226354;0.0829656135185907
"safe";0.280926425154962;0.176911636748286;0.165475062630905;0.297873617982426;0.150588836018729;0.321832420234778;0.135055784006573;0.408570694258618;0.168314980424355;0.243253171691326;0.231436540956496
"social";0.179790773019387;0.442664701707376;0.209572499011613;0.48597485260025;0.051826862694546;0.183931970303808;-0.0507447838681399;0.00435456807831777;-0.0499184563058447;-0.0197959065253667;-0.0497991683085521
"special";0.284296726777232;0.157884957975035;0.27214282791711;0.452101805831455;0.082252052902289;-0.0245463338811501;-0.0398407607875132;0.318953401463024;0.0826306909469549;-0.0164985216403919;0.170716576313745
"strong";0.421971956467171;0.263954946958304;0.267841409581733;0.00310117481474232;0.375683708372191;0.121987874451084;0.299092250822129;0.203413482305006;0.158110441838243;-0.0842787660885773;0.0699836658454719
"superior";0.251296302438322;0.498041483567082;0.250137231791477;0.192038051860621;0.0415452167073953;0.195469670821571;0.326136739789279;0.140117643415572;-0.271429896723898;0.268033451109044;0.117250559309208
"surprising";0.62734952096232;0.0556085553620238;-0.0719311360932246;0.281003000431299;0.300372537783306;0.257746687631653;0.0166114448461954;0.0329503701241388;0.0432332971321574;-0.0257070635872055;0.037810928500667
"thoughtful";0.265779052125688;0.116587781685886;0.0811494623514446;0.130818255865058;0.227442594686155;0.112406387721108;0.0615934865188598;0.113464433820281;0.640336631722819;0.0302001617596173;0.0279339647097383
"uncertain";0.308818902946471;0.288002126889902;0.547158832192149;0.0595785237561171;0.124258631514514;0.158640237162437;-0.0495575909339349;0.302470318418335;0.133858907694347;0.0991215272273849;0.0380586025723524
"weak";0.532836553190784;0.279106978436062;0.126199419659523;0.380664500247615;0.254059624952251;0.102751462185136;0.0249086091772823;0.041270108818778;0.349472403764841;0.11975885629856;0.104212231521776
"wise";0.13101761705264;0.509401935756657;0.0207916318657802;0.135611806256955;0.303638271899349;0.0333303331368775;0.0901501971866889;0.0563881696680254;0.433770722279386;0.132867609991123;0.124159395038106
"worth";0.526190865408345;0.348012139753868;0.0872786370535813;0.235444787558593;0.279826350940454;0.158823619512654;-0.0929293805093974;0.258003675392031;0.0351537187793798;-0.0151378463812789;0.082897931382871
