"MR1";"MR2"
"afraid";0.644725068382472;-0.0626858657108683
"beautiful";0.675446774477555;0.288731943514005
"best";0.350583473617686;0.576729230582135
"capable";0.347768853250294;0.354885725357932
"cheerful";0.130716802773928;0.725967858379961
"clever";0.280168575373376;0.573467352950871
"comfortable";-0.0227957658679685;0.730108867578822
"delighted";0.802334289928237;0.118282159904665
"delightful";0.643549949671852;0.338479212635015
"determined";0.737478206393413;0.0293181254854703
"different";0.435643840404103;0.360035564145618
"extraordinary";0.649066116536619;-0.0622719345909351
"fair";0.335475876634609;0.3223165302525
"faithful";0.109371320771719;0.625011383718434
"famous";0.589508772612517;0.320695447481521
"free";0.35763618727068;0.40991164703285
"generous";0.683491302128292;0.198643656715485
"gentle";0.270879490823857;0.595543860881574
"greatest";0.325540159779318;0.268537352160786
"happy";0.277229148916432;-0.068059780349515
"honest";0.263049387819283;0.705990324884381
"humble";-0.0697110854640137;-0.0680810322627627
"independent";0.2071294623329;0.604652044852495
"interesting";0.0494975554071933;0.408182372122132
"mysterious";0.0997831312530326;-0.268380841175452
"natural";0.681067149193481;0.498480102571701
"pleasant";0.670603907129455;0.113365781588951
"pleasing";0.323684407665575;0.401470069058393
"quiet";0.494552080330837;0.697144936417448
"reasonable";0.203011606217445;0.634535169068651
"rich";0.544159418942365;0.258350727853453
"safe";0.512541728022553;0.341630642608592
"secure";0.276216289680231;0.450972328431315
"sincere";-0.0182228582711362;0.691576228753406
"strong";0.738919457201299;0.0823319603640502
"superior";0.596147554414499;0.295454667524984
"welcome";0.356759654665397;0.413799437013668
"unpleasant";0.596851812675093;0.513845309915516
"wise";-0.0457164176256646;0.317460158912797
"worth";0.394562609636909;0.59823452577328
