"terms";"clusters"
"accustomed";1
"afraid";2
"beautiful";2
"best";2
"brave";3
"calm";1
"capable";1
"cheerful";1
"compassionate";3
"cruel";3
"curious";2
"dangerous";2
"delicate";1
"determined";1
"different";3
"extraordinary";3
"fair";1
"faithful";3
"familiar";1
"free";2
"friendly";3
"gentle";3
"greatest";3
"happy";2
"honest";1
"loose";3
"moral";3
"mysterious";1
"natural";2
"neat";1
"original";3
"peaceful";3
"pleasant";1
"polite";3
"popular";1
"powerful";1
"quiet";2
"rich";3
"sacred";3
"safe";2
"special";1
"strong";2
"uncertain";3
"weak";3
"worth";2
