"MR1";"MR2"
"afraid";0.519805905722641;0.623121720900293
"beautiful";0.775423977580131;0.413268480926935
"best";0.601783303102129;0.474515557594887
"calm";0.563704769546242;0.660970059161029
"capable";0.61587555546261;0.294460273264302
"careful";0.598146381145936;0.399763825740541
"cheerful";0.679274041650613;0.550473530116867
"clever";0.529061644280404;0.564613377021786
"comfortable";0.48971280640614;0.522852253265183
"cruel";0.449435183674697;0.710108993214043
"curious";0.543518790292988;0.379229546924025
"delicate";0.694930576628285;0.466929724334283
"delighted";0.806061640375564;0.308558888293474
"delightful";0.764067199345203;0.331031085212918
"different";0.700669616567858;0.55337005486465
"extraordinary";0.627695171080182;0.576586463085016
"fair";0.24796065063252;0.810802560865507
"faithful";0.221960265869767;0.764791687437774
"familiar";0.553414548002658;0.687764728210927
"famous";0.405623714724777;0.488512036482812
"free";0.675782580208277;0.449114163480627
"friendly";0.755375973016252;0.464399177549091
"gentle";0.632674881622416;0.598548646955915
"happier";0.620690133314262;0.464194042930999
"happy";0.159709296276818;0.893991430726919
"honest";0.671477154588684;0.426677658179098
"legal";0.636910406365946;0.101412256110573
"married";0.720262981935615;0.373841619774653
"modest";0.390499738095966;0.687256055389694
"mysterious";0.531651382787253;0.384188658425789
"natural";0.722883893945528;0.495926883845533
"neat";0.365691171129175;0.466654029960829
"original";0.514615969679217;0.509862265979302
"pleasant";0.686199467722997;0.492598378463194
"professional";0.749321760582251;0.238052342660909
"proud";0.641017510254556;0.561464867775625
"quiet";0.719241506213584;0.456640746915294
"rich";0.465348151411267;0.464270310299352
"sacred";0.561114682370467;0.472244937026452
"safe";0.626170188873788;0.506061566900241
"selfish";0.23815324543247;0.521725279559825
"strong";0.750971928952787;0.398199672690078
"superior";0.355833337143263;0.496967944364068
"thoughtful";0.577053179646935;0.607364265254488
"weak";0.425623338724478;0.551373952324901
"welcome";0.540664833289199;0.277571270470448
"wise";0.63981783796299;0.484270231196351
"worth";0.764015291882818;0.337325139657247
