"MR1";"MR2"
"accustomed";0.491694830204249;0.238377909270188
"afraid";0.612591677906777;0.481621383332045
"beautiful";0.644646064585431;0.529056593165439
"best";0.417119653527802;0.570211164966031
"calm";0.578434437598661;0.353003457624337
"careful";0.580245910420389;0.301771873053961
"cheerful";0.5674796502821;0.485488540800427
"clever";0.238805838518552;0.516360249471141
"comfortable";0.673030074647267;0.28727090727015
"cruel";0.345364752269907;0.687445446164219
"curious";0.471206245862304;0.538367086305101
"dangerous";0.422464123618114;0.0918443323646436
"delicate";0.581329402154182;0.470229984402889
"delightful";0.555160489372996;0.303209414126394
"determined";0.300378382464737;0.678132848558538
"different";0.677595643320081;0.46419476317609
"direct";0.800800474022992;0.0424809927058378
"expensive";0.531449471394292;0.220449544520444
"extraordinary";0.121231888552106;0.339176064478939
"fair";0.682848877644724;0.346953586296331
"faithful";0.352674412809064;0.733803703335258
"familiar";0.53212822032097;0.562250925767209
"famous";0.346528606722373;0.231297166580497
"free";0.535629332841882;0.553776447975844
"friendly";0.54721389310692;0.39933389021658
"generous";0.551821125981386;0.538505512639116
"gentle";0.590826452483617;0.323606518378605
"genuine";0.509542176288922;0.166950213099006
"graceful";0.411938401953764;0.570808825727306
"greatest";0.625841088238384;0.457245359136877
"happy";0.741387177087844;0.422361687466661
"honest";0.778916874777128;0.291920883942781
"humble";0.499252889185564;0.502308881244297
"individual";0.343741636189274;0.510279625034629
"interesting";0.393310179972802;0.379486622751675
"legal";0.0681649055508596;0.444905462407056
"loose";-0.0902873468540078;0.715523304681626
"married";0.635482340028469;0.335656469385171
"mighty";0.297330965618375;0.125192164635097
"modest";0.574880527794038;0.181548466148609
"moral";0.624325204063413;0.259699545583066
"mysterious";0.32926208018952;0.702268526044631
"natural";0.584108888161509;0.590369423018356
"neat";0.703216492546308;0.234681579037401
"official";0.51573023837824;0.358096399801581
"original";0.526224911188615;0.534880946115972
"pleasant";0.553215901364109;0.520711240792321
"polite";0.607147021006366;0.197604977291519
"professional";0.165163080607024;0.518625018387015
"proud";0.616255984491586;0.467495870108223
"quiet";0.547162295535884;0.578837571403069
"reasonable";0.534457875228499;0.106032639819596
"responsible";0.494683757245489;0.320921697322886
"rich";0.728578179607093;0.345961284227581
"sacred";0.237777234608691;0.419107721571994
"safe";0.515911442109736;0.508952358712897
"social";0.350296659451531;0.415428625052935
"special";0.339628828993132;0.478346824875854
"strong";0.582081722114764;0.384773225224945
"superior";0.603789857809365;0.30966534420162
"surprising";0.143223666624004;0.703283964171758
"thoughtful";0.336028956489873;0.399657345198786
"uncertain";0.688262275224513;0.245153126375756
"weak";0.406776774015175;0.707974853080375
"wise";0.506895489707532;0.299692040964482
"worth";0.440096199569307;0.541124877301073
