"MR1";"MR7";"MR2";"MR5";"MR8";"MR4";"MR3";"MR6"
"accustomed";0.58675006823757;-0.0149971961474856;0.310540372811782;0.376876827129445;0.165953101391045;0.140036180115917;-0.071836456541198;0.108226291212433
"beautiful";0.460834323173822;0.536167752853609;-0.0379963565970815;0.234259229339921;0.173943387620748;0.0502676821310059;0.328613378186142;0.230839071508635
"best";0.255047487195827;0.404186068404804;0.146290594825565;0.0149945040180651;0.124999315228683;0.173591315056729;0.00463778938359935;0.194209893983285
"calm";0.166680777946622;0.265883259011967;0.157790316116357;0.0357005701145662;0.756295351098416;0.222304926426526;0.141033053502545;0.124857250784519
"capable";0.593418181972658;0.178410077191529;0.204477260854956;0.319231552807679;0.31553964805303;0.244405569917379;0.304517062067842;0.209945584860305
"cheerful";0.502364224308139;0.479383956612179;0.175760260927706;0.148421953233166;0.379369329532041;0.0227417014806908;0.296281768400501;0.144214845909096
"dangerous";0.098155218686363;0.0106204706311615;0.647745675066359;-0.0474794987451072;0.380124710926431;0.180681241207239;0.0268488674513968;-0.103341888160362
"delighted";0.386654839353515;0.407291891933064;0.0511212121816246;0.744368051670694;-0.100121691468869;-0.00983015271347635;-0.0695260451256461;-0.0204542399931075
"delightful";0.131844707418888;0.4933416958759;0.200540795816168;-0.00724675811826785;0.121659285447595;0.150419288646756;0.39649206484161;-0.00999541401189935
"different";0.443206420052343;0.253629002647339;-0.0298805664258175;0.577072614513862;0.199212211836904;0.187270432225627;0.156740304285684;0.0579395474790073
"extreme";0.799715644943887;0.241700775797159;0.239234809601176;0.152430748000848;0.0900641140961187;-0.0498159156327586;0.14469586326726;-0.0319986391986678
"fair";0.648531456170506;0.408392283203491;-0.0921382051681566;0.0772650114669264;-0.0469158548776429;0.167268574190142;0.12737791404784;0.0127865666483732
"familiar";0.246403625690639;0.0814861828120284;0.134562995952249;0.118936870700664;0.320567510858055;0.428273867818888;0.443902861891277;0.311819495328617
"free";0.45552367112512;0.407345976441334;0.484217402825653;-0.0648341577596815;0.0139306543432828;0.0470924539434985;0.119497569566039;0.365444694814328
"generous";0.270100158440384;0.00700154445775413;0.0777578659871763;0.680268851458512;0.31124583673918;-0.1271817111301;0.0103324853243228;0.487736942252537
"gentle";0.400039655043472;0.385997804743824;-0.0347036862549363;0.138064936929624;0.210122942107339;0.170204517152787;0.254659909561525;0.0433705266518822
"greatest";0.162281559062201;0.799583796939126;0.0472811301456073;0.252078249912279;0.0675124934456617;0.238099263410734;0.0881563534078236;0.0941756766356266
"happier";0.252343986182134;0.23261386569833;0.125145910296774;-0.3026915404772;0.113279987407879;0.604303767826555;-0.0102054051478706;0.321566756290143
"happy";0.561420613578182;-0.124244200542688;0.0200189513721501;0.351979593390269;-0.284111387520817;0.428823812050979;0.104824670207483;-0.168367975580075
"harmless";0.175144444412902;0.242034265655015;0.258820027916;0.112794545286191;0.274709305147977;-0.200227062244679;0.46013391180701;0.226318800595211
"heavenly";0.143961809603034;0.134132727369967;0.177374969097164;0.00694584815119417;0.128313424473972;0.650451157270998;0.153125343117093;0.139634043072277
"interesting";0.00555470773765619;-0.0131770914781093;0.630001649091205;0.0269639887452889;0.0610981981944362;0.0709118030292572;0.115780561594014;0.121826513886018
"loose";0.129730575588346;0.0735959098913126;0.386747311001716;0.107869177149019;0.668548547252575;0.161187058193036;-0.101489522732071;0.064838196886342
"mighty";0.197971374667054;0.474369206029574;0.47209013352939;0.207365522376106;0.332432275496211;0.0813833711396427;0.133980384295252;0.0862135903304397
"natural";0.633371329698882;0.164018867660097;0.0252791628425048;0.0180290611985844;0.197634033247019;0.300873446266306;0.0313818000659067;0.140506231151153
"peaceful";0.131907959981466;0.300367994364001;0.114540004832583;0.253994840101465;0.181152382699835;0.585389949134058;-0.0310196524076407;-0.0789048260236776
"pleasant";0.804060222648911;0.0292267919553199;0.154025144762891;0.236181748489367;0.0883906465756533;0.125701930296802;0.0301106921171007;0.21519664305474
"powerful";0.444455135044031;0.263563345609907;0.240410692611843;0.00557452583933286;0.0854616720110354;0.0476471004214624;0.339713548096483;0.193958632268329
"safe";-0.0112456634312405;0.203118457286763;0.228220098318313;0.0867738968373972;-0.00311874145493622;0.0935928016504961;0.0247215208668203;0.759836409226582
"selfish";0.114828260425358;0.122630785678136;0.107634480749158;-0.0380926233301218;-0.112275052029995;0.109615713166214;0.885495802796401;-0.128906085746767
"weak";0.10768031252079;0.142474672445275;0.708815919702874;0.0876732556290727;0.0659338563827267;0.0715464724363706;0.0917914726394291;0.193127666113304
"superior";0.463822453491018;0.340066211372137;0.362254553989787;0.489802353849295;-0.00513174563380389;0.141352262112865;0.0743904117353834;0.142452684327924
"rich";0.6874744719496;0.412060533612606;-0.0369235547765038;0.243600303881986;0.178887436483353;0.0999232843831881;0.170439711714053;-0.0240603572992765
"strong";0.390799687408746;-0.0359189154685011;0.105805787131438;0.106937809022103;0.256233777678933;0.289660978680185;-0.0639373534908444;0.587885565548854
