"MR1";"MR2"
"accustomed";0.575369637740316;0.313586765633971
"beautiful";0.711376759023775;0.329718589415599
"best";0.344757728596765;0.379584770914499
"calm";0.250303963148735;0.655175132018171
"capable";0.712488421223448;0.513279237339742
"cheerful";0.639578263664909;0.526554463340643
"dangerous";-0.0093603001914774;0.624009083673138
"delighted";0.747141314930334;-0.00744583181859635
"delightful";0.31981538845585;0.417943047631631
"different";0.749761686321888;0.177913057414645
"extreme";0.740713663900002;0.263158367843918
"fair";0.733896144726138;0.0876086027820136
"familiar";0.369462386086794;0.566007571312025
"free";0.426609585342601;0.595230866050944
"generous";0.48001560189603;0.275297457364464
"gentle";0.567256016759088;0.277765309474639
"greatest";0.547171715500158;0.334829664796752
"happier";0.197494299501854;0.484414765217137
"happy";0.585668964977349;-0.0819852669846922
"harmless";0.281473386132365;0.458687011538588
"heavenly";0.238975732313092;0.457908527370434
"interesting";-0.0425859815320441;0.516206497349672
"loose";0.117148218508107;0.622030297910336
"mighty";0.374515299356295;0.645353868344044
"natural";0.580567790067029;0.307203283590155
"peaceful";0.367217529325279;0.322599433849415
"pleasant";0.726542044960076;0.263646116407862
"powerful";0.460933834553165;0.42218655855529
"safe";0.117658614758373;0.45373274775214
"selfish";0.235835412796183;0.193892199258862
"weak";0.108925346715724;0.615663944057267
"superior";0.688026023438505;0.366943656842681
"rich";0.836064387858096;0.189391201676881
"strong";0.346245923206193;0.453156513833425
