"MR3";"MR6";"MR5";"MR1";"MR2";"MR7";"MR4";"MR9";"MR8"
"afraid";0.419328259679699;0.34141623202009;0.531995781243296;0.17241094192522;-0.0702060436375395;0.319992729672689;0.185928507141774;0.289992609726224;-0.0243005081423241
"beautiful";0.379959319615236;0.223343606078222;0.419036550707671;0.1729370726797;0.395066669252434;0.144870923522452;0.351080930091037;0.348123330167987;0.0367822864082166
"best";0.39281125673645;0.384521979839635;0.478470266761352;0.52467658502686;-0.120868040039606;0.110743413585137;0.257233072003941;-0.0622963219927452;-0.125377241833768
"cheerful";0.353885044590853;0.477212942097289;0.23404749550076;0.217297433837623;0.289786940573951;0.329523157451612;0.409868982008207;-0.0106065053989721;-0.121821148711532
"clever";0.305998089626576;0.309645734763421;0.202897096351504;0.451419270153275;0.363826523310245;0.211582319620024;0.432867810412026;0.083842115434611;-0.0768395136735077
"comfortable";0.19276143359992;0.440134602336107;0.18118650509755;0.223587991642477;0.140828858785681;0.43728393760292;0.369480774374774;0.342726178033312;0.279450627968741
"delicate";0.0881502641376048;0.240232775434952;0.213831421060954;0.241972097115754;0.130920009868989;0.240532788339897;0.784603327390264;0.110194625972215;-0.0016485396209693
"delighted";0.590594153947302;0.308891841692697;0.34353139355049;0.502748302332519;0.0212158131378846;0.0967489870340162;0.236777471897852;0.227714683774663;-0.145736807616389
"delightful";0.550130920071058;0.235934874592569;0.362868581163782;0.419678814717063;0.212834629947794;0.221186682583159;0.308032848977935;0.179945474262254;-0.0539421347918698
"determined";0.561744868818382;0.261869106981855;0.224453736827869;0.166758041689052;0.364894275459347;0.18937543212917;0.300307872400396;-0.0362996033936614;0.252426352351688
"different";0.580985060772054;0.186194411283794;0.29228158572705;0.253450136078448;0.272404226255357;0.213967028855165;0.350374444812644;-0.0117020746172351;0.285958707573627
"extraordinary";0.244113977010041;0.145635623510307;0.162528351236528;0.234633422490219;0.228099580135619;0.719172289851828;0.197985310127239;0.128980197737033;-0.00747914341352758
"extreme";0.345937183523136;0.352904544236445;0.273294549614508;0.344295409654402;0.227981250747338;0.349021108959672;0.153943618142518;0.0616876568345938;-0.0796391846753117
"fair";0.133745180735051;0.158488827581481;0.256416763627286;0.314135550438023;0.506045478210604;0.438901465467517;0.190206393057174;0.115655099413618;0.089657694610762
"friendly";0.524222450646085;0.393577987873896;0.333893509886523;0.282160179907582;0.285562597797459;0.0285943944762804;-0.100521970637793;0.0341745346051366;0.348474044476777
"gentle";0.214316191578916;0.555680315666736;0.383556667546315;0.207669201501686;0.141225407688849;-0.00425258636875126;0.42256621329768;0.209366782574063;0.124862390424656
"greatest";0.199951811050086;0.574925876092199;0.214482989822;0.291894926041159;0.399704541824402;0.351262683902644;0.186782879554454;0.243062112480053;-0.0590039540259493
"happy";0.0276339442742999;0.107401600861748;-0.0190740136071908;0.147409233186926;0.770940942570881;0.116114605590954;0.0465647286673132;0.0342361625130607;0.158381558355251
"humble";0.746788555827337;0.158479142678519;0.160412197520999;0.167021281111286;0.119077053476851;0.365316012968559;0.0835045160714304;0.145166016483781;-0.0246122160691319
"independent";0.468236875373354;0.130005248009992;0.542580046394683;0.194998056362609;0.267353249801019;-0.00538772959190285;0.403073828882516;-0.0782482787501524;-0.0915141519675841
"interesting";0.253876336355333;0.306000688339651;0.359683930416933;0.425291708548757;0.281409756015755;0.372740444177344;0.347394105073194;0.11081955216394;0.168413754367879
"married";0.147791864396069;0.319286326828247;0.584728712836965;0.179424388077323;0.443175055681196;0.328127164360649;0.0767719870242199;0.207731306955022;0.153733997335233
"natural";0.274648094418573;0.175307159471059;0.596620495878996;0.385861481617531;0.0807989045784662;0.163380940970933;0.155863125357452;0.0369110212558457;0.0744693825191749
"pleasant";0.474929475314095;0.301400387954296;0.560418804060793;-0.000691893921580705;0.145983986869852;0.419005296967782;0.0216408305306156;0.300652121156158;0.0308808060954316
"pleasing";0.179389998490363;0.27276393415166;0.645424267259358;0.202263381092653;0.206842040198922;0.177838493992948;0.325666753644781;0.126564951014412;0.0169162266001609
"quiet";0.139969341996606;0.569424757510387;0.303113235013087;0.371390125570092;0.176102436631108;0.481766258496763;0.237738665129055;-0.0862783769159507;0.0587013012239926
"reasonable";0.154261901141586;0.165106942583217;0.196563784780392;0.63462638784484;0.200160374850457;0.272604380453687;0.328896893564402;0.156387113126898;0.136084712802582
"rich";0.298745110782605;0.0922333250220123;0.24033185117721;0.0981885683042105;0.756045380578605;0.0832720495297653;0.178519626323335;0.100911240538759;-0.258519992282268
"safe";0.620298861556236;0.585983988788094;0.144091969024026;0.160828849656027;0.11477138556328;-0.0130776907102803;-0.00865437574041835;0.0395013042133624;-0.0185250148539934
"strong";0.14837332639291;0.249446393009332;0.277602579210252;0.36968879992579;0.334419461237968;0.312658504447539;0.173470842544418;0.594255754229418;-0.0158933967744921
"superior";0.218445697216369;0.720970430891638;0.221439870548641;0.14458953218864;0.138543024530138;0.218795493193365;0.241716294911902;0.105930669023568;0.0475211266325565
"unpleasant";0.188211076657263;0.214943567839306;0.110444458760258;0.677657743926182;0.277965433181297;0.13342556434871;0.0960844255994227;0.0973086159401875;0.0217223841080258
"welcome";0.316930423630741;0.566425778932759;0.167826087163228;0.381686460016679;0.104171805890318;0.11716075510925;0.160238899075475;0.134802207727395;0.0476654912521181
"worth";0.223382901463082;0.425939201768359;0.354686582753237;0.486787812100437;0.335564876589399;0.296068958523928;0.0977889528622532;0.0555323634502739;0.149482902793922
