"MR1";"MR2";"MR10";"MR7";"MR4";"MR5";"MR3";"MR6";"MR9";"MR8";"MR12";"MR11"
"accustomed";0.541603624680518;0.185507514638228;0.230442805163855;0.154046976188968;0.200246525264895;0.327637936579557;0.0632729958310037;0.156243941682181;0.00225410159933934;0.216500315418886;0.240464248027974;0.0491976811985828
"afraid";0.482135060199388;0.0823661718348182;0.290851924617778;0.385643071688239;0.226137626542791;0.239663035610268;0.241967387219838;0.0544741059480172;0.387775657368576;0.110920985625755;-0.0215758482121775;-0.0132784405007007
"beautiful";0.303513117715984;0.296676700751254;0.370223286031388;0.319021917721937;0.292468308987471;0.221049304706746;0.219602861089981;0.221883885890351;0.200727215380206;-0.00789311292310738;0.038314067624538;0.125466461165648
"best";0.20138247259875;0.325479299815486;0.645040390810044;0.252487425793176;0.0518431236815857;-0.1588021368284;0.283841723476935;0.145942629698972;0.406207011274779;-0.0742679903894424;0.106419282517489;0.106481663341832
"calm";0.192987972601977;0.444297694087997;0.132530869711932;0.257712412924999;0.120867881845961;0.141308776775048;-0.0577073381744366;0.694899025500898;0.172966281153636;0.00570974910396714;0.194847311022062;0.144730448710047
"careful";0.136845831254884;-0.0984736935364786;0.643450184423414;0.146905650098086;0.164734060753386;0.168366209422102;0.135564855657626;0.044906599281739;0.112629951627636;0.359297846350606;-0.0894341800880654;-0.0314314223469208
"cheerful";0.406508404681169;0.485085260529826;0.283197623461069;0.289379704515014;0.255442895952777;0.103414401523924;0.0772183926362905;0.171103030043978;0.289168169196563;0.113923320385872;0.185091042598154;0.0823714538272187
"clean";0.660529893760248;0.421045692806644;0.20232705221955;-0.0196485366876044;0.0636524552764734;0.114080813885924;0.146245033646405;0.0470706071086928;0.264486254753466;0.0464913175649916;-0.0194447415286889;-0.0123135386040742
"clever";0.312597018262161;-0.0720123089166231;0.223992549429435;0.100992236079071;-0.0559263442150938;0.309113365752971;0.230882022075627;0.253552764181858;0.190788015783761;0.205264408352476;0.220520906229763;0.0357781720544638
"comfortable";0.336995184181732;0.207346964504972;0.69784060770721;0.194479941965456;0.104834328231701;0.145705337400224;0.0293034633820615;0.256071403872518;0.065772719910154;0.110202598268183;0.136677191854317;-0.019984381216677
"cruel";0.500565644896522;0.191755859027683;0.260671477424584;0.352289965023759;0.051609970476641;0.223453429206873;0.168889351440756;0.107024352724483;0.146967004492834;0.258021573169016;0.150686187266115;-0.0438053364911552
"curious";0.0508283475892362;0.0549536738134166;0.389336116882152;0.0721082985267909;0.270203236324113;0.195134980013453;0.584662053184689;0.00281412351091655;-0.129690416353533;0.0866500433057441;0.0684367173185555;0.286453305492691
"delicate";0.614948561536379;0.173350886060292;0.232245777775561;0.420003429342697;0.273077045777422;0.0603905954595523;0.0662595565949824;0.168705713133527;0.0618547360901554;0.00831378826940707;-0.0264808016689402;0.0110517819913409
"delicious";0.110794715201122;0.202058396059494;0.143077449339977;0.187253841794065;0.806512043017185;0.109207267477118;0.224280983771097;0.0562458169560876;0.0031940178132074;0.0603331944613235;-0.0142996807426787;0.063670334949809
"delighted";0.575390468301891;0.206371454757985;0.255060812273606;0.318971558122475;0.0642700783639927;0.0357935166609914;0.31070174209819;0.111771447908692;0.0640057984059789;-0.0738191204943701;0.0314565427072096;-0.208137345726707
"delightful";0.40134957518852;0.134496472627821;0.376839934114776;0.228588924945431;0.0920741026741498;0.179043354293193;0.406959820491281;0.00898472585715992;0.0876280957860313;0.203832459064492;0.2463281232517;-0.118699664878154
