"MR1";"MR3";"MR2"
"accustomed";0.52839462755565;0.13993566243209;0.302430267806087
"afraid";0.584349333186787;0.300022179552171;0.20714035247006
"beautiful";0.311047122695207;0.141201491522169;0.52366483132627
"best";0.354576543786943;0.380030400074815;0.329647939206742
"calm";0.370870306212706;-0.0223410818001869;0.570668798054285
"careful";0.384471157477605;0.605011402248432;0.263606819907983
"cautious";0.419861200422837;0.58139232709922;-0.094418448167117
"cheerful";0.292470997922716;0.516501925261745;0.5496575626228
"clean";0.351382917608557;0.480785684522962;0.325200559476451
"comfortable";0.261927852740616;0.46715013770536;0.354991723573751
"cruel";0.0866991855018578;0.333608164568377;0.179099747064735
"curious";0.55520235861142;0.241811239944141;0.387284060561283
"dangerous";0.316937328579283;0.523007707572973;0.293662353379602
"delicate";0.472673032300438;0.267367764718706;0.233469308342778
"delicious";-0.210344031839232;0.226507662987394;0.648414148174745
"delighted";0.543855311898053;0.355430647502294;0.346142160075465
"delightful";0.331189572943775;0.359230896715417;0.463181556454115
"determined";0.449733087295306;0.297120256195047;0.257258499496454
"different";0.538084113249937;0.178240280076756;0.404863648326071
"energetic";0.265562599505231;0.441517557415787;0.342594724664145
"enthusiastic";0.191465592950621;0.0140792487604283;0.625329158338013
"exciting";0.0640030596479543;-0.175714274167424;0.681340119434028
"extraordinary";0.587667378030253;0.393235823181475;0.14191637035226
"extreme";0.764531137370015;0.201127551846755;0.193709699437407
"fair";0.380570672431803;0.292302306807338;0.281020946829527
"faithful";0.374646950478773;-0.150993041983273;0.584793292945875
"familiar";0.256238909575027;0.564038590882657;0.0212473712418014
"free";-0.0045660744570319;0.230349898711892;0.382209686026121
"friendly";0.561412111345307;0.319809858609366;0.256522639596031
"gentle";0.311819573438175;0.357166915371824;0.557039041765921
"graceful";0.247040859983293;0.218588907892631;0.321328825053191
"greatest";0.529662442887375;0.334117225473003;0.1453594373772
"happy";0.232580690455461;0.407908155708346;0.528692733692972
"honest";0.349371186192777;0.416715777847411;0.0668763280994743
"humble";0.310104532546206;0.395015886288841;0.322661276041027
"independent";0.534983027338604;0.16957221148471;0.177594939575956
"individual";0.663217744959745;0.182741745415184;0.0711056334794862
"interesting";0.276926046399593;0.147456564004868;0.618728034732423
"legal";0.287547344191281;0.312880468434517;0.130473110959676
"loose";0.387484727119521;0.266535758789832;-0.0700212043484599
"married";0.430923156700854;0.564787277667669;0.048442488047465
"mighty";0.465751468731599;0.198511799778764;0.44488954470103
"minded";0.374231866879576;0.00732597798542483;0.244833046190215
"moral";0.132853736091281;0.643754664283363;0.190583244473801
"mysterious";0.540073833481019;0.21441270837624;0.173235834011745
"natural";0.491690547961684;0.458492552806097;0.155712783303878
"neat";0.23828868523369;0.493319794557422;0.392194946092467
"original";0.565155732131304;0.281413477433429;0.123661008582042
"pleasant";0.347369168656429;0.298299329584666;0.460485567180545
"popular";0.0960820122418764;0.441284941565999;0.0653327155420463
"powerful";0.487881492846048;0.272785795853951;0.254463011409541
"professional";0.577988209004275;0.341556865451175;0.14866870415989
"proud";0.491090249699808;0.258046076137241;0.389195786129834
"quiet";0.485866783100524;0.490611189647933;0.351542864279883
"reasonable";0.232433058142906;0.486218352108268;0.299569249194113
"rich";0.141916198607063;0.28928599951608;0.662608862071831
"safe";0.351094954973105;0.39204034372247;0.486897414859644
"smart";0.689210233507404;0.421932322650592;0.282881374843882
"special";0.342808397535348;0.577700549188049;0.211962759383106
"stable";0.431462033571491;0.492450361036207;-0.19585629282882
"strong";0.479126112413325;0.359245237767705;0.406362023482618
"thoughtful";0.224573366547932;0.458768821339288;0.353007545595385
"top";0.558463154808025;0.209297305603262;0.246259462292867
"uncertain";0.553435987671913;0.154729578656149;0.130142360733076
"unpleasant";0.5783112552771;0.301754581669486;0.126060782836715
"worth";0.174252750996693;0.488264241223261;0.0429959552606008
"wise";0.120179675330253;0.384342981859226;0.60394132845672
